 	che	non	li	aspetiamo	</S>
n	0.973695935	0.002369154	0.001851954975	0.0032544657	0.01882850025
a	0.778261625	0.0290209833333	0.108990723658	0.0519988345667	0.03172781675
m	0.451059655	0.0530495094444	0.221298507886	0.127426704856	0.147165605583
i	0.215367824333	0.0355167913815	0.232806082629	0.283082541619	0.233226768528
t	0.316627967444	0.0205412316938	0.220817497543	0.281269238873	0.160744069509
u	0.342943817148	0.0173234212313	0.231445109181	0.313516281291	0.094771372503
s	0.298696167049	0.0139893710771	0.236743089727	0.335356417764	0.115214946834
m	0.356721589016	0.0442773366924	0.190856756576	0.286183423255	0.121960893945
ì	0.208282644672	0.0544398305641	0.211633462192	0.421044901085	0.104599182982
n	0.0837039854573	0.0259384425214	0.265218540731	0.541740833695	0.0833982113273
o	0.0863546440524	0.177786271507	0.218793212244	0.470055811232	0.0470100941091
m	0.0870054787675	0.227136005936	0.112938813748	0.514962070411	0.0579576330364
e	0.292582350339	0.129377210745	0.048862710916	0.482430017804	0.0467476813455
</S>	0.541362205169	0.143216805373	0.034535758458	0.256458250402	0.0244269836728
