 	vengono	vestiti	dai	genitori	</S>
è	0.99755068	0.00080682279	0.0002158630645	0.000382443765	0.001044225779
r	0.993420613333	0.00312542282333	0.000509990631167	0.00244401099833	0.000499951172333
k	0.685394397778	0.272449488608	0.0222817783104	0.0132885146661	0.00658574605078
u	0.356264565926	0.567756029536	0.0502646561035	0.017027860322	0.00868682688359
t	0.233804664309	0.635429743179	0.0446830837012	0.0806286882073	0.0054538080612
t	0.0921472523363	0.769805757726	0.0259897262337	0.106746957402	0.0053102789204
e	0.0601563160121	0.761879329242	0.122843588745	0.0512486624673	0.0038720671068
n	0.050945101904	0.479249678081	0.276806852915	0.181199092822	0.0117992715023
d	0.0200465374013	0.273497657694	0.298827764305	0.338935380941	0.0686926685008
i	0.0131858536671	0.209552605898	0.433652058102	0.246151202314	0.0974582811669
m	0.010187135789	0.123647070966	0.622369409367	0.184217969438	0.059578415389
è	0.004701334963	0.0520052911887	0.753875093122	0.161110383146	0.028307913063
n	0.002606781221	0.0206709594962	0.886951531041	0.0758433890487	0.0139273587877
i	0.0116098618403	0.0196507683987	0.878180987014	0.0776205476829	0.0129378054292
à	0.0606548119468	0.0245399661329	0.747413279005	0.150153139228	0.0172387618097
t	0.0666443918589	0.015259103611	0.486810863002	0.406315713076	0.0249699272699
t	0.022802797763	0.0135460481037	0.469683474334	0.462428384359	0.0315393157566
u	0.0125016561877	0.0279299213679	0.465996061445	0.45238910812	0.0411832935855
s	0.00866647045257	0.024901781156	0.211961674815	0.709365649373	0.0451044938618
g	0.00339314894086	0.0192561270853	0.089334766605	0.819872429791	0.0681435742873
e	0.0122771097136	0.0502333163618	0.0900984728683	0.725700576597	0.121690546096
n	0.0147692888159	0.0501365757539	0.0745660952461	0.741379858866	0.119148205365
i	0.0082509451833	0.0394260668846	0.0492310027054	0.842084652955	0.061007329555
t	0.00620678313777	0.0418852786282	0.0433301654018	0.878048637652	0.0305291029517
ò	0.00768918778926	0.0367579712094	0.0348670376339	0.886253165884	0.0344326053172
r	0.00835014202975	0.0306802590698	0.031440872878	0.900278438628	0.0292502687724
u	0.0532237361099	0.0538753516899	0.0798646832927	0.736651922876	0.0763843109241
</S>	0.101820763055	0.0896344758449	0.140757606646	0.532677051438	0.135110120462
