 	si	è	rotta	la	coppa	</S>
e	0.512265585	0.156565155	0.170213383	0.01334787925	0.0442829685	0.1033249857
g	0.210141594	0.356169505	0.226184554333	0.0220801264167	0.0651844028333	0.120239787233
l	0.090971815	0.518475888333	0.173727458111	0.0338554944722	0.0822813576111	0.100687964411
à	0.0402604166667	0.526903979444	0.217828512704	0.0377534431574	0.10042750787	0.076826164637
s	0.0172055078889	0.478724159815	0.297281830901	0.0441158460525	0.11414488129	0.048527801379
t	0.0077423793963	0.310996591272	0.265063743634	0.0479102746842	0.12174461043	0.246542383793
i	0.0145876872321	0.128743778424	0.208163564545	0.122631756228	0.209741733477	0.316131492931
e	0.0341016160774	0.0776546774747	0.248556371515	0.150435718743	0.312890904492	0.176360745977
c	0.0300679604925	0.0435398234916	0.210298486172	0.115273752914	0.489141241497	0.111678719659
ò	0.0131995224642	0.0208332318305	0.105006669391	0.116343257638	0.698675280499	0.0459420087197
p	0.00729635215473	0.0129744871768	0.0668180862637	0.078098752546	0.809051326833	0.0257609727399
p	0.00499143521824	0.00785205129227	0.0386487235546	0.047115624182	0.634119492278	0.267272646247
a	0.0322538214061	0.0405703384308	0.153582324518	0.0730066647273	0.341305407426	0.359281442082
</S>	0.058821658203	0.0725780562154	0.266612822259	0.109747302364	0.280848943713	0.211391226041
