 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.83977265	0.133643489	0.0094556162	0.00511653241	0.001777693	0.00125141519	0.00898255905
m	0.584890976667	0.357879649667	0.0215064970667	0.00562927090333	0.00294804033333	0.00161928153	0.0255262490167
à	0.433909678889	0.485873583222	0.0472980663556	0.00307870093444	0.00282960997778	0.00128934477667	0.0257210198722
k	0.338209532963	0.597627421074	0.0465982687852	0.00341605831148	0.00236867395926	0.00140197345889	0.0103780774907
i	0.154448370988	0.775777520358	0.0528761362617	0.00357464823716	0.00628186751975	0.00158407731963	0.00545738376357
n	0.0635783004293	0.847304023453	0.0760208587539	0.00212710107905	0.00748719750658	0.00104295340654	0.00243957385452
a	0.0377661369098	0.683268857818	0.262086892918	0.00328965535968	0.00661378816886	0.00152689170218	0.00544777395151
t	0.0293462438366	0.366655412606	0.580404577639	0.00572949978656	0.00877203372295	0.00190689952406	0.00718536511717
è	0.0120751669455	0.179054692202	0.790438849213	0.00613669912885	0.00751039024098	0.00108576105802	0.00369847267239
l	0.0057306413485	0.087117193734	0.815709426404	0.0746167639096	0.00705097174699	0.00452699304601	0.00524800905746
i	0.00748467468283	0.0559890052447	0.735210532135	0.12209838797	0.0600579909157	0.0103532790153	0.00880611801915
s	0.00821317546094	0.0376257257482	0.669525200712	0.183002169323	0.0855912846386	0.00913088477177	0.00691155240638
t	0.00382952048698	0.0229975572494	0.467142783571	0.449251706441	0.0441758567129	0.00775697785726	0.00484562086879
i	0.015110480929	0.0508831314165	0.303905154524	0.506471042147	0.0997880864043	0.0156081384524	0.00823398295626
a	0.0260670493097	0.0619423541388	0.236983108175	0.408824987382	0.186025208801	0.0294043958175	0.0507529203188
m	0.0171662762032	0.0283791697129	0.120281964392	0.587276262461	0.152276404934	0.0313028786058	0.0633170774396
m	0.0129769718344	0.0358547119043	0.0618383287973	0.713718487487	0.126299073645	0.0238267712019	0.0254856648132
è	0.0115283138448	0.0363148155014	0.0444394945991	0.509891969162	0.363223751215	0.0240489360673	0.0105527011711
n	0.00453127486493	0.0130143156071	0.0340047831997	0.498598263054	0.416357818405	0.0282851756891	0.00520832195703
i	0.00359120430498	0.0068639167757	0.0266231793999	0.457882776018	0.430137390802	0.069861226563	0.00504025275234
a	0.0112009287683	0.0118770119252	0.0217422211333	0.172795930339	0.639833280267	0.109670565521	0.0328800343508
t	0.0134084797561	0.0163961769751	0.0165408876111	0.0797077327797	0.726267326756	0.103580743174	0.0440986327836
t	0.0072461368187	0.012391141325	0.011832729437	0.0598218069266	0.804556175585	0.0840190213913	0.0201329652612
o	0.00753161900623	0.0125413761083	0.016403679479	0.0493044723089	0.721784325195	0.18203393613	0.0104005798871
m	0.00714881713541	0.0125224897028	0.0136016540163	0.0567098807696	0.439597978398	0.45489951871	0.0155196727624
e	0.0202417338451	0.0534802502343	0.0155702775288	0.0602852602565	0.363850362799	0.471425086237	0.0151470495541
k	0.0248093085817	0.0691486697448	0.0163469125429	0.0409883610855	0.355113974266	0.466979798746	0.0266129924847
k	0.0138576044939	0.0374596962483	0.0120581615476	0.0476882800285	0.361917244755	0.489460806249	0.0375582438282
à	0.00967719019797	0.0236504842661	0.0112041362825	0.0421198903428	0.367360801585	0.522220605416	0.0237669237761
n	0.00352065197932	0.00823130221537	0.00482476067417	0.0167013953143	0.199648300528	0.745402721805	0.021670887092
i	0.00946781453977	0.0127832116818	0.0130889450381	0.0197754093048	0.142176336843	0.783142087268	0.0195661811973
k	0.0114626387266	0.0143382970706	0.0158024074794	0.0243347434349	0.099442811481	0.818008162423	0.0166109372324
o	0.0239912204555	0.0322431618669	0.0241774419598	0.044473439145	0.0996025396937	0.760718597474	0.0147936313108
</S>	0.0421753002277	0.0571925639334	0.0403814534799	0.0699678470725	0.146203459847	0.634525783737	0.0095536125054
