 	qui	dentro	vuole	un	tappeto	</S>
e	0.930907905	0.0506506305	0.00188498	0.002608021425	0.012131383	0.0018170792
t	0.881826678333	0.0803647968333	0.00309808423333	0.003260916375	0.0174038403333	0.0140456654
t	0.810326926111	0.139268392278	0.00910352684444	0.003805450025	0.0200254917778	0.0174701654
ù	0.525116404704	0.434499997426	0.0120833401148	0.00600962890833	0.0162507972593	0.00603978776367
m	0.215425197568	0.728347609142	0.0128017978716	0.0118788876361	0.0199241334198	0.0116223456182
è	0.0948575657227	0.815962693047	0.0210183069572	0.0285605858787	0.0258613904733	0.0137394542394
s	0.0351423851076	0.839226477682	0.0490710033191	0.0320538054596	0.0365154051578	0.0079909677798
a	0.0226895237025	0.620842492561	0.16517837444	0.136895810987	0.0457504950526	0.00864332959327
t	0.0179530066008	0.296854728187	0.446823448147	0.188718326996	0.0421791100175	0.00747134686442
è	0.00802268376693	0.128355706062	0.691880149382	0.134154972332	0.0331537040058	0.00443271020481
l	0.00386622882231	0.058687136354	0.777159403127	0.129277649111	0.0255434936686	0.00546606431827
i	0.00709040264077	0.0421479737847	0.647818934376	0.262392048037	0.0293710722229	0.0111795811061
è	0.00886656121359	0.0332592879282	0.420648198125	0.504174866012	0.0214536341743	0.0115974292687
n	0.00440679743786	0.0136168500427	0.300884119375	0.630050405337	0.0375109638248	0.0135308393229
a	0.00773901351262	0.0328273174142	0.205313369792	0.680146635112	0.0503822312749	0.0235914291076
t	0.00919285040421	0.0389142322047	0.114737073264	0.562332158371	0.250986160425	0.0238375190359
a	0.0146149203681	0.0478836004682	0.0822498377547	0.51349903279	0.326124306808	0.0156282786786
p	0.0161099395894	0.0505720997561	0.0640164166516	0.418851647597	0.436980888936	0.0134690058929
p	0.00655148016313	0.019372167852	0.0267503289505	0.218329152532	0.708803272979	0.0201936052976
è	0.00445390368771	0.0169335719507	0.0192678056502	0.216233414177	0.716490634326	0.0266206544325
t	0.00305704227924	0.0141278706402	0.0129634277167	0.180256174726	0.668075244775	0.121520244144
o	0.0494461873431	0.0691302992034	0.0584768017389	0.177786551575	0.493169448258	0.151990735715
</S>	0.0971450186715	0.130947894602	0.109172045869	0.225187655787	0.349797924129	0.0877494743575
