 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.963837325	0.012957243	0.00131547145	0.001201807275	0.000204281075	0.00019314389	0.0001008963845	0.00053552865	0.00056183213	0.0011150298965	0.003563698875	0.0016450204865	0.008144148745	0.004624604335
p	0.810633191667	0.163397479333	0.00164075005	0.001333711575	0.000212975185	0.000152587412	0.000106985304833	0.00100048405	0.00080834519	0.00111762610017	0.00352516161533	0.00176399335217	0.00888566764833	0.005421061345
à	0.670274163889	0.306149259778	0.00280784895	0.00170212365833	0.000290252211667	0.000167953162667	0.000148213211611	0.00098894724	0.00065095521	0.00097290760139	0.00661451519544	0.00095916888739	0.00429858131611	0.003975128615
o	0.46558754363	0.491083389926	0.00530265031667	0.00177558195278	0.000561496243889	0.000283001324222	0.000746871470537	0.000492064853333	0.00055862602	0.0046065948338	0.0142383140651	0.00175893004246	0.00445994460537	0.00854499847167
v	0.171075980943	0.768167416642	0.0213680544389	0.00368709218426	0.00065323776463	0.000310909078074	0.000860823402179	0.000778405267778	0.000509407256667	0.0052568758026	0.0115189518884	0.00182602557749	0.00447026600179	0.00951657405722
r	0.0605366131477	0.837579718881	0.061895154813	0.00876105639475	0.00417638387154	0.00384191422936	0.000568681532726	0.00233845658926	0.000841068852222	0.00211476932553	0.00715154782947	0.00085422655583	0.00504978933393	0.00429062751907
ì	0.0227802861492	0.698668439627	0.232226951604	0.0144658001316	0.00784604195718	0.00566274274312	0.000576743664242	0.00282598486309	0.000915197104074	0.00108120896984	0.00560677835649	0.000513664190277	0.00481243204131	0.00201771745969
s	0.00888297384973	0.576240299876	0.364949897201	0.0176937553772	0.0122676143191	0.00539990691437	0.00136327955475	0.0022288767877	0.00164078382136	0.000649039717947	0.00235442513216	0.000335363418426	0.0044565702771	0.00153718170656
k	0.00385161684991	0.433574319959	0.363300665734	0.0182670601257	0.030127302773	0.0174803519715	0.0147006858516	0.0026870310959	0.0108602711071	0.040272982306	0.0156631346441	0.00646673355614	0.035025835759	0.00772195810219
o	0.00361221791664	0.199368459986	0.515883478578	0.0379615997086	0.0456079172577	0.0238673026572	0.0214614046172	0.00486139969863	0.013281281369	0.053676654202	0.0199920475814	0.00847382240205	0.042569616753	0.00938278650073
n	0.00332594790555	0.0863155343287	0.600116749526	0.157472257903	0.0511220340859	0.0183930532191	0.0110568929057	0.00989392623288	0.007604255223	0.0183489760607	0.0069797550938	0.00307724193068	0.022304287751	0.00398909120024
t	0.00183655013518	0.0433543954429	0.563170666509	0.210234855968	0.070684011362	0.0226218647397	0.00804116833523	0.010718734411	0.00721597297433	0.00878152291357	0.0230597628979	0.00215154569023	0.0252604055837	0.00286852850008
a	0.00267519407839	0.0215960323143	0.486409145503	0.273751275323	0.110765087121	0.0280751835799	0.00745400594508	0.00721360237033	0.00476434534144	0.00584922000452	0.0289540882993	0.00174507159008	0.0185214910279	0.00222624294003
n	0.0027011850928	0.0122314923381	0.314151008501	0.432243181774	0.148679685707	0.03910176986	0.00670295914836	0.0109559113568	0.00433627866381	0.00223154331751	0.0102341653864	0.00089766412336	0.013699377176	0.00183376432001
