 	ora	ho	finito	di	scrivere	</S>
à	0.98648301	0.0074868775	0.003862137335	0.001080830125	0.00052696026	0.00056020983
r	0.981451986667	0.0129727398333	0.00359634176833	0.000750975758333	0.00068072986	0.000547268496667
t	0.651354721222	0.0941070532778	0.0837249015894	0.155801607253	0.01007785212	0.00493385849889
e	0.223761827741	0.339920287759	0.20109146053	0.215020957418	0.0136838381067	0.00652161989963
s	0.106048969247	0.61938949592	0.17756512351	0.084833976806	0.00792926760223	0.00423318579988
p	0.0638567258157	0.541068975307	0.165178414503	0.194999671602	0.0302962050341	0.00460001319996
ì	0.0216935360719	0.269843401769	0.400634108168	0.268286750534	0.035609089178	0.00393308089999
c	0.0076907237573	0.151389663923	0.580391616056	0.234951620178	0.0184676055593	0.0071087218
c	0.0027939652891	0.0823138679743	0.484309585352	0.406001586726	0.0166400151864	0.00794093263333
e	0.0057274057997	0.109158749325	0.403717071784	0.457809118909	0.0135940360621	0.00999357341111
t	0.0068562375499	0.115384924375	0.283024237928	0.51050497297	0.0713082780207	0.0129213294704
s	0.00247802755197	0.0438789573917	0.147267186643	0.643402547657	0.145314446007	0.0176588581568
a	0.00296756216932	0.124901293797	0.267021685548	0.453981415886	0.119992657002	0.0311354033856
t	0.00326124958977	0.147241901099	0.262527429449	0.282819545295	0.267143597334	0.0370062584619
s	0.00134890740659	0.054596278533	0.116440704083	0.308075568432	0.474851865778	0.0446866428206
e	0.00163120324553	0.115771404511	0.268683228028	0.225753670144	0.344488627593	0.0436718682735
g	0.00200597014851	0.131780726837	0.292660304343	0.149978107381	0.334835794864	0.0887391200912
r	0.0011823131495	0.0494705869457	0.116385914114	0.24512083246	0.429438958288	0.158401413364
à	0.00396693228317	0.0735429349819	0.237820842371	0.271150837487	0.264814324096	0.148704139121
t	0.00477139486739	0.0769066607606	0.261098397157	0.151242114496	0.403889046032	0.10209238304
s	0.00186138868213	0.0414069306869	0.114407418752	0.0693560521653	0.653340695344	0.119627506347
i	0.00714106918071	0.125142254896	0.198283516251	0.0550650293884	0.457013125115	0.157354972116
</S>	0.0129602445904	0.206096192448	0.299045438125	0.0571851946942	0.268850252558	0.155862626058
