 	la	casa	la	costruirono	i	muratori	</S>
o	0.79521388	0.147092288	0.00213563432	0.0034799043	0.002600829595	0.026296076485	0.02318142525
s	0.488457352667	0.439483409333	0.00402843584	0.00643916563333	0.00269860203167	0.0328093311617	0.02608373875
p	0.208601826889	0.725720479778	0.0117187506133	0.00796986354444	0.00836277271056	0.0245555147206	0.0130708008167
ì	0.108762027963	0.833892969926	0.0211740915378	0.00461524343815	0.0107739931035	0.0152495758735	0.00553209799357
t	0.0495631669877	0.867076769975	0.0514711695126	0.00182726846938	0.0113609829012	0.0130381962578	0.00566246015252
i	0.0446979643292	0.685819463325	0.207726316504	0.00403197688979	0.0353227816337	0.0137387553193	0.00866271438417
o	0.0487787714431	0.377260584442	0.477905058835	0.0202293376299	0.0450112618779	0.0083825026731	0.0224324727947
f	0.0286191063477	0.158975439814	0.705448286278	0.0416839525433	0.0241442132926	0.0163786352244	0.0247504073316
a	0.0236420773159	0.0715051042713	0.813891095426	0.0361553191811	0.0160176494309	0.0172486013748	0.0215401878439
b	0.0212665943053	0.0362042704904	0.687934855142	0.182682814727	0.0137138345103	0.0361791550916	0.0220185026146
b	0.00879059526843	0.0153297647968	0.655393208381	0.234393763242	0.0159708892034	0.0578515033639	0.0122702722049
r	0.00523027672281	0.00860338749893	0.67117690946	0.123405119414	0.0564443717345	0.101847177788	0.0332927120683
i	0.0130774582409	0.0172480324996	0.496077933153	0.113154284471	0.178875762578	0.109737468263	0.0718290240228
k	0.0146961262603	0.0185651935232	0.292303365051	0.296464666157	0.181626352859	0.135999491754	0.0603447875743
è	0.00692712246677	0.00931938419773	0.172871855684	0.499060638719	0.134310352953	0.152833856251	0.0246767695914
t	0.00495733555559	0.00717112016591	0.201334455228	0.46825504624	0.185854854318	0.102963923084	0.0294632520305
s	0.00280575041853	0.00402544642197	0.153730475743	0.317867005413	0.314698108106	0.0877052043613	0.11916799201
a	0.00318419803951	0.00532701207399	0.0667572329143	0.174546751804	0.530237799369	0.0860809494538	0.133866038003
n	0.00299365577984	0.00539696242466	0.0317684115048	0.173787217268	0.438621838456	0.289866319818	0.0575655906677
e	0.00998062282661	0.0156923062082	0.0500124457016	0.150534331423	0.260948338152	0.456534116606	0.0562978642226
e	0.0231291362755	0.0284669717361	0.0635904195672	0.0956109194743	0.311069506051	0.350158302202	0.127974771408
f	0.0188400535585	0.0191749936554	0.0298748633557	0.0683932958248	0.236168465684	0.501612264067	0.125936085303
a	0.0269464499862	0.0344972312951	0.0561938252852	0.0347745752749	0.0928503588947	0.700956131356	0.053781455601
b	0.0294482260721	0.0393943045784	0.0644245924817	0.0211713651916	0.0470172172982	0.765492777119	0.0330515342003
b	0.0108290311674	0.0146128681061	0.0253227798806	0.0104014514972	0.0461174020994	0.855193592373	0.0375228660668
r	0.0047889603558	0.00656181204537	0.0127431886602	0.0066846233324	0.0677787826998	0.807799144124	0.0936434466889
i	0.0026585050186	0.00511057442512	0.00978895592007	0.00545238394413	0.100949064233	0.769726448041	0.106314045563
k	0.0017355281642	0.00436613435271	0.00822982354002	0.00490996936138	0.0857046541443	0.81310061268	0.0819533138543
a	0.00166673054607	0.00284338349524	0.00593600141334	0.00214447663379	0.0496802457814	0.87837764756	0.0593515717848
t	0.00167028112702	0.00237256576508	0.00522461154445	0.00131744125126	0.0367227344505	0.92578538252	0.0269070257616
ù	0.000972536220673	0.00159982708836	0.00314318225482	0.00190719009042	0.0167285030068	0.95455235084	0.0210964519205
r	0.000753198773558	0.00136271496945	0.00251860177161	0.00203107288681	0.0106171929356	0.965465806947	0.0172514279735
i	0.00574255705785	0.0130863263632	0.0143505162772	0.0117038313856	0.142468348912	0.775508035649	0.0371403666578
</S>	0.0110295560289	0.0253883411816	0.0272097881386	0.0222940766928	0.278477394456	0.576618367824	0.0589824633289
