 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.8364443	0.007103008	0.128383485	0.00604021775	0.0073366207	0.00504011825	0.00965223295
o	0.643842743333	0.00610191326667	0.242831821667	0.0225871330833	0.0525521455667	0.0173231766833	0.01476108665
n	0.315024271958	0.00715461935556	0.552182673889	0.0281904038611	0.0657668329889	0.0213470489944	0.0103341867833
à	0.119410805833	0.00836190998519	0.81951552463	0.0133560783204	0.026406096463	0.0089991654648	0.0039503992611
b	0.0565069599443	0.0283719925284	0.87381595821	0.0151550259735	0.017226956821	0.00684037585493	0.00208267772037
b	0.0315178353148	0.319172837509	0.60627410607	0.0155354174578	0.0128083414403	0.00937146295164	0.00531997877346
e	0.0302749927716	0.656432262503	0.27571521869	0.0152074369526	0.00871955521343	0.00747641855055	0.00617409449115
t	0.0196743798572	0.512234274168	0.291336392897	0.124135425318	0.0164446883045	0.0337212144169	0.00245361638038
o	0.0651391995524	0.325273444723	0.284747470966	0.222771261773	0.0333153274348	0.0465586748056	0.0221946387768
a	0.0843413801841	0.235162154008	0.147815023655	0.415618857258	0.0463607964783	0.0262151569352	0.0444866742589
t	0.0323131308314	0.080307002436	0.0690791315517	0.704573275753	0.0498251294928	0.0329575426451	0.0309448131196
s	0.0129203887138	0.0348739881453	0.0324470131839	0.792093091918	0.0595086358309	0.057220349215	0.0109365556399
è	0.0073941741046	0.0258151023818	0.016181479128	0.823956497306	0.0688776719436	0.0534615750717	0.00431351271997
k	0.00356520254153	0.0170257561273	0.00671734260933	0.823931932435	0.0697638053145	0.0710391670239	0.00795674684666
o	0.0104895101538	0.0251741087091	0.00339465180311	0.669457510812	0.127621818438	0.111389095675	0.0524732369489
r	0.0127257852286	0.0259659124797	0.00177526610104	0.449388210271	0.211952456146	0.236983835225	0.0612084906363
à	0.00444049627353	0.0091420640699	0.000849403290347	0.27276746009	0.390245452049	0.301052895075	0.0215022075321
s	0.00169251835784	0.00360342545663	0.000369783640116	0.17244037003	0.502905450683	0.307330185025	0.011658237844
i	0.00360718436595	0.0139466565855	0.000472210100039	0.122131215343	0.468839896894	0.366002595008	0.0250002322813
t	0.00422639616798	0.0173048956782	0.000495035281013	0.064498563281	0.365231035631	0.522014428336	0.0262296555604
è	0.00143391284533	0.0058984884524	0.000222780424671	0.0250162930937	0.29379663521	0.663758569445	0.00987331882013
l	0.000497448369143	0.0020988314008	0.000120714503224	0.0114473017979	0.253760921737	0.726314919815	0.00575986927338
i	0.00316217263375	0.0232653759736	0.000912459912741	0.0256950055326	0.192701717246	0.743655393272	0.0106078932578
à	0.00416607702125	0.0305806670579	0.00148680617091	0.0409247131775	0.187824739082	0.723600164424	0.0114168671859
s	0.00150643280642	0.0104620451997	0.000817604169303	0.0247932817225	0.116398156027	0.839683208141	0.00633929682863
p	0.000581806824807	0.003951579647	0.000344057925434	0.0130966544042	0.105923771676	0.864221856047	0.0118802632762
r	0.000277640741936	0.00179085759067	0.000189865402478	0.00908794610807	0.100803973359	0.702427085349	0.185422624425
o	0.000519313980979	0.00684185010522	0.000710998871493	0.0226357575094	0.0673176039197	0.61884981845	0.283124661475
</S>	0.000892355490489	0.0127712950526	0.00131052683575	0.0406496317547	0.0819862119599	0.648732694225	0.213657290738
