 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.6308706	0.292821225	0.00752289885	0.00616433615	0.01276233425	0.000458338315	0.0040948699	0.0058675657	0.03943779543
e	0.371979934	0.533732901667	0.01639410895	0.00565743775	0.0110626414167	0.00247636167167	0.0075457083	0.0109715732333	0.04017937111
t	0.132643546333	0.759383517222	0.0302599713167	0.00899971978333	0.0191621031389	0.00295357238222	0.00892078043333	0.0220729577444	0.01560393007
i	0.049528420911	0.837437172407	0.0471113197722	0.00955736809444	0.0210245157463	0.00197027545241	0.00567149064444	0.0202850444815	0.00741444775667
p	0.0211274401037	0.773124357469	0.0774972515907	0.0346546191981	0.0282215662821	0.00165733138414	0.00877195004815	0.0497872333938	0.00515826425222
à	0.0118596560346	0.602418939156	0.229968362197	0.0491238373994	0.030948048294	0.000785978418047	0.0102682193494	0.0611239104646	0.00350303063407
s	0.00801957524487	0.420736833052	0.469101720732	0.0494393301331	0.011674451498	0.00328919969602	0.0064446216498	0.0280434134882	0.00325082442802
t	0.00738215564829	0.212681966017	0.635606506911	0.054691742711	0.00479188837267	0.0544080568987	0.0083518094166	0.0165535289627	0.00553233837601
a	0.00847882854943	0.088708210339	0.474013650637	0.309218496904	0.00991852513089	0.0736908079662	0.0185723901389	0.0129139267876	0.004485162642
ì	0.00683872838314	0.0408146577797	0.169406198079	0.631260125635	0.0783431737103	0.0309368149887	0.0248370183796	0.0150856189292	0.00247765659733
t	0.00432278489438	0.0156697443599	0.0591203411263	0.712305121878	0.153811337903	0.0126925064296	0.0182702047932	0.0220301929764	0.00177778569911
e	0.00268212766479	0.00709943088663	0.0223550241754	0.717128173959	0.180031345968	0.0102899359099	0.0307658605977	0.0271345936588	0.00251353163304
l	0.00554207368826	0.00374037095554	0.0107225459585	0.570272207986	0.282477255323	0.0167362286366	0.0390401695326	0.0673625738863	0.00410657954435
e	0.00646994309609	0.00239561824518	0.0067372813195	0.419302819329	0.378652375108	0.0338998662122	0.0535231058442	0.0921904292954	0.00682856618145
à	0.0037312349987	0.00200858044839	0.00279581033317	0.27124446111	0.567231348369	0.0349566817374	0.0560441609481	0.0547576780985	0.00723006689382
l	0.00235906292623	0.000884191352797	0.00109492039972	0.142623591703	0.74081149279	0.0394432245791	0.035705465316	0.0328112433662	0.00426683093127
a	0.00116696221208	0.0011102243876	0.000609567228573	0.113809372901	0.639868447597	0.0756845868597	0.095005927772	0.0592445694554	0.0135003557771
t	0.00431432081403	0.00124827285587	0.00142286724286	0.061956068967	0.479405665866	0.201123920953	0.119558853591	0.113973574485	0.016996477959
o	0.00560919647134	0.00143704884529	0.00187667401429	0.033947461989	0.287625030622	0.250991110318	0.22352195553	0.177679258162	0.017312265353
n	0.0172906353571	0.00151235404843	0.00251624380476	0.0223620848963	0.194161742207	0.174521483439	0.326770765177	0.235800812721	0.0250638771177
ì	0.020726389419	0.00071851118281	0.00237004544492	0.0115821368654	0.153974121069	0.134489695813	0.441392148392	0.21603149424	0.0187154923726
c	0.00701795694633	0.000369127897603	0.00084462101164	0.0088684525218	0.073723106023	0.190155609938	0.557530749464	0.149970039747	0.0115203827909
h	0.00241406893211	0.000211354905868	0.000326512271213	0.0073176617406	0.045062150341	0.295569123313	0.507730949821	0.114781504916	0.026586706597
a	0.00113786393737	0.000484986305289	0.000329546037738	0.0095600665802	0.033570171447	0.229155464438	0.521879816607	0.173982241639	0.0298998623323
v	0.00566224316246	0.00056912919843	0.00164074837925	0.0086229763434	0.0275253804823	0.126287171479	0.461988948869	0.29371821388	0.0739851759108
à	0.00688389702749	0.000362587776143	0.00190707537642	0.00399973066447	0.0104672273941	0.082031662693	0.41863701629	0.388630914627	0.0870798660036
l	0.00234118111583	0.000253407252714	0.000676552671473	0.00240786805482	0.0043841794647	0.035778213431	0.47818908543	0.372052148209	0.103917362701
o	0.00137877773861	0.00176411829824	0.000716279486491	0.00371634111827	0.00398889698823	0.0514010981437	0.396928735143	0.428030802736	0.112074947734
n	0.00199543251287	0.00228676673941	0.00094773193883	0.00422476259276	0.00361907102941	0.0541833147146	0.249193908381	0.574531454245	0.109017509411
t	0.00168292838762	0.000890292559803	0.000581382104277	0.00436635608425	0.00178687934314	0.0304079345715	0.231878356127	0.555101601415	0.17330421647
a	0.00138925174587	0.000803347259934	0.000659725649426	0.0124358083614	0.00640242581438	0.0582678958572	0.235361872042	0.544290400472	0.140389254823
</S>	0.00184840102293	0.00100810022997	0.000974229774713	0.0185968251807	0.0113332229072	0.0889800329286	0.202595056021	0.583103375236	0.0915607414115
