 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.9734931	0.0080769137	0.000398911435	0.00145541038	0.000248572595	0.003424557235	0.0129025515
t	0.96301196	0.0148123659	0.000982344078333	0.00218100322667	0.000512903848333	0.00589331507833	0.0126060925
e	0.777643503333	0.2032085773	0.00336552845944	0.00512778084222	0.00119250163278	0.00496631365944	0.00449576762
k	0.401645042778	0.5415389391	0.00541768438648	0.0266980119474	0.00115462665259	0.0209108421865	0.00263483086
a	0.155582819259	0.774654313033	0.00568650802883	0.0332017999825	0.000950263459197	0.0260055325288	0.00391877305333
m	0.071679739753	0.829096181011	0.0526814700096	0.0214656553275	0.0011747164864	0.0171446643096	0.00675759791778
m	0.0613367265843	0.771700270337	0.10991424667	0.0246947301092	0.00228636666213	0.0242786981032	0.00578897096593
è	0.0532998036614	0.586939796779	0.295583765557	0.0278840133697	0.0107534290207	0.0204165597011	0.00512263498198
n	0.0186688425938	0.330008147593	0.601089498519	0.0199167030232	0.0155369833402	0.00958560480037	0.00519421399399
i	0.0199315961046	0.168115869864	0.70485921284	0.0682311685744	0.0173951537801	0.0175511645001	0.003915833998
s	0.0220942563682	0.0931233886213	0.652519217613	0.148368229525	0.0151361697934	0.0650787638334	0.00367996299933
t	0.0122595847894	0.0572841658738	0.724717239204	0.120712539508	0.0099203957978	0.0729058846111	0.00220012923311
o	0.0746108519298	0.0537488216246	0.592848456401	0.187549726169	0.0317242435993	0.0423252282037	0.0171926079777
g	0.0930274300433	0.0466682203082	0.264769972134	0.438697552056	0.0373352889664	0.0963302894012	0.0231712253259
i	0.0401194680811	0.0260543382027	0.119642513378	0.656527584019	0.0294594440888	0.1102773368	0.0179193257753
a	0.0384109823604	0.0221346010676	0.0527800062927	0.67415034134	0.11193636803	0.0507290559333	0.0498586772584
r	0.0320443237868	0.0122560658225	0.0231480893309	0.694398160447	0.131034019343	0.0542858119778	0.0528335100861
d	0.0167996055956	0.00849337974083	0.0234863535103	0.756721373482	0.102231783114	0.0729065606593	0.0193609066287
ì	0.0091695310552	0.00644258238028	0.0235086683701	0.684773264494	0.208818927705	0.0600075778864	0.00727943262957
n	0.00320852484507	0.00235553789176	0.0116340936567	0.523880084831	0.411934799235	0.0430546049621	0.00393231406319
o	0.00619341391836	0.00483105992892	0.0176666795522	0.346806934944	0.484292776412	0.130279036321	0.00993005172106
s	0.00753994557279	0.00586233149964	0.0179996407174	0.233402551648	0.471291152137	0.250452308774	0.0134520452404
t	0.00337615812426	0.00268876855655	0.00907233623913	0.146691792216	0.606061397379	0.216408466258	0.0157010777468
o	0.00660502404142	0.00405793671885	0.0192757195464	0.113105402405	0.526741045793	0.312762332086	0.0174525152489
c	0.00728725784714	0.00405479655628	0.0207432378888	0.080286469135	0.269652278598	0.579889844029	0.0380860944163
ì	0.00301679261571	0.00185798540209	0.00739984220293	0.0403748347117	0.128578969199	0.777330014676	0.0414415445854
p	0.0015306262819	0.00112452398403	0.00299362293431	0.0261965532372	0.067576602733	0.884856804892	0.0157212376418
o	0.0131539053373	0.0146295189447	0.0183279539781	0.0377717194124	0.0846229275777	0.821596134964	0.00989779021393
</S>	0.0255028916686	0.0286509164724	0.034937025489	0.0594977247062	0.103403453789	0.738497817482	0.00951009210697
