 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.99533898	0.000965192735	8.4873159e-05	0.0001582690445	0.0027748768	0.000677732929
c	0.99470756	0.00176735220167	6.50563043333e-05	0.0001025066245	0.00262459313333	0.000732921195667
h	0.971270106667	0.0122302254006	0.00738916338678	0.00396307965483	0.00404581004444	0.00110164009856
e	0.747666195556	0.2111405768	0.0101118079289	0.00665096871828	0.0236407010148	0.00078974723952
p	0.412120805185	0.373185478933	0.0512013701096	0.0242818900728	0.122975310338	0.0162351517532
o	0.233432791728	0.440937526311	0.0723240377032	0.0338828263576	0.163273656779	0.0561491715844
l	0.126059117676	0.658532275437	0.0320519661844	0.0187949058859	0.10836643226	0.0561953268615
e	0.0454730116587	0.836931825146	0.0113735499448	0.00941640666197	0.07432623742	0.0224790176205
m	0.0201976529862	0.831902675049	0.00716660124827	0.00538429965399	0.119436002473	0.0159128162068
ì	0.0107811220954	0.83750845835	0.00811594274942	0.005192014618	0.125416182824	0.0129863101689
s	0.00585449519847	0.812107952783	0.0977780639165	0.0209928767727	0.0505504769413	0.0127161214896
o	0.0144038355662	0.600951030928	0.152793947972	0.0945183175909	0.12016696298	0.0171658901632
n	0.0169109631887	0.386694263643	0.255187682657	0.15178613253	0.171983080993	0.0174378733877
t	0.0064176580629	0.198882575214	0.524027714219	0.12893095751	0.100821736331	0.0409193427959
a	0.014854535021	0.107629022405	0.471992473406	0.169773295837	0.192361424777	0.0433892434653
ò	0.019622045007	0.0816162414683	0.193867247302	0.190009935279	0.497816124926	0.0170684175551
l	0.00893376456233	0.0373299792894	0.109840416601	0.379241748426	0.453484931975	0.011169196385
i	0.0126456344141	0.0242843498965	0.1007362982	0.639669196142	0.208244877658	0.0144196854617
t	0.013962166658	0.0192433519988	0.0920918720667	0.684587622047	0.175191945886	0.0149230498206
i	0.0155390530727	0.0183454206996	0.0749624680222	0.651877084016	0.228525278629	0.0107506964735
n	0.0159921232509	0.0178861754665	0.0359793586741	0.630185294672	0.26343486621	0.0365221906912
a	0.0162193223103	0.0136764267222	0.0198110082247	0.555817654891	0.350206608737	0.0442689833304
d	0.0163338163034	0.0124923307074	0.0151987854082	0.385129508297	0.550046202912	0.0207993468768
d	0.0060254922678	0.00538500530247	0.0215070278027	0.519094936099	0.432637329304	0.0153501726256
o	0.0154801610559	0.0337877880342	0.0665056426009	0.665420335366	0.198367224768	0.0204388085419
m	0.0183398582186	0.0432430571447	0.0923799842003	0.503724668455	0.320818294923	0.0214941171806
à	0.00783419713953	0.0161908244149	0.0538653644001	0.273394449152	0.637275944974	0.0114391940602
d	0.00496005757984	0.00700127670497	0.0218983961334	0.151424809384	0.777959394991	0.0367560800201
a	0.0571508835266	0.074536413235	0.0253502120445	0.134949228128	0.650154174997	0.05785913134
</S>	0.110587691763	0.144770256618	0.0352976335223	0.115226651564	0.544152052498	0.04996573567
