 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.965844	0.023927744	0.00289747425	5.95869735e-05	0.00027082479	0.000662245525	0.00036958525	0.00065648144	0.00531200172
a	0.857131966667	0.123407071333	0.00832803541667	0.0008742455355	0.00110112406333	0.00142621679167	0.00123850077	0.00113234744667	0.00536043274
m	0.510848726556	0.454382190444	0.0215953781389	0.00147661204517	0.00194544808778	0.00247869809722	0.00181167915667	0.00142796184889	0.00403325888
à	0.186867659185	0.769713873481	0.0312649093796	0.00103568231506	0.00193707462926	0.00362073353241	0.00128301035222	0.00103450974963	0.00324252478133
t	0.0881083010617	0.841215924494	0.0425562474599	0.0108560047717	0.00705358207642	0.00362179404414	0.00184229385074	0.00110547854988	0.00364035311511
i	0.0557461170206	0.763310074831	0.116364270153	0.0155649847239	0.0117829713588	0.0265135598814	0.00441796441691	0.00178105501663	0.0045189668717
è	0.0281734366735	0.489492534944	0.392805643384	0.0250092440413	0.00971347078627	0.0365478352938	0.00534975240564	0.00740347833888	0.00550456595723
n	0.0116575798245	0.242395608315	0.629885347795	0.0658303270138	0.0146412139288	0.0171868669646	0.00421676850188	0.00880226397963	0.00538403529574
a	0.0138290202082	0.159508726105	0.614833649265	0.0752229610046	0.0330035466429	0.0818129621882	0.0127737486006	0.00494696252654	0.00406846427525
p	0.0151358440694	0.0851419377017	0.614706106422	0.0587272656682	0.087703060881	0.110361983729	0.0205371138669	0.00382948544218	0.00385722602508
r	0.00768795145647	0.0364623554672	0.473299508807	0.283622165223	0.131567293627	0.047093505243	0.0152795049556	0.00285830248073	0.00212939854169
à	0.00465340548549	0.0143318555224	0.221531672936	0.421377868408	0.277492387876	0.045222736081	0.0117337494852	0.00260800532691	0.00104825667723
m	0.00241781185183	0.00583744874747	0.121337605979	0.434683002803	0.360564689292	0.0464057053603	0.0107656529951	0.016458035209	0.00153000752241
a	0.00227402507394	0.00420147568916	0.0691914346597	0.365996317601	0.364459779764	0.130436121787	0.037187199665	0.022869805503	0.0033838374408
n	0.00250865715798	0.00388146846305	0.0345215302199	0.140167736534	0.554061516588	0.198535547262	0.052847678555	0.010289433901	0.00318647218027
a	0.00361593185266	0.00473521305435	0.02303865774	0.0580074107447	0.612378472196	0.232460012421	0.0525294295183	0.006365856267	0.00686904609342
s	0.00424373498422	0.00509247248478	0.01674904928	0.0228666876816	0.585473457399	0.29785100414	0.0542425905061	0.005194577989	0.00828642146447
t	0.00292810962807	0.00244241366159	0.00818787132667	0.0187735627605	0.6821862058	0.237595114713	0.037750032502	0.006441052563	0.00369564622149
u	0.00247861807602	0.0020866644872	0.00616858697556	0.0177040939202	0.513660131933	0.411604734904	0.0353631605007	0.00854023035433	0.00239375367383
d	0.00175689215867	0.00175682554907	0.00414185159185	0.0088788479734	0.368144987311	0.543404591635	0.0577089168336	0.0107340559514	0.00347300152461
i	0.00866823058622	0.00443965266969	0.0111088757973	0.00655510189113	0.35923062577	0.414143610545	0.156608584278	0.0295359803171	0.0097093435082
è	0.0108009211287	0.00537651315656	0.0137312655991	0.00428395940371	0.181848022757	0.521354203515	0.219363991426	0.0322413740057	0.0109997379361
t	0.00386607517623	0.00206371460885	0.00550762806637	0.00225346084124	0.0829370300857	0.536877447838	0.264558627142	0.0947912505686	0.0071447520787
s	0.00154721755874	0.00085876255295	0.00276052488879	0.0135891874471	0.0933045083619	0.306945109279	0.283440419047	0.275740743523	0.0218135480262
i	0.00104690888625	0.00142205267765	0.0039144738296	0.022738452149	0.081771577454	0.29174382976	0.282211016349	0.288728131174	0.0264235783421
è	0.00197141802875	0.00284960919255	0.0100158258099	0.0144504241497	0.0383741971513	0.336656243253	0.43754140545	0.142180465391	0.0159604177807
n	0.00194922728958	0.00231802686752	0.00978379963663	0.00572167058323	0.0203791393838	0.228897197751	0.531452028483	0.185959053464	0.0135398595936
a	0.00406495204319	0.00734082655917	0.0117406672455	0.0138522189611	0.0249193584613	0.212011962584	0.487124402828	0.223263894488	0.0156816931979
p	0.0058336483144	0.00933293718639	0.0130220036818	0.0209839466537	0.0332161178204	0.188648152528	0.397636517609	0.310394091496	0.0209325643993
r	0.00313313987147	0.00354174051546	0.0054595736606	0.0128121194179	0.0203372024735	0.0854705215093	0.26519352587	0.585702540499	0.0183496567998
à	0.00117655864549	0.00135618397182	0.00244937576687	0.00682530400597	0.0083198845245	0.0381392135031	0.23634460529	0.6923850135	0.0130038872666
m	0.000426456214263	0.00054059808484	0.00104994228262	0.00360871975199	0.00326910379483	0.0187443965844	0.19107749843	0.772455971167	0.00882734408887
a	0.00682070684885	0.0110307961092	0.0103756037412	0.031657434334	0.0168226817183	0.0330346369448	0.149767306143	0.733086833722	0.00740405669629
</S>	0.0134257059244	0.0217896730546	0.0202224198706	0.061410242167	0.0319578838592	0.0566069884724	0.193422358071	0.592750881861	0.00841391984814
