 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.988858625	0.00758450525	0.00092185355	0.001264436015	0.000398859585	0.000971624625
s	0.939545318333	0.0500104499167	0.00348873311667	0.005026521105	0.001215316485	0.000713570958333
o	0.638125452778	0.308387216639	0.0265497437056	0.0235275867017	0.00254508806167	0.000864878632778
s	0.261530215259	0.559557605546	0.117593391235	0.0352235342339	0.0245213920206	0.00157389909093
e	0.135592932753	0.549615001849	0.232354120412	0.0469837857446	0.0318553302402	0.00359886669698
è	0.094094776251	0.349774590616	0.466441930137	0.0598007259149	0.0184905423134	0.0113974521323
m	0.0369680450837	0.136082058539	0.714271910046	0.0441584589716	0.0499142421045	0.0186053033774
b	0.0138781746279	0.068541442513	0.794137036682	0.0273692413239	0.0779262393682	0.0181478877925
i	0.0150786121426	0.0549725788377	0.695268118894	0.136718235775	0.0849029997894	0.0130594710975
à	0.0337644017142	0.0450724719459	0.399126868965	0.382778955258	0.122443373263	0.0168139368658
t	0.0308354458714	0.0270927026486	0.177485568988	0.624149885086	0.123566311088	0.0168701212219
t	0.0129967159238	0.0240806245495	0.109272526329	0.534650615029	0.202848213696	0.116151354341
i	0.0110232288079	0.0296621401832	0.067314113443	0.418004238343	0.321817787899	0.15217852678
f	0.00806259646597	0.0182998375944	0.032527057781	0.461134452781	0.420588712633	0.0593873709267
i	0.0254676731853	0.0417598807315	0.026918951227	0.419244950927	0.453980870878	0.0326276603089
n	0.0312514754351	0.0494800695105	0.0241877145757	0.301967554976	0.566384723626	0.0267284414363
è	0.0147791128517	0.0280108384368	0.0118797960252	0.176082492992	0.751572041209	0.0176757199454
s	0.0093938554339	0.0204570150123	0.00775906738507	0.126855446664	0.82608834707	0.00944626044847
t	0.00470898372797	0.0116139428708	0.00474216350502	0.0739322425547	0.86414643569	0.0408562341495
r	0.00308873889932	0.00885264285693	0.00367815404501	0.0405303965182	0.81086048523	0.13298961305
a	0.00970868518977	0.00858995985231	0.0107631578917	0.0351066198394	0.802768215077	0.133063385017
</S>	0.0176593705949	0.0119739159262	0.0193162434458	0.0466901499197	0.831734907538	0.0726254135085
