 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.4895730525	0.451192745	0.0103247032	0.0035315003	0.00169165661	0.000697755165	0.0008362097	0.00106440352	0.0054892656	0.0244000855	0.011198607
p	0.183321446867	0.754338061667	0.0117846803333	0.0035235	0.00168065161333	0.000585427511667	0.00072258358	0.000996291068	0.00548889554	0.0250080963333	0.0125503508
e	0.062978707489	0.895093020556	0.0142695973778	0.00195818446667	0.00166608061444	0.000542355627222	0.00160954477333	0.000456869090667	0.00285864105333	0.00943699027777	0.0091299899
t	0.0225602040363	0.932972423519	0.0244597927926	0.00210215588889	0.00163664571815	0.000538598632407	0.00192169847778	0.000276706376889	0.00198096075111	0.00444167795926	0.00710908923333
à	0.0080139629521	0.95010205784	0.0318668072642	0.00188662862963	0.00062791010605	0.000234464821469	0.000782277495927	0.00012176638163	0.000828872527037	0.00253952830309	0.00299568450978
c	0.00410806171737	0.859769062613	0.126965967755	0.00502266354321	0.000327998542017	0.000158607117823	0.000793820181976	5.19418858767e-05	0.000339071922346	0.00132306425103	0.00113976051859
i	0.00572254340579	0.589524174204	0.366859765918	0.0321373468477	0.000317514350672	0.00103370279594	0.00183629392733	0.000288912104626	0.000537292410782	0.00108713681701	0.000655346756197
a	0.0125755408019	0.311495321401	0.530804405306	0.0738317122826	0.0352571427002	0.00492786639865	0.00370266734244	0.000917207768209	0.00487708657026	0.004153738639	0.0174573144854
k	0.0124498232673	0.1578938558	0.575237315102	0.143113120761	0.0523556369001	0.00647348936622	0.00662342421415	0.00109284102274	0.00652274222342	0.014273092213	0.0239646442951
è	0.0112602450891	0.0829169616	0.600258151701	0.23135537692	0.0267482189667	0.00820052735541	0.00906792640472	0.00102477214091	0.00425836520781	0.014866777671	0.0100426722317
c	0.010353002863	0.0413653822	0.571449637234	0.320839128973	0.0165572541556	0.0149670701185	0.00769291430157	0.000912271380303	0.0032156428026	0.008238913157	0.00440881577723
c	0.004447047121	0.0171426200667	0.414791575745	0.338658429658	0.134519738552	0.0472695143728	0.0172274932672	0.00336690342677	0.0121392285675	0.00866263505233	0.00177483422574
i	0.00575288637367	0.00946607902223	0.204772675915	0.270601693219	0.172565898851	0.261334521458	0.0317150577557	0.00905999964226	0.0227020568558	0.0111381190174	0.00089100582858
a	0.0193721067912	0.0185379056741	0.106182989305	0.16942585774	0.0768010589503	0.445701420486	0.0295269395852	0.0160230828808	0.0463468922853	0.0171448303391	0.0549369250962
f	0.0249647092637	0.022252211558	0.0724729671017	0.0755995609133	0.10701512965	0.396098520162	0.0925565191951	0.0167501586269	0.0504162904284	0.0656793187797	0.0761946353654
o	0.0171080110879	0.020573741186	0.0766863397006	0.0479552853044	0.10136828075	0.454968260054	0.112555638732	0.020827724209	0.0259967678095	0.0777365432599	0.0442234344551
r	0.010272839396	0.0167412950953	0.0653539943002	0.0323336613015	0.04097920045	0.445118256685	0.250463071911	0.0358682340697	0.0158580946032	0.0531690380866	0.0338423491517
