 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.51948116	0.2085178835	0.01884234008	0.010132149735	0.002460925765	0.0731347752	0.16743083011
g	0.195773807167	0.5253811745	0.01909726206	0.0103391232117	0.00257682253833	0.0748608557333	0.171970983703
e	0.0693098195557	0.756642308167	0.0124728993867	0.0384951737039	0.00675184362944	0.0328633875778	0.083464584901
n	0.0266696003186	0.840841886056	0.00998873684557	0.0476526485313	0.00801711810648	0.0170700095093	0.0497599512337
i	0.0146926395729	0.921690228685	0.00540327616519	0.0218270181404	0.00474960859883	0.0071947072531	0.0244424623446
t	0.0107968440243	0.945975422895	0.0045032256884	0.0132673799535	0.00367988646161	0.0052908223177	0.0164863957149
ò	0.0068139345081	0.966315807632	0.00861990002947	0.0059892012245	0.00153737020587	0.00382200033923	0.00690175287163
r	0.00706421733603	0.833823402544	0.0745162433432	0.0156738924082	0.00683346719196	0.0262569118797	0.0358318059905
u	0.0504830402787	0.513246074181	0.114544024448	0.0394215368027	0.0242272557307	0.179060140627	0.0790178953302
e	0.0735455110929	0.23530547006	0.065224858316	0.161607256934	0.0549741915769	0.217992754209	0.191349958443
n	0.0522977713643	0.245490898687	0.026165214472	0.215815108978	0.063898009859	0.15121717207	0.245115806148
è	0.0435987581214	0.255959006229	0.0320369163573	0.187419452993	0.0765367176197	0.22615775069	0.178291355383
n	0.0235187568071	0.11299041031	0.0342540404524	0.181554824331	0.14018758254	0.35952750023	0.147966855128
u	0.023400225369	0.05431869267	0.0502357818175	0.104138590444	0.145505930847	0.449144036743	0.173256745043
s	0.023851124123	0.0363311242233	0.0546943580058	0.0411128938147	0.163116016949	0.513693282248	0.167201191681
s	0.009082653841	0.0159511839411	0.0517516587353	0.0188946019382	0.15792451065	0.654620094083	0.091775281227
c	0.00353681647367	0.00678546958037	0.0511391323784	0.0204315639794	0.276004275217	0.575639024694	0.0664637210757
e	0.00508081721789	0.00927352059346	0.0684965582595	0.0209500723265	0.306351185072	0.534012641565	0.0558351993586
r	0.0054856699003	0.00967566298449	0.0728609782665	0.0105456081755	0.136135443357	0.709355027188	0.0559415987862
r	0.00187590980777	0.00334092791483	0.0262212279355	0.00576322312517	0.088497882119	0.782482632396	0.0918181962621
è	0.000699199825923	0.00151782047161	0.0174201933118	0.00569812404172	0.0452025605063	0.855804364132	0.073657738354
t	0.000274010000441	0.000862400629203	0.0128518187206	0.00428578641391	0.0336626486354	0.912633841377	0.035429473718
s	0.000115127751947	0.000368061208401	0.0112826418569	0.0094818138713	0.0495140475451	0.862069400459	0.0671688925727
u	0.00106875982065	0.00298021729613	0.126402262952	0.0316161642904	0.050843806515	0.710101353486	0.0769874315242
m	0.00137515198822	0.00378315947938	0.158665844751	0.0333037330968	0.0444926338383	0.699963901162	0.0584155511747
e	0.00599214604407	0.0285898768738	0.088579932017	0.0167401828656	0.0316305701461	0.784293917054	0.0441733495582
m	0.00760744067136	0.0369042086713	0.068358170339	0.0185984301219	0.0469985499154	0.771948472351	0.0495847070194
à	0.00436354588045	0.0541352072704	0.051874173113	0.0263224667073	0.0528851186385	0.753261490784	0.0571579870065
i	0.0117937976268	0.0779297680901	0.156277074371	0.0301964465691	0.0322300628795	0.611793083595	0.0797797490022
</S>	0.0187963588134	0.066119437545	0.248787137185	0.0307590632845	0.0339214614398	0.480712971797	0.120903524501
