 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.9667187	0.02938817425	0.00080221665	0.00033948337	0.0001833511585	0.000195578785	0.000593561435	0.000239672955	0.00069292052	0.000338286723	0.00050806300925
r	0.927798333333	0.0628821034167	0.00322028008333	0.00131394893667	0.0001254303385	0.000147802965	0.00216652667833	0.000232411101667	0.00172805862	0.000137189143	0.00024792519925
t	0.613808599444	0.0954023464722	0.0465993943611	0.0254131213789	0.0225410809495	0.0148153405583	0.0206529615594	0.0118963507872	0.134578953207	0.0131886179677	0.00110323608975
e	0.224734366148	0.357123662157	0.0788584634537	0.0381504644596	0.0303602760832	0.0200417373861	0.0326232421865	0.0165120354291	0.182370688402	0.0178764650559	0.00134859281825
n	0.152346056716	0.622667030719	0.0819763131512	0.0225989311532	0.0106300004411	0.0071605994287	0.0207203757288	0.0064707656997	0.068382062134	0.0063703532953	0.000677488544417
a	0.124399100825	0.70218240024	0.0942089743837	0.0201718473844	0.00403664716037	0.0028904968429	0.0178576349096	0.00291403502323	0.028492238378	0.00234346938177	0.000503123711472
i	0.046000695695	0.689919266747	0.178297684795	0.0283293804615	0.00536196308679	0.00418029388097	0.0194159813032	0.00363007940774	0.019049341126	0.00282506453392	0.00299022361716
v	0.021631880065	0.558225002249	0.343380094932	0.0292321621538	0.00605577926226	0.00452812172699	0.0130609391011	0.00345642959258	0.013463767742	0.00303925209464	0.00392653830572
ò	0.00967516188833	0.452655547416	0.463966731644	0.0443204193846	0.00345781828742	0.00248887007566	0.0114323387004	0.00199033035419	0.006317253514	0.00211445951488	0.00158101900524
s	0.00367629799278	0.303990392472	0.521782943881	0.137865959795	0.00405724249581	0.00275687322522	0.0122369025668	0.00195965781806	0.00843490207133	0.00191256625163	0.00132622113841
t	0.00129711919093	0.142158481691	0.49922510796	0.191101373265	0.0631919039319	0.0304299675417	0.0129392975223	0.0114452679394	0.0193697113571	0.0216754412639	0.00716629437947
e	0.000493063531643	0.0511390617637	0.341732325987	0.389511277755	0.0819415787106	0.0393474966139	0.0179653791741	0.0147192819798	0.0263429314524	0.0283564769213	0.00845109752649
s	0.000664391615214	0.0200468383546	0.239840611996	0.597400025918	0.0606002703035	0.024924108638	0.0177018002247	0.00642196905993	0.0189298172508	0.0102377202738	0.00323241520883
t	0.000719877191738	0.00989444638487	0.212323090665	0.523078981973	0.136210430101	0.055743570546	0.0239461475749	0.00773641041998	0.0212818801836	0.0069166002246	0.00214852990294
u	0.000298242101913	0.00527580506162	0.117618155555	0.621351790658	0.130962542567	0.056933840282	0.026735288525	0.00817495317333	0.0253428973945	0.00581514294153	0.00149128870765
d	0.000433742698638	0.00251724668721	0.0508097178517	0.715571766886	0.127003350056	0.058894568194	0.0203539968417	0.00547051199111	0.0148723184315	0.00276105648051	0.00131167077588
i	0.00107220187955	0.00870477679574	0.0368099666172	0.621941935629	0.156608971685	0.105156382731	0.0293804146139	0.00926647123037	0.0125802687772	0.00617661046017	0.0123019839253
è	0.00131642235985	0.0107481575452	0.0252980655724	0.67982494521	0.094030248895	0.101252117577	0.0366286282046	0.0159880364101	0.0120540179257	0.00740677788672	0.0154525623951
o	0.00211487148662	0.00525929029507	0.0128964068908	0.731141181737	0.051817666965	0.087295915859	0.0429273427349	0.0317228441367	0.00891227330857	0.00510341912891	0.0208087672184
n	0.00210241408221	0.00325138491502	0.00851805323027	0.648008247246	0.0670263329883	0.142561025286	0.0447190029116	0.0460785817122	0.0109055637695	0.00435477374297	0.0224746086995
a	0.00140433308074	0.00532925728834	0.0174891483434	0.490685602415	0.0655176243294	0.138560903429	0.152484442971	0.0532804382374	0.0497557769232	0.00865120951432	0.0168412595265
n	0.00120087569358	0.00605214377945	0.0206098792145	0.298627987472	0.0948577847765	0.166571729476	0.235574224324	0.0832195094125	0.0677682449744	0.0100074177714	0.0155102188422
a	0.00149153609786	0.00888144394315	0.0175143125048	0.157724800824	0.101937387926	0.168913987492	0.373768274775	0.104543626471	0.0462775859915	0.00891081185713	0.0100362372807
m	0.00151274614862	0.0100132742944	0.0163808075016	0.0742779912747	0.0857896523087	0.129748066831	0.454861708258	0.170332008824	0.0358522303305	0.012624476619	0.00860702816023
