 	la	casa	la	costruisce	il	mastro	</S>
o	0.75120392	0.085228883	0.0020263735	0.0063008985	0.00523373757	0.07291778033	0.0770884651
s	0.444288964333	0.375609624333	0.00340461506667	0.0159146948333	0.00530785278	0.0761521297767	0.0793221523667
p	0.185912220111	0.684248188111	0.0207782584556	0.0208793137778	0.00716747151667	0.0503347595922	0.0306797931222
ì	0.0911451097037	0.802675956037	0.0349266708185	0.0117565517426	0.00852893993889	0.0390099718641	0.0119567748907
t	0.0433968595679	0.844729482012	0.0600212226062	0.00484802699753	0.00858448741296	0.027494300288	0.0109255938136
i	0.0546833195226	0.648212377337	0.175090074202	0.00394529183251	0.044560142471	0.0530004264293	0.0205083612712
o	0.0670617051742	0.338841787446	0.338131948067	0.0845204660108	0.0624802078237	0.0617752474764	0.0471886304237
f	0.0368500589581	0.139550268815	0.512443182689	0.195206312004	0.0318625026746	0.0370686689588	0.0470189851412
a	0.0423756285527	0.0742791942717	0.62515469423	0.157474887668	0.0258978836249	0.0266575701196	0.0481600983804
b	0.0431452137176	0.0477052907572	0.49191953141	0.318249562889	0.0241320862416	0.0254458413732	0.0494024261268
b	0.0165889043059	0.0195237322524	0.500160243803	0.398841220963	0.0196216261139	0.0229845891244	0.0222796447089
r	0.00829387420197	0.0103968554175	0.580013767934	0.245449853654	0.0538381407046	0.0551615443748	0.046845905903
i	0.014271688634	0.0182371628058	0.410589909311	0.169152125551	0.158016915568	0.124271101458	0.105461051968
k	0.015916542878	0.0207588809353	0.236687718437	0.34792315285	0.161694243523	0.125129926153	0.0918894629893
è	0.0114380292927	0.0172274879784	0.202898708146	0.41698498195	0.227849032841	0.0852188477177	0.0383828393298
i	0.0461979764309	0.128513325993	0.259851206049	0.226168618317	0.250437016614	0.0623277595726	0.0265040434433
o	0.061509589477	0.163644386331	0.184128805683	0.155572498772	0.195117477871	0.139521360191	0.100505832148
m	0.056444407159	0.102887229777	0.111914945561	0.107829882257	0.211164822624	0.263995123397	0.145763587383
à	0.0805976957197	0.180205269926	0.180851751854	0.096363642419	0.131192008541	0.234594131132	0.0961954907943
s	0.0622995877399	0.165684082575	0.160114490951	0.048952880273	0.0995451655137	0.392799050377	0.0706047235981
c	0.02167558638	0.0572172236583	0.0613025806503	0.0186636067243	0.167944496838	0.554747963459	0.118448552866
i	0.0116694844267	0.0316664637528	0.0801534502168	0.0112205744081	0.290602515613	0.440392501153	0.134295042622
a	0.0355915824756	0.0711563569176	0.159489450072	0.0820656514694	0.259349143538	0.302859043718	0.0894887992073
</S>	0.0593702612378	0.108930468459	0.196401975036	0.153011550735	0.170872829269	0.229052136859	0.0823607846037
