 	può	che	sono	ancora	svegli	</S>
i	0.69804515	0.1100812	0.0079772275	0.01291523915	0.1161056608	0.0548754825
s	0.380783784667	0.406835806667	0.0188811341667	0.01496375205	0.120400379933	0.0581350928333
ò	0.140075966556	0.749304835556	0.0277253387222	0.01137347335	0.047204971811	0.0243153848111
z	0.0588029481853	0.877104711852	0.0273590379074	0.00866869155	0.0180160923037	0.0100485098037
i	0.0275783345618	0.860723670617	0.0756880683025	0.02573570295	0.0061377997479	0.0041364407179
k	0.0154270013539	0.750545423539	0.193020856101	0.03178165365	0.00592681069597	0.00329824302263
a	0.0127601407846	0.50776609118	0.393720092034	0.0757801738833	0.00605615406532	0.00391726134088
ì	0.0108229095949	0.22390440106	0.620188077345	0.133165827961	0.00536499152177	0.00655372878029
n	0.0060310995983	0.0891569723533	0.777089392448	0.110806322654	0.00613643824059	0.0107797702601
e	0.0086126722661	0.0441143744511	0.636823747483	0.292862437551	0.00362980071353	0.0139569590867
a	0.012593345422	0.026384145917	0.295461252494	0.361888279184	0.275467708138	0.0282052423622
n	0.0112301271407	0.013515649739	0.107622371665	0.173210221395	0.664092836046	0.0303287681207
k	0.0354896233802	0.063926688913	0.192935391388	0.162003608798	0.530265197349	0.0153794871736
ò	0.0404389592934	0.0792374221377	0.222352991796	0.455233109599	0.194371381116	0.0083661459912
r	0.0142233492645	0.0274121402126	0.0851936615987	0.643637269866	0.221002040372	0.0085315211304
a	0.0144029474215	0.0178361977375	0.0866135968662	0.640942789955	0.223991993891	0.0162124300435
a	0.0548199971405	0.0376141599125	0.121570982289	0.523665436652	0.198564148397	0.0637652190145
t	0.0788627030468	0.0454058899708	0.0865759500963	0.246175603217	0.460511536132	0.0824683063382
s	0.0632251350156	0.0491738433236	0.0903147760321	0.314527565406	0.432532387711	0.0502263071127
ù	0.0448036203385	0.0478414897745	0.139296978677	0.506103315135	0.170482116237	0.0914724807042
n	0.0224195341128	0.0232819675582	0.101159958659	0.362269152378	0.348662316746	0.142207106901
n	0.0109036653709	0.00924596385273	0.0399890304863	0.154142578126	0.410944272249	0.374774548967
i	0.0253884571236	0.0223440169842	0.105893215329	0.239147459375	0.187927149416	0.419299735656
t	0.0281094358745	0.0257384574414	0.12348019441	0.244168562092	0.179104595139	0.399398764552
i	0.0405815054582	0.0566353242605	0.164855047437	0.200318656331	0.151077121046	0.386532319851
</S>	0.0662894027291	0.10019539713	0.267704093719	0.277930028165	0.081679714523	0.206201307425
