 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.4150085925	0.56549194	0.00831722455	0.00094008247	0.00096171618	0.0010193623	0.00277682615	0.00548419165
m	0.148166728333	0.805770846667	0.0143709038833	0.000901751636667	0.00101406518	0.00401523233333	0.00247996668333	0.0232804802167
à	0.055171994711	0.890798562222	0.0186558266278	0.000927982012222	0.00108027379333	0.00531157197778	0.00174980044111	0.0263039939056
n	0.0224950856703	0.954190767407	0.0097237560426	0.000541293337407	0.000772234077777	0.00257880233593	0.000664655577037	0.0090333981852
a	0.0122993342234	0.960166642469	0.0181525738475	0.00119895887914	0.00185654373926	0.00273696092198	0.000346906629012	0.00324207725173
m	0.0334828224078	0.773786694156	0.165258540283	0.010140978293	0.00563525847975	0.00696163097399	0.000893277363004	0.00384078222391
u	0.0432949561359	0.495554464719	0.404293623428	0.0162837787643	0.0103109581599	0.016124931658	0.002282679121	0.0118545887413
i	0.019934539712	0.269113320573	0.662221251143	0.0103289405881	0.00851117202997	0.0151066497193	0.002110814329	0.0126732904138
p	0.0149191262373	0.112095060191	0.831478350381	0.0202358478627	0.00728063398666	0.00735613200643	0.00134647209833	0.0052883865246
u	0.0164256650791	0.0574102620637	0.86488308346	0.0252601006209	0.00797548499555	0.00746542326881	0.00217190326611	0.0184081377282
l	0.0094680362097	0.0244224069546	0.899239094487	0.0285887905403	0.00774978399852	0.0055375927896	0.00210114762204	0.0228932244761
ì	0.00362862115323	0.0100676632515	0.916639231496	0.0425926625134	0.0153039836662	0.00248296219653	0.00104093938401	0.0082439771587
z	0.00220065325108	0.00499744013717	0.861251960499	0.0734363541711	0.0276996782221	0.0105317186322	0.00850864930467	0.0113735711529
z	0.00241397078369	0.00208598703239	0.654082370166	0.16828857139	0.059753877074	0.0484491055441	0.0491032241016	0.015822948051
e	0.0022985326279	0.0035079687108	0.384867940055	0.29492545713	0.180837662358	0.0671283695147	0.0569887521672	0.009445370917
t	0.00310590817597	0.00407634333693	0.209632193352	0.438057572377	0.264284574119	0.0456013531716	0.0301884788557	0.005053614339
o	0.00805024872532	0.00506598777898	0.115873898451	0.506621270792	0.268689851373	0.0588860267239	0.0272454569519	0.00956728824633
s	0.00900567784177	0.00524824011299	0.0563250554837	0.465590396931	0.365575843791	0.063440283908	0.0233328926506	0.0114816155488
p	0.00613077988059	0.00228318535766	0.0263727144946	0.42156149231	0.482195781264	0.037888517636	0.0173250245502	0.00624252071627
ì	0.00409337740686	0.00119637491922	0.0145185494982	0.31189141077	0.570435170421	0.080919497212	0.0140927050167	0.00285293881542
t	0.00153908201562	0.000515309796407	0.0079462124994	0.222436836923	0.597075086807	0.121877805737	0.0462502531722	0.00235938711514
i	0.00309604210521	0.00392570675547	0.00732294383313	0.172987098974	0.475933358936	0.241953361912	0.0864994390574	0.00828203070505
k	0.0105130723684	0.00522207636182	0.00645289221104	0.0977087353247	0.381036416312	0.351094977304	0.135130856352	0.0128409859017
à	0.0106513837428	0.00229554526394	0.00288516221701	0.0542457447749	0.291748700104	0.491348239101	0.138372163451	0.0084530737139
i	0.0196567622009	0.00389474678798	0.042831235619	0.0523170355916	0.213246338035	0.500578703034	0.15238873915	0.0150864436513
m	0.027228203067	0.00424276829599	0.0571956607063	0.0498215259639	0.167502630012	0.296044257678	0.375777646383	0.0221872882171
è	0.0144834306223	0.00246681079866	0.0220385139688	0.023452610088	0.0891539773373	0.322959275893	0.511632735461	0.0138125931724
r	0.00555788283077	0.00169853935389	0.00900282164293	0.0127552883293	0.0474709454458	0.303537388631	0.612906098487	0.00707099842413
i	0.00563149063359	0.011467672539	0.0120611466343	0.0247520470764	0.0545896548153	0.242239102877	0.641885789496	0.00737310340804
</S>	0.00841509181679	0.0220671212695	0.0195487493171	0.0426666085382	0.0825404774076	0.281845651439	0.533530729748	0.00938558520402
