 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.976507215	0.0160862705	0.00042632105	0.00213015354	0.000443207585	0.001533762375	0.00072250145	0.0021505575
v	0.942625248333	0.0468374385	0.000536722383333	0.00293560918	0.000367857385	0.00142124884167	0.00124543038333	0.00403042456667
ò	0.845519649444	0.143438042833	0.00104237076111	0.00218192762667	0.000643396828333	0.00216351661389	0.00120616620444	0.00380491755556
s	0.544970436481	0.442893447611	0.00335047372037	0.00159505137556	0.00170970194278	0.0027722253713	0.000912968344813	0.00179568815185
t	0.208897174827	0.517252539204	0.209166322707	0.0192950337252	0.0211164308809	0.00988443329043	0.0116080051816	0.00278005685062
i	0.077677234609	0.392506703068	0.287246984236	0.0255487907084	0.0542612789603	0.141181914763	0.0181862573939	0.00339081915021
z	0.0345616665363	0.339133714356	0.254058204745	0.118595928369	0.0534132796534	0.179298662921	0.0184081121313	0.00253042771674
o	0.0205429508454	0.214226454785	0.241920919582	0.154489958123	0.0667574792178	0.277920332307	0.0175195413771	0.00662238037225
ì	0.0185020579485	0.128069924928	0.100959751527	0.113414961374	0.195538691073	0.419986887436	0.0137665141257	0.00976121665742
m	0.0104844722128	0.0551368899427	0.0900988241757	0.308365607125	0.239662947024	0.259545639145	0.0288818933752	0.00782373841914
m	0.0037375176676	0.0204748836142	0.122230898059	0.371336669042	0.285449709008	0.117100706382	0.0737961384584	0.00587349647305
u	0.00211755625587	0.0135041813714	0.0880321805863	0.178125855447	0.340485949669	0.283727962127	0.0904623408195	0.00354398672435
ì	0.00272039065196	0.0136833426238	0.0315210545288	0.0598474992157	0.288870276556	0.535034640709	0.0654791826065	0.00284358827478
m	0.00226348893399	0.00883961091793	0.0127195714763	0.0371716180386	0.406390245519	0.441085626903	0.0873835018688	0.00414629489159
e	0.00144232899466	0.00638374201598	0.0069606988921	0.0294077498129	0.378526028506	0.470861188968	0.102662815956	0.0037554073972
p	0.00129235605155	0.00582992743866	0.00720782749737	0.0162845354043	0.391719869502	0.496874459656	0.0781394539853	0.00265152339907
à	0.00126516597052	0.00386744857955	0.00669235056579	0.0118639159928	0.387765151167	0.509445496552	0.0771870179951	0.00191341507636
n	0.00126976934351	0.00297192007985	0.0034742615886	0.0071054673556	0.217702935056	0.656308888851	0.107160772665	0.00400596346879
t	0.000713125854503	0.00175564967995	0.0083194601962	0.0166614002852	0.210019608352	0.52600415295	0.192620047555	0.0439065318229
a	0.000732658538168	0.00322166442665	0.0102036782321	0.0172148541951	0.140608521117	0.522334184317	0.250767739185	0.054916692441
p	0.000714433826056	0.00343716780888	0.011394605244	0.0540565938317	0.083223612039	0.471556368106	0.343580429728	0.032036794647
o	0.00540026382202	0.0183856168363	0.0131417599147	0.0667017462439	0.0955771906797	0.262708452702	0.514364276576	0.0237206805657
l	0.00689397104501	0.0231559542288	0.00777767333823	0.023677370348	0.0719263908932	0.152236994234	0.696040608859	0.0182910038719
e	0.002458269996	0.0082131875596	0.00380391717941	0.008661236796	0.0308576255311	0.086991428078	0.84243870962	0.0165756186906
m	0.001241152342	0.00407243838653	0.0320458055931	0.124268622312	0.0422679744104	0.106674519359	0.660844599873	0.0285849202969
i	0.00167212114733	0.00604437212884	0.0472211411977	0.164644933237	0.0515786278035	0.100900766786	0.595273106624	0.0326649607656
m	0.00165577300244	0.00621131884295	0.0479090630659	0.226722870212	0.0383439959345	0.0484079059287	0.597529408875	0.0332196909219
m	0.00258205105415	0.0128629127476	0.0459543073553	0.294159323404	0.0425772879782	0.0650392386429	0.499211192958	0.037613694974
è	0.00353568858472	0.0155474567825	0.0208739227851	0.149453523135	0.0314051408927	0.0718526042143	0.683635630986	0.023695991658
n	0.00217274389491	0.00629622021417	0.0085684949417	0.054070245845	0.0119799835309	0.0404664147381	0.825755226995	0.0506906125527
a	0.0106638554316	0.0369142214914	0.0204079606606	0.045689421415	0.018300061177	0.102711973579	0.704996768998	0.0603157268509
</S>	0.0198887837158	0.0702893582457	0.0362845738303	0.0619302857075	0.0294846915885	0.169049086789	0.572181124499	0.0408921124255
