 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.95876073	0.0034350372	0.01338527	0.0076064192	0.00195297455	0.004858332	0.01000125365
a	0.965866146667	0.00473911063333	0.007244841	0.004999743	0.00387160528333	0.00346456543333	0.00981405646667
n	0.870380698889	0.0480773528778	0.0455887466667	0.0193884841333	0.00667364652778	0.00374664517778	0.00614448007222
o	0.823142786296	0.0653858826259	0.0594077108889	0.0255921368444	0.00656618427593	0.00421033615926	0.0156949063574
n	0.604212594099	0.174688249209	0.155672948963	0.0291853177481	0.00893239385864	0.00629128688642	0.0210172011191
ò	0.480572710033	0.26259657307	0.193151342654	0.0351769075827	0.00924235461955	0.00647486352881	0.0127853416064
n	0.472245780011	0.41162834769	0.0797598055513	0.0214217109942	0.00634050520652	0.00254646612627	0.0060574369688
t	0.214587350004	0.658187482563	0.0418543485171	0.0106013119314	0.0356609110688	0.0306186054254	0.00849001085627
a	0.0817454563347	0.754051640854	0.054500607839	0.0074364504438	0.0534596920229	0.0400985761085	0.00870759969542
t	0.0348705217782	0.660003446951	0.231209962613	0.0220855338146	0.032675648341	0.0155805702362	0.00357431044181
e	0.0395345305927	0.43314730565	0.416855700871	0.0386079979382	0.044052895447	0.0104207706454	0.0173807902806
s	0.0396228433976	0.238102381883	0.603087446957	0.0436228536461	0.045972216649	0.0075789980818	0.0220132564935
m	0.0559391443325	0.244148483961	0.600891015652	0.0508355332154	0.0302355647163	0.00938409089393	0.00856617459783
à	0.0622137236108	0.254877256987	0.596758205217	0.0422763044051	0.0297533272388	0.010358647698	0.00376257914928
n	0.0228005474703	0.143559331329	0.767293435072	0.0244308078017	0.0222344840796	0.0155089912993	0.00417243129976
t	0.00888986855677	0.104687358443	0.629763978357	0.0150610300339	0.0511350916932	0.130566635433	0.0598960670999
e	0.00796797981892	0.066109803481	0.435816646119	0.033327896778	0.202930973898	0.176332640478	0.0775140963666
a	0.0226057849396	0.0439634294937	0.37057011204	0.0981652422593	0.314000257966	0.084415857826	0.0662793394555
n	0.0245481483132	0.0214077195312	0.283154367347	0.32016493742	0.240029822655	0.0480070416087	0.0626879804852
o	0.0110874732711	0.0102855728771	0.174740857449	0.44067300914	0.293954857552	0.0394173078696	0.0298409511617
ò	0.00597357449037	0.0069030618257	0.0980686121497	0.37932141638	0.437703375851	0.0378126142899	0.0342173897206
k	0.00287621926846	0.0032846345919	0.0489364550499	0.325875928793	0.507519368617	0.0817872257633	0.0297201914069
a	0.00176534992782	0.00433310531397	0.0316632180166	0.245205566264	0.576994056206	0.117044433254	0.0229942436356
v	0.00356811960927	0.00533615033799	0.0250342141722	0.228787702088	0.546325028735	0.166373159085	0.0245755945452
r	0.00388455410309	0.00296260537933	0.0123030095574	0.172047166696	0.434533309578	0.351150679695	0.0231186521817
è	0.00184190534103	0.00157465418644	0.00687755895247	0.0741408468987	0.315013063193	0.580017343232	0.0205346047272
c	0.000667972650343	0.00064301851948	0.00338492148416	0.0357831069662	0.218747684398	0.723062164411	0.0177111375757
h	0.000242210372448	0.000262765061827	0.00159973242805	0.0183269669887	0.163131608133	0.751422348137	0.0650143925252
i	0.000404640683149	0.00190367661194	0.00926793034268	0.0140275463296	0.166597996044	0.697897759379	0.109900489175
</S>	0.000677612141574	0.00362554200597	0.0175518106713	0.0174552411648	0.191245208022	0.658816779689	0.110627852088
