 	le	ragazze	vogliono	guardate	</S>
t	0.9717701	0.0068935545	0.0087268582	0.00423519805	0.0083743178
a	0.957929316667	0.0117731005	0.0164712740667	0.00615830945	0.0076680376
k	0.672463545556	0.278213170167	0.0411149916889	0.00512803998333	0.0030802621
o	0.408573211852	0.460635036722	0.098919660563	0.0133277722611	0.0185442669333
r	0.283080062951	0.569270492241	0.108150056854	0.0157972754204	0.0237020414778
à	0.105156743984	0.81299486408	0.0671650222847	0.00590436324013	0.0087789630926
s	0.0459284024947	0.893646754693	0.0442325990949	0.00626632784671	0.0099259064642
i	0.0467331279982	0.766944118231	0.153389741365	0.0171167616156	0.0158162914881
a	0.0619692349994	0.436404942744	0.409308803788	0.0473615822052	0.0449555078294
t	0.0422458279998	0.189692201581	0.668893401263	0.0490548654017	0.0501137507098
è	0.0219332406666	0.0890472898603	0.844528123754	0.0244278414672	0.0200635294366
l	0.0106215784222	0.0418957756201	0.895160947918	0.0345588754891	0.0177628089122
o	0.0114389096741	0.03512780454	0.845369732639	0.0622911118297	0.0457723909707
n	0.0124600492247	0.03345276218	0.772056344213	0.13358392061	0.0484468598902
e	0.0116629130749	0.0295649737267	0.761854298071	0.157978281537	0.0389394495301
k	0.0126478538583	0.0279264755756	0.63899386269	0.282758655179	0.03767308451
a	0.0163068294528	0.0396673915252	0.46676373423	0.448458938393	0.0288030928367
n	0.0158790573509	0.0413256473751	0.29411362541	0.617675032798	0.0310066556122
o	0.013973439317	0.048970279325	0.20657510247	0.703518177599	0.0269630252041
n	0.0142218648723	0.055487790775	0.173584565823	0.722268725866	0.034437067068
i	0.0096373527241	0.039543778925	0.104748800274	0.813722775289	0.0323472921227
m	0.00850572330803	0.0320212673083	0.0790394694247	0.851321491763	0.0291120588076
m	0.0266441661693	0.0503983491028	0.0516538858082	0.842206783921	0.0290968232692
è	0.0341348650564	0.0618314670343	0.0624320106027	0.813818197974	0.0277834474231
n	0.0148897894721	0.0302435152781	0.0447786672009	0.848026015991	0.0620620168077
a	0.0233006722774	0.0597683873594	0.1502340574	0.682904238664	0.0837926639359
</S>	0.0388260626387	0.10359955868	0.2734036787	0.505047969332	0.079122744468
