 	voglio	che	Maria	che	venga	domani	</S>
i	0.964595495	0.0042665276	0.0222623755	0.0005571331	0.0004551202	0.0049758448	0.00288746935
t	0.835277101667	0.0124859131333	0.121172595167	0.000814903076667	0.00124838188	0.0244147194667	0.00458635545
è	0.779876120556	0.0294392787111	0.150560095056	0.00120154662556	0.00172256689333	0.0324389168222	0.00476150255
l	0.664545190185	0.237943421237	0.0671800650187	0.00245101780852	0.00340452583111	0.0148540546074	0.00962176758333
o	0.331836813395	0.540946773746	0.0325327839729	0.0555577496028	0.0115161048437	0.0146574408691	0.0129523281944
k	0.124196657232	0.654197057915	0.0942776336243	0.0812457165343	0.0187171842812	0.017056331623	0.0103093790648
a	0.0606708491773	0.588447125972	0.125193908541	0.131318332178	0.0331848630937	0.0297617608743	0.0314230890216
i	0.0386431103924	0.343388892824	0.36355720018	0.148378251393	0.0322377586979	0.0366516116248	0.0371431110072
M	0.0151403636641	0.130041463108	0.611915403393	0.154121187798	0.0355116422326	0.0329409348749	0.0203290100024
a	0.0323392447547	0.0718644317027	0.406436437798	0.205684739266	0.0446424180775	0.059103799625	0.179928981667
r	0.0372065643516	0.0423521489009	0.360640439266	0.188048759755	0.0318299996925	0.112064726542	0.227857386122
ì	0.0137162452172	0.0281142926336	0.379819899755	0.368379566585	0.0322081905642	0.0994302781807	0.0783314939407
a	0.0079975261724	0.0276795145445	0.233064303252	0.430152298862	0.0439346931881	0.22632812206	0.0308434899802
n	0.00573922102413	0.0181816974148	0.255896581084	0.252354572954	0.045419862396	0.40799609402	0.0144119346601
a	0.00703065354138	0.0164960390383	0.219361623695	0.180367844318	0.087176620132	0.320615270007	0.16895191722
r	0.00723580004713	0.0152872544128	0.117048327898	0.162752768106	0.144993496711	0.329908075336	0.22277426774
t	0.00276179184238	0.00662504927093	0.0771886012427	0.118975577369	0.117355672237	0.293524238445	0.383569071247
i	0.00425255190746	0.0176449414903	0.0263386900909	0.0803607004563	0.254893534079	0.158837469482	0.457672100416
à	0.00509087100249	0.0218340454968	0.0185085124303	0.0586604300521	0.292813459693	0.424394513161	0.178698163472
v	0.0022446189475	0.00859754484227	0.0172699561434	0.0224482104507	0.114885432898	0.76401491772	0.0705393311573
v	0.0009203961225	0.00329905608076	0.0077061674478	0.0104253478836	0.071087058966	0.572620619907	0.333941347052
r	0.000386496349833	0.00146157713359	0.00269391003593	0.0057458085612	0.0488548746553	0.202364577636	0.738492732351
i	0.00159105499894	0.00635766869453	0.00239870826531	0.0285680269204	0.125068236552	0.159912492879	0.676103780784
</S>	0.00296625669947	0.0118868783473	0.00343414228265	0.0539977464602	0.219866808276	0.212722461439	0.495125670392
