 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
n	0.98422998	0.00525078505	0.00041776239	0.00019142279	0.0016075001	0.00146634335	0.000662231935	0.00285899246	0.00331506235
d	0.96692317	0.01027189355	0.000787530083333	0.000445558816667	0.00228133146667	0.00264536788333	0.00262760991167	0.0108040493533	0.00321354816333
ì	0.80795774	0.157908610517	0.00331510166111	0.000717585172222	0.00392100462222	0.00425087549444	0.00350242663722	0.0171743351178	0.00125232751644
s	0.559955163333	0.326690323506	0.0123239172204	0.00292995670407	0.00460477744074	0.00523326059815	0.00357655567907	0.0830223510393	0.00166373122081
o	0.316368503444	0.534965854502	0.0191592657401	0.00451829956802	0.00743153438025	0.00482067559938	0.00547350902636	0.105249238013	0.00201317054027
n	0.118357710515	0.765489371501	0.01590999458	0.00276865217934	0.0105658981268	0.00829330369979	0.00442284924212	0.0729160970043	0.00127614721342
t	0.043217040205	0.7675667905	0.03759882086	0.0105430000498	0.00871864270893	0.0107467198999	0.00799862131404	0.112565995668	0.00104439720447
a	0.025327779735	0.757757396833	0.07649562162	0.0155821820166	0.00719712346964	0.00726679796663	0.010238865538	0.0995337778893	0.00060045403149
t	0.0170807067783	0.705392765611	0.09169901854	0.0109282946722	0.0194589320565	0.0356305236555	0.00518540617933	0.113059985296	0.00156436257383
i	0.0136645047928	0.475656708537	0.283282622847	0.0159425068907	0.0324940473522	0.0464881195518	0.00441938595978	0.119030646099	0.00902145852461
k	0.0129687248309	0.284339026179	0.396559260949	0.0257153266302	0.0601638441174	0.0940915415173	0.00434571065326	0.109511326366	0.0123052177415
i	0.0074360453103	0.165599780726	0.50910247365	0.0288183152101	0.0649481587058	0.108920046406	0.00320566485109	0.103717948789	0.00825154561383
a	0.0131305835701	0.0732077155753	0.616186097883	0.0887174604034	0.0510197002353	0.0652696713687	0.00472020591703	0.0815120329297	0.00623648567128
t	0.01430835409	0.0373591300251	0.432837705961	0.122052600134	0.119696910078	0.13149126379	0.00468597890568	0.13336118431	0.00420687879043
è	0.00825890843	0.0192223186417	0.436449368654	0.0923377867113	0.179062976693	0.13379801893	0.00447762573523	0.124025375437	0.00236765903014
r	0.00492354191	0.00948487868057	0.584496156218	0.13394654557	0.140548522231	0.05904444731	0.00476378631174	0.061313675479	0.00147843357671
a	0.00632424223667	0.00990096556019	0.505776618739	0.235785501857	0.133167100744	0.0381725274367	0.0130736410039	0.0524786948263	0.0053206765589
t	0.00720609867889	0.00985278452006	0.297018142913	0.222839200619	0.243470426915	0.110062234146	0.0168746122013	0.0863064549421	0.00637001764297
i	0.00798491715963	0.00890665717335	0.170000947638	0.148740156873	0.364954208972	0.140082142382	0.0182890842671	0.131511931647	0.00952988967099
n	0.00781534954654	0.00806587162445	0.0890135598793	0.108229542291	0.416701656324	0.218127238461	0.019909744089	0.120861035882	0.0112759202903
ì	0.00343317090885	0.00355459777482	0.0382027249598	0.0562046874303	0.543261518775	0.270498939487	0.0149318816963	0.0648962329607	0.0050162208301
c	0.00193920319295	0.00206192380161	0.0318404179866	0.0562321624768	0.643016222925	0.211821506496	0.0141067555654	0.0362998379869	0.00268198971003
h	0.00096641688765	0.000988753787203	0.0338374303289	0.0771225541589	0.637695757642	0.171833538832	0.0378176108551	0.030265948329	0.00947201000334
a	0.00160304566255	0.00240939943907	0.0230015149763	0.0597067323863	0.590597985881	0.196165032944	0.0679519069517	0.046934400443	0.0116299785678
p	0.00172333718085	0.00279690903969	0.0106053859588	0.0313067884621	0.430259048627	0.369842994315	0.0707629136506	0.0742074868143	0.00849516358927
à	0.00101336148695	0.0013051132399	0.0060314814196	0.0187175726207	0.404094169542	0.417571188105	0.0733020125502	0.0707681856048	0.00719693608642
r	0.000751657368983	0.000839656736633	0.00462919313987	0.0117007490069	0.500994689847	0.352521302702	0.0831111075167	0.0394023045349	0.00604932241881
o	0.00593892599633	0.00757515170221	0.00958463171329	0.0345674413356	0.378659826616	0.282695617567	0.101745169172	0.154050830845	0.0251824264729
n	0.00770814271544	0.00979417196407	0.0104015101044	0.0387535409119	0.180198055539	0.262679939189	0.240165389724	0.216262850282	0.0340364221576
t	0.00324466565515	0.00383797535136	0.00688350256813	0.015702379104	0.107839040513	0.240091266396	0.400918883241	0.122155743427	0.0993265340525
a	0.00469825125172	0.00610450841712	0.017080214856	0.0191917280347	0.105036445504	0.163377072132	0.34210352108	0.207970484476	0.134437751351
s	0.00470133843724	0.00639322229571	0.0176822391353	0.0188040499649	0.0822247218347	0.119210334044	0.352035433693	0.264146868159	0.134801757117
t	0.00233670539908	0.00271006388857	0.0087451828951	0.0079668437083	0.0356024146116	0.0750466246813	0.455901487898	0.16075013272	0.250940542372
i	0.00555944236636	0.00669423859619	0.0201483452984	0.0248165810028	0.0433945822039	0.0521898448938	0.341817620966	0.268750070907	0.236629285791
n	0.00594963313479	0.0074822050144	0.0212792845728	0.0290303097309	0.0410280243846	0.0340891581646	0.287120101989	0.333723350302	0.240297920264
a	0.00250360862426	0.0031132708538	0.0077803049976	0.0117790928403	0.0150190651782	0.0144340375549	0.242612713996	0.477842470101	0.224915416288
g	0.00163635365475	0.0017544203646	0.00380092323253	0.00619505863343	0.00650807922607	0.00794612705163	0.183878071332	0.6858539867	0.102426994963
l	0.00313945933158	0.00211820033487	0.00894563397751	0.00383842169781	0.00832277884202	0.0112554049172	0.195517447111	0.5887996089	0.178063081654
i	0.00482481534386	0.00354638561162	0.0132604586592	0.0173234175659	0.010643534814	0.0113257579724	0.169561689037	0.5858108863	0.183703077885
s	0.00403120761462	0.00287136402054	0.00943198121973	0.020450837672	0.00660062240467	0.0098044519908	0.134061980679	0.735829825433	0.0769177699617
ì	0.00238093197154	0.00141147503351	0.00511233247324	0.00726335485733	0.00401342400156	0.00890259239693	0.0640310622263	0.858929235144	0.0479556599872
