 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.50995826	0.359727448	0.0524028055	0.012844131065	0.0052967519	0.00570217055	0.05406839585
i	0.212931938333	0.608346182667	0.0735058705	0.0134546518217	0.0075706913	0.0272948116833	0.05689580295
k	0.075226086111	0.775111607556	0.0799047821667	0.00560377244057	0.0067031241	0.0342667452278	0.02318387455
à	0.026674748937	0.878764129185	0.0643447937222	0.00234464241352	0.00398820843333	0.0154786180759	0.00840489147333
n	0.011557920379	0.930324456395	0.0363113092407	0.00282384737117	0.00256030487778	0.0092085641253	0.00721357588111
n	0.0192331006263	0.774740672132	0.0268759520802	0.0332983227904	0.0255512112926	0.0837815744751	0.0365191399604
i	0.0434117685421	0.444699477377	0.0908806646934	0.0815379109301	0.0672124537642	0.228989521492	0.0432682278868
e	0.042166412514	0.197746308459	0.380372484898	0.07444975831	0.0648447862547	0.206381844497	0.0340384265289
A	0.0205188174047	0.081148036153	0.655220294966	0.0408985314367	0.0573538587516	0.115043018832	0.0298174408096
n	0.0088035799349	0.0318829539843	0.747056098322	0.0470815131456	0.0636441919172	0.0863604556107	0.0151711899032
n	0.00716687721163	0.0128354110281	0.551125591107	0.0680027063819	0.0812436013057	0.212884501204	0.0667412869677
a	0.00872818373721	0.00655256627603	0.221534628702	0.203087152127	0.174665517102	0.306195213735	0.0792367457892
o	0.0191555045791	0.0141810812587	0.097917514234	0.238354519709	0.326580732367	0.250882804578	0.0529278487297
s	0.0207862204264	0.0168123697529	0.059280304078	0.10690210657	0.565873254122	0.185199664859	0.0451460740432
à	0.00905234104213	0.00813189325097	0.0376276243593	0.04667077229	0.743466651374	0.13762095162	0.0174297541477
m	0.00456223690071	0.00385307967032	0.0164088499531	0.0199094748633	0.814463767125	0.132664697207	0.00813784548257
b	0.00196598262024	0.00139512338011	0.0060522911177	0.0126234949544	0.798929405708	0.154121989069	0.0249116842609
a	0.00260895764008	0.0013477258967	0.00282876313923	0.0115128736515	0.573212485236	0.378218306356	0.030270914587
p	0.00257932799336	0.00139923561223	0.00203998137974	0.0090786504505	0.403124095079	0.538863602119	0.0429151513623
o	0.0110642857778	0.00480298265074	0.00623487932658	0.00541811171683	0.375723465026	0.550313367373	0.0464429383874
r	0.0138072595359	0.00581695267691	0.00720165777553	0.00336780128561	0.249946569342	0.697870755791	0.0219890523958
n	0.00521272658863	0.0023791899523	0.00273523519184	0.00161261094187	0.137149270781	0.81164750193	0.0392635337986
ò	0.00275202792954	0.0014639434041	0.00226594483061	0.00154163171396	0.11040870026	0.836712650643	0.0448551452662
</S>	0.00202378386477	0.00110688893205	0.0026999396653	0.00166886925698	0.08888586513	0.872216375321	0.0313983016331
