 	voglio	che	Maria	viene	domani	</S>
t	0.96044785	0.00572175225	0.0118099975	0.003814451	0.0107273075	0.0074786191
è	0.963855893333	0.00779334775	0.0100584255	0.0030314983	0.0080933395	0.007167486894
l	0.950714317778	0.0252777585833	0.0073064681	0.00451836806667	0.0041082629	0.008074826492
o	0.664728649259	0.285193280528	0.00794972896667	0.0237131406889	0.00737324036667	0.0110419644973
e	0.278057354753	0.441946153509	0.187888771989	0.0474590988963	0.0293174211222	0.0153312424991
M	0.108202950918	0.445349434503	0.298751723996	0.0770720429654	0.0465131887074	0.0241107144997
a	0.0542926879727	0.387892731501	0.167093264665	0.0912235043218	0.0466946985691	0.2528031405
r	0.0350797853242	0.2764470305	0.179472078222	0.115832861441	0.0729683568564	0.3201999046
ì	0.0163362387747	0.4422930435	0.228555706074	0.134420197147	0.0687804659521	0.109614339133
a	0.0123741622582	0.392096681167	0.239613458691	0.198448419049	0.115696942317	0.0417703198777
n	0.00858914950607	0.144342055822	0.36347579623	0.279504853016	0.186128070772	0.0179600709592
a	0.00889404258869	0.061013947374	0.32344748341	0.269630447672	0.146313476924	0.190700580986
r	0.00892137299623	0.0331114137913	0.229656945803	0.314985519224	0.163078468975	0.250246246329
t	0.00339054103208	0.0138949747304	0.176126923601	0.255893808075	0.143669405158	0.407024334776
i	0.016238567244	0.0581822470435	0.065507626867	0.179895931025	0.166914153886	0.513261454925
à	0.020735418348	0.0728470188812	0.0381382996223	0.168491430342	0.469404134629	0.230383648975
v	0.00746891963933	0.0259438610937	0.0314764445408	0.131670133447	0.714845744876	0.0885948496583
v	0.00268583106978	0.00930968686457	0.0188764251803	0.103825239482	0.509297086292	0.356005695886
r	0.00098611149926	0.00355082483819	0.00676990145843	0.041297351194	0.180864545264	0.766531231962
i	0.00288096090909	0.0114002402627	0.00867467621781	0.0517349717647	0.206785366921	0.718523763987
</S>	0.00524785475454	0.0209234716313	0.0139236306089	0.0822958883823	0.319325143461	0.558284011993
