 	qualcuno	al	telefono	vuole	sapere	dell'	Anna	</S>
k	0.97215297	0.00449624055	0.0039788595	0.0032787749	0.00147834915	0.00083632355	0.00316009345	0.01061840745
a	0.97539389	0.00354961291667	0.00287305933333	0.00231042583333	0.00205125351667	0.000647820316667	0.00298300411667	0.01019090102
n	0.873760873333	0.0894333468056	0.0109987063778	0.00816050554444	0.00268764237222	0.00170858110556	0.00812543700556	0.00512487187667
è	0.831439901111	0.125425826602	0.0152510925926	0.0107967525815	0.00209437573407	0.00194307204185	0.00968500170185	0.00336396672622
n	0.891261923704	0.0838825332007	0.00899657809753	0.00579612072717	0.00186567875469	0.000937277887283	0.00549443483395	0.00176542777607
a	0.599189029901	0.3535325444	0.0209318317992	0.0140084803757	0.00336605761823	0.00256307416243	0.00489301627798	0.00151593663536
s	0.215012810967	0.671871858133	0.0483732049331	0.0224458207919	0.00332349300608	0.00438782022081	0.033387428526	0.00119753538845
t	0.0855717196557	0.774142389378	0.0508042516444	0.016388696264	0.00646305200203	0.00403726514027	0.0615773995087	0.00101517556282
o	0.0573768268852	0.748505693126	0.115757843881	0.0188807354213	0.012971056334	0.00381627228009	0.0410470491696	0.00164450665427
t	0.0402280824284	0.526353834375	0.32763764796	0.0368018098071	0.0114647406113	0.00637242476003	0.0485221957232	0.00261930251809
e	0.0262409252761	0.259108085792	0.573307032653	0.0580155149357	0.0063442000371	0.00623371208668	0.0510590783744	0.0196914885394
l	0.021481839792	0.115612747931	0.713842127551	0.0778210066452	0.0058947835457	0.00649635552889	0.0325229012581	0.0263282570131
è	0.00896032229733	0.064131960977	0.792664209184	0.0820378442151	0.00687816271523	0.00696174164296	0.0272509387527	0.0111148371377
f	0.00467428776578	0.0336706569923	0.835282389728	0.0798939100717	0.0181380445717	0.00439418968099	0.0184584635842	0.00548806001257
o	0.00264804558859	0.0259529879974	0.749295773243	0.110589706691	0.0484503201906	0.031432844227	0.0260160398614	0.00561427333752
n	0.00215930186286	0.0196678036658	0.641907197748	0.16169970223	0.0625396867302	0.0453420530757	0.0620951996205	0.00458905114584
o	0.00240696952095	0.0146821772219	0.568362529249	0.227413940743	0.0566744339101	0.0381473353586	0.0816068718735	0.0107057354153
t	0.00254152830698	0.0110276722406	0.474610496416	0.312543426914	0.0567713236367	0.0445283084529	0.0845986772912	0.0133785656051
è	0.00178134978233	0.0047120925802	0.367092318805	0.443670135638	0.0665282052122	0.0371403344843	0.0734451667637	0.00563040791503
l	0.000918189862443	0.0020490970534	0.304458386268	0.476237811879	0.144021391737	0.0282492268281	0.0409510855879	0.00311483208501
i	0.000674655875814	0.00539689954447	0.215092922089	0.36452244396	0.251366480579	0.0991667399427	0.0582846208626	0.005495247895
n	0.0010693414586	0.00661311264816	0.106900497363	0.28859546132	0.335873413526	0.153265074648	0.101731463621	0.00595161683167
a	0.00166337955287	0.00604907568272	0.0646098224543	0.25693086044	0.307576817842	0.187145329549	0.168662721207	0.00736197847722
t	0.00239700138429	0.00587717464424	0.0324607321514	0.209428926813	0.257285345947	0.255115526516	0.228806087069	0.00862921882574
s	0.0028479459281	0.00251166546475	0.0194334403838	0.167816112271	0.393632095316	0.215502312172	0.189499154023	0.00875729910858
è	0.0019794332727	0.00127699690825	0.0123665186613	0.127385942757	0.401880591772	0.336107657391	0.111288625341	0.00771428116953
r	0.000697964577567	0.000614694236083	0.00681814542043	0.093267704919	0.401704757257	0.401939185797	0.088596687447	0.00636091035651
i	0.000760997582522	0.00468488009203	0.00677064490681	0.0709447643063	0.360029425752	0.405078475266	0.142196615816	0.00953422011884
à	0.00103996892751	0.00800823256401	0.00727918190227	0.0407254251021	0.147279816917	0.637396438422	0.150271421939	0.00799951220628
t	0.000630823750837	0.00469294254534	0.00510745081409	0.0250364877007	0.0695296563057	0.664411612807	0.22341757398	0.00717342290209
t	0.000332734131946	0.00213454893911	0.0034977360847	0.0267882722336	0.196964847769	0.457675497602	0.29454134466	0.0180649933007
i	0.000283102713982	0.0030801804797	0.00403097402823	0.0281853710779	0.23990955059	0.454321892534	0.247843181553	0.0223457417669
n	0.000348551867994	0.00289073156657	0.00271744056608	0.0132830274593	0.107848818197	0.427487110845	0.413913373851	0.031510932589
A	0.000322754275998	0.00109294987552	0.00118664047869	0.00569054308643	0.049099643899	0.293725396948	0.617708024617	0.0311740141963
n	0.000134677602999	0.000468335705173	0.00062942859623	0.00306715072881	0.019539507933	0.236853980983	0.726957941539	0.0123489417321
n	0.000144866458666	0.000610934568391	0.000698829868743	0.00306192244294	0.0323272947777	0.296562972328	0.62628884718	0.040304333244
a	0.000312263219555	0.00826253895613	0.00428140112291	0.011856839481	0.0571022615926	0.464731734109	0.398823115727	0.0546298390813
</S>	0.000418629909777	0.0155703579781	0.00756431756145	0.0196414282405	0.0617572907963	0.511752567055	0.346950307864	0.0363450565406
