 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.55335442	0.046778778	0.0053706058	0.0027369275	0.001937767	0.001983543245	0.00338750165	0.0081145677	0.3763358771
n	0.245649215667	0.350425889333	0.00606693246667	0.00285795623333	0.0021399536	0.00198125443833	0.00382126968333	0.0090639338	0.377993569467
è	0.0837983571223	0.753052406444	0.0137116171556	0.00271475407778	0.00202985366667	0.00369486060278	0.00293003436111	0.0064130113	0.131655074756
r	0.0303703065408	0.882120845481	0.0204803497185	0.00386207635926	0.00222012482222	0.00427218504093	0.0020267867137	0.00657169756667	0.0480756020187
t	0.0276523107803	0.710337528494	0.127320373906	0.00999009311975	0.00716224920741	0.0363471338536	0.0422173395979	0.0171812668556	0.0217916752729
i	0.0304841952601	0.433762572831	0.348967631302	0.0237916210399	0.0208954714025	0.0494523669512	0.0579411927326	0.0219271596185	0.0127777646243
s	0.0184220787534	0.332719254277	0.378605777101	0.0539219810133	0.0254806848008	0.0192504580504	0.0302746257775	0.135176622539	0.00614850294143
e	0.0395403155845	0.225606848092	0.3223535157	0.117772338338	0.0632365382669	0.0215519407501	0.0225770572592	0.177339369513	0.0100220191805
s	0.0477419165282	0.107156070031	0.244103057233	0.264992936113	0.0855366084223	0.0222302492834	0.0186528704197	0.196508075171	0.0130781440602
i	0.0427400501761	0.0510789373437	0.126732346411	0.366938495371	0.112096068474	0.0370409074611	0.0199335934732	0.211924384057	0.0315151926867
t	0.039725728392	0.0286094949146	0.079093915337	0.454490358457	0.134961202825	0.041930111577	0.0177738734911	0.166881770352	0.0365335355622
t	0.024734718464	0.0122254059382	0.038632101979	0.567324672819	0.105600770942	0.024918062949	0.0272291868304	0.183504180117	0.0158308681874
à	0.0169070059213	0.00544436541273	0.0261997356597	0.52573383094	0.227312426981	0.039619882983	0.0359412402768	0.116049958706	0.0067915327458
a	0.0196842350738	0.0174786510709	0.0224302872199	0.338679043647	0.45120345566	0.0365855859943	0.0282065907589	0.0790050962353	0.00672705493193
n	0.0306659820246	0.021981734557	0.0189181750733	0.267175194549	0.475697658553	0.0207407176648	0.0293808249196	0.125047056745	0.0103926623106
k	0.0217704710749	0.00911277838567	0.0184811530244	0.257744248183	0.385543016184	0.0939001185549	0.0624836129732	0.142234717582	0.00872990160353
ò	0.00845719855497	0.00406680149522	0.0183139424748	0.134754559061	0.520949778728	0.121551231852	0.0936318143244	0.093801223194	0.00447345511451
r	0.00291884370166	0.00162863317841	0.0072679843916	0.0680502893537	0.601065386243	0.129780152951	0.118705538108	0.0672141497313	0.00336899668484
a	0.00197744442055	0.0036463748728	0.0159039738972	0.0541247574512	0.443925378748	0.129228530317	0.212139712703	0.130525866577	0.00852793912828
e	0.0436051279402	0.0121687547909	0.0341132426324	0.0333120094837	0.294718306249	0.0581404461057	0.268120420901	0.211397595526	0.0444240590428
n	0.0676594713134	0.0123136678203	0.0279511412108	0.0162550107279	0.185654607416	0.0296386442019	0.287043416967	0.321090521842	0.0523934926809
è	0.0338847935711	0.0056707909301	0.0112753134036	0.00822147334263	0.111863413472	0.0110950352673	0.252309006989	0.545976940614	0.0197032270603
p	0.0114999309304	0.0032230062367	0.00496946748953	0.00409157262088	0.0594272324907	0.00457223715577	0.25317729033	0.649929696871	0.00910956285343
r	0.0039463926068	0.00141167485557	0.00312338851818	0.00226665651363	0.0359247831636	0.00896027875192	0.362162683443	0.57151499229	0.0106891412845
ò	0.00143035180393	0.00076318252519	0.00318030573939	0.00162991655788	0.0240339924879	0.0113938293506	0.295214916481	0.650321464097	0.0120320364282
n	0.000509250187977	0.000309905326397	0.0018082895798	0.000666657132627	0.00933503716263	0.00637788988353	0.19350769416	0.775279578032	0.0122057114761
t	0.000328056284326	0.000279110803466	0.0018464402266	0.000578506304209	0.00488770062088	0.0183030256278	0.19244796472	0.687619292677	0.093709923492
o	0.00225510977478	0.00449838976782	0.0375239530089	0.00995539913474	0.020509628207	0.0408297295426	0.21124572824	0.550700287559	0.122481781164
</S>	0.00412058558739	0.00861502488391	0.0723218795045	0.0191281235674	0.0365173211035	0.0498770272713	0.23430352412	0.503192578779	0.071923915582
