 	le	melanzane	vogliono	girate	</S>
e	0.97960052	0.00267816716	0.00661811735	0.0047967158	0.00630647775
m	0.804248713333	0.0313756528267	0.08795362935	0.0138667899333	0.0625551995833
a	0.470320034444	0.0561894876089	0.122512347783	0.154356619644	0.196621519861
r	0.221331992481	0.244776399203	0.153986087261	0.191397107348	0.188508458287
a	0.146645021827	0.454450239734	0.181176505754	0.113731689916	0.103996579429
n	0.109007328709	0.601668903245	0.129068638585	0.0876155230153	0.072639620543
g	0.0404992213363	0.803525201082	0.095848266195	0.0330926360484	0.0270346821143
i	0.0433885407788	0.839732620361	0.0812766687317	0.0226829786828	0.0129192005714
à	0.0479043145929	0.73196796012	0.181033649577	0.0227800628943	0.0163140148571
n	0.0227721309643	0.69275862004	0.206153716526	0.0504509029648	0.027864614619
e	0.0256776940881	0.57089105668	0.277552992175	0.0619877329883	0.063890506873
e	0.033503822696	0.289904660227	0.409395217392	0.0988487429961	0.168347542291
t	0.0226885580653	0.113783227742	0.595403519131	0.104496041332	0.163628624097
è	0.0124708307551	0.0553474635807	0.825199286377	0.0450218561107	0.0619605140323
l	0.00537955634503	0.0348340615269	0.782200562126	0.12583450737	0.0517512773441
u	0.0102362686417	0.0394609111756	0.735832654042	0.15182532979	0.062644831448
n	0.0126297553139	0.0392608315252	0.784387684681	0.0980508305967	0.065670942816
v	0.00545757070463	0.0155774170751	0.53481678656	0.357749420199	0.0863988459387
o	0.0459080574015	0.095447266125	0.288626087187	0.482327226733	0.0876913746462
t	0.0599472658005	0.122408660842	0.261842075729	0.334760602244	0.221041415882
i	0.0291762912668	0.087312802414	0.197494155243	0.432628507415	0.253388278627
m	0.0207506505889	0.0786067834713	0.114260252981	0.665475469138	0.120906892876
m	0.0403848126963	0.0401441014904	0.0891490088937	0.745501456379	0.084820673292
è	0.0529045505654	0.0823817914968	0.139896706298	0.656715852126	0.068101136764
n	0.0269428670885	0.0887414559656	0.117061024433	0.675355684042	0.0918989889213
e	0.0276219399295	0.0606689674552	0.167320223811	0.602351661347	0.14203722964
</S>	0.0409054829648	0.0747849137276	0.262767496905	0.451592430674	0.16994969482
