 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.96608526	0.0308403325	0.001026193535	0.00038854835	0.000185224485	0.00059434101	0.000324457106	0.0005556234157
r	0.921197073333	0.0664570728333	0.00559940280167	0.00239916381667	0.000256682748333	0.00366844171	0.000158278692667	0.000263856259033
t	0.609200289111	0.112130070944	0.0777678256006	0.0363813654722	0.0220188434828	0.126795934237	0.0119236303842	0.00378204809634
e	0.226798039037	0.376544816981	0.1248987052	0.0520939834907	0.0295054422943	0.169372465079	0.0158785528481	0.00490801603345
n	0.149612591012	0.618793582327	0.116897511733	0.0292071068302	0.0106871988314	0.0663731060263	0.0063451190027	0.00208382241248
a	0.119842735017	0.696471637442	0.122748703911	0.0206792449434	0.0043449951438	0.0315509350088	0.00313374083757	0.00122804562749
i	0.0424251133523	0.694370512481	0.21042283797	0.0252435946478	0.00388914088127	0.0173949596696	0.00122044158919	0.0050334486325
v	0.0177700537841	0.547536420827	0.385894212657	0.0281838702159	0.00412007186042	0.00940567165653	0.000731260903063	0.0063585046775
ò	0.00773374732803	0.430623290276	0.513017937552	0.0358102354053	0.00274798968681	0.00705246165218	0.000634333434354	0.0023800435825
s	0.00298310418268	0.293743900092	0.571184645851	0.111347502802	0.00439280962894	0.0123493688841	0.00122216904478	0.00277651475083
t	0.00106365884756	0.143469579697	0.558570748617	0.154217937601	0.042635811543	0.0327073629614	0.0446256453483	0.0227092595836
è	0.000402526775853	0.052328585099	0.420234106206	0.3328874092	0.0608775835143	0.0442626063205	0.0614193429494	0.0275878782512
o	0.000687524905284	0.0192671133663	0.211732735069	0.665404903067	0.0305345798381	0.0344500427735	0.0246435626165	0.0132796214737
s	0.00169136223509	0.00993068135543	0.11573134269	0.726119114356	0.100899662279	0.0258804539245	0.0107025380055	0.00904489572457
t	0.00158905967836	0.00755243528514	0.09208751423	0.639758284785	0.21159702076	0.0305087689748	0.0125567093352	0.00435022430819
u	0.000685882742787	0.00485380582838	0.04921187241	0.714015894928	0.163877540587	0.0522915563249	0.0127652840451	0.00229819065273
d	0.000396188304262	0.00231162543613	0.02287470447	0.676338724976	0.231347480529	0.0515538754416	0.0122482369484	0.00292920713424
i	0.00128460014142	0.00837678430538	0.0246998481567	0.584748568325	0.300791906843	0.0483988084805	0.0252413836495	0.00645814991141
è	0.00236686728047	0.0109033881018	0.0234176407189	0.610737239442	0.184346757614	0.12756507616	0.0318967932165	0.0087662603038
o	0.00272695359349	0.00578277156727	0.0136541759063	0.547542903147	0.120352742538	0.234404575387	0.0429614730722	0.0325744041013
n	0.00202277210116	0.00358925265576	0.0100390483688	0.438768274382	0.100206812179	0.354976545129	0.0505694276907	0.0398278705004
a	0.00165163817039	0.00469003548525	0.0163659095229	0.319583201461	0.074034400393	0.47123410171	0.0945295358969	0.0179111789668
g	0.00153832013346	0.00513888145175	0.018599414841	0.193102697154	0.0806535464643	0.560394033903	0.128860235299	0.0117128613223
h	0.000651172814487	0.00253110784058	0.00940435121367	0.126650875718	0.0937725288214	0.627128644634	0.1265367151	0.0133245817741
e	0.000344706868162	0.00178202074686	0.00832304967122	0.099048233906	0.0496601030071	0.692630724878	0.136630808367	0.0115803458247
t	0.000209940222721	0.00102734978229	0.00646514875707	0.0561427669687	0.0502738144024	0.684263471626	0.185359659456	0.0162578538416
t	0.00011730406324	0.00059489872743	0.00342249111902	0.0300193133229	0.0566976501341	0.628236197209	0.250019369819	0.0308927562805
ò	0.000116633656747	0.000507335719143	0.00229971347301	0.0185471187743	0.0264623359447	0.608408935736	0.317946186606	0.0257117333602
m	0.000105625334916	0.000283093448381	0.001161870911	0.0094734473581	0.0119099645482	0.411367983912	0.550997425535	0.0147005663867
e	0.00416547815097	0.0134486158815	0.0258723242903	0.0332900415527	0.0206889035161	0.263989099971	0.625903781845	0.0126416964622
s	0.00553353473699	0.0179137298938	0.0343603939101	0.0418152189842	0.0256058658387	0.345473516657	0.504082470615	0.0252152304874
s	0.00190470536566	0.00631256511793	0.0128870638834	0.0173212882947	0.0148058338462	0.378288052219	0.526179830205	0.0423006458291
è	0.00091313607522	0.00267017500598	0.00673543019447	0.0111310959316	0.00710169968207	0.30720096074	0.632337263402	0.031910243943
r	0.000556777439407	0.00121325665399	0.00358843954682	0.0068768486572	0.00328602729402	0.19290207858	0.757785834467	0.0337907566477
e	0.00837700270747	0.0330483944567	0.0461284838643	0.0506239348991	0.017895871998	0.163353421193	0.639370291489	0.0412026212159
</S>	0.0164577903537	0.0654679322283	0.0904049369322	0.0976371874495	0.033724145999	0.201001610597	0.461186445745	0.034119969108
