 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.878341785	0.0199084145	0.00214465505	0.00387952863	0.0027031598	0.000296543808	0.000282048075	0.00107976345	0.00076550148	0.00125181803	0.000282004073	0.00068442219	0.000766906013	0.00111291089	0.00665485438	0.006114768715	0.011187236	0.04529369543	0.0172499933
d	0.755661465	0.0750444175	0.0137453750833	0.0178699785433	0.00924772213333	0.000452366616	0.000347645531667	0.00242405445	0.00424257699333	0.00618831981	0.000551013724333	0.00359357453	0.000929802451	0.00286588863	0.00743671436	0.00817189473833	0.0130869558667	0.05522826581	0.0229119517667
i	0.587916951667	0.184903069167	0.0632572816944	0.0253158988478	0.0141168613778	0.003936169852	0.00365657851722	0.00385896201667	0.00576101083111	0.00754050250333	0.00209344454144	0.0043008209	0.00193710093033	0.00294078877667	0.01771674302	0.00599936214611	0.0097575784889	0.0305543715033	0.0244365079222
k	0.375443703889	0.213213153056	0.117941823898	0.0977481702826	0.0497608507926	0.005218168784	0.00479133505907	0.00479897767222	0.0116476151104	0.0144277670678	0.00269308428048	0.0131683343567	0.00222379251011	0.00582703332556	0.0208556333067	0.0060116994487	0.00820770802963	0.0222163727344	0.0238048283074
ì	0.23713414463	0.232065474352	0.180670967966	0.162023280094	0.0774282895975	0.00262011276133	0.00211376127302	0.00387610332407	0.0129910256535	0.0163957419226	0.00136600744016	0.0160140400522	0.00091119559337	0.00660628534519	0.0079008815689	0.0048823166429	0.00442388678654	0.0175041892115	0.0130723322358
m	0.14240862621	0.283249728117	0.354761499322	0.121939418365	0.0504867225325	0.00322084278711	0.00163381392434	0.00285945687469	0.0055525662345	0.0063888201742	0.000732304483387	0.0057056340374	0.000612761154457	0.00230101387506	0.00334453973963	0.0017374602843	0.00176661752218	0.00620362019383	0.00509457661193
m	0.0489059098367	0.211689836039	0.587914609774	0.083917696455	0.0246713420108	0.00946948412904	0.00375094844145	0.0037868435249	0.00432589394483	0.00391863782473	0.000986375117796	0.0041067547658	0.00121360501815	0.00160913448169	0.00198301546321	0.00132887250477	0.00155054012406	0.00281364115461	0.00205688290398
u	0.0198829787122	0.0948343407797	0.467365173258	0.341466807485	0.0366473868369	0.0102545307097	0.00406469243048	0.0050238974083	0.00385004288161	0.00322996807491	0.000959735322599	0.0033791890086	0.00123495110605	0.00133410329723	0.00147701862107	0.00119493516159	0.00142320863469	0.00156643950487	0.00081061309466
e	0.0204508929041	0.0355200584266	0.168112025086	0.624203055828	0.108219128946	0.0103047932366	0.00466256709349	0.0058621116361	0.00299625466054	0.00273535489164	0.00102243535753	0.00154266853953	0.000939088702017	0.000712055069077	0.00377455917369	0.0010050698472	0.00194217163823	0.00176107328829	0.00423465552489
m	0.0178018924347	0.0185064995422	0.103189565695	0.682483651943	0.130136632982	0.0124505667455	0.00558960703116	0.00557144791203	0.00254143948685	0.00244089316388	0.00104895101251	0.00174086569651	0.000778988890672	0.000741753576359	0.0043655378379	0.000930002045733	0.00211307721274	0.00212715146276	0.00544153444163
