 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.98490815	0.005010274	0.000951467125	0.000419660935	0.00021427498	0.00039566229	0.00193323005	0.00616733015
n	0.958824716667	0.0251211948	0.00284480980833	0.001207014325	0.00021615781	0.000677653896667	0.00341397785	0.00769453155
k	0.748739652222	0.1634248216	0.00742633780278	0.00771301920833	0.00127659758667	0.00591717543222	0.0599986331167	0.00550377921667
ò	0.582566664074	0.305083163867	0.0112897049343	0.0104179300694	0.00175789745556	0.00746692041074	0.0783729937056	0.00304474247556
r	0.547966114691	0.382919661289	0.0120874156448	0.00900329385647	0.00146764324519	0.00532328940358	0.0378780419019	0.00335452669519
a	0.33785270823	0.572116063763	0.0320333575483	0.0173176754522	0.00272889088173	0.00672384013453	0.027614018634	0.00361343381173
s	0.125019478977	0.704364374588	0.0765116691828	0.0224270374841	0.00249376370058	0.00687083181151	0.060161962878	0.00215092688391
t	0.045767181559	0.700367958196	0.0888627613943	0.0246391704947	0.0125326459735	0.0143275403705	0.111151510959	0.0023512560613
e	0.026958973853	0.559711579399	0.262948798798	0.0308482311649	0.0168120512578	0.0156246613235	0.0852696423197	0.00182604662043
m	0.0193274546843	0.316278905133	0.522485032933	0.0350441687216	0.0086705603526	0.0108048278078	0.0804892561066	0.00689979807348
a	0.0198765139614	0.149714896044	0.576724077644	0.0682979545739	0.0339682574509	0.0261698934359	0.0942593540355	0.0309890606912
r	0.0197939115871	0.0625205730147	0.590563385881	0.119221491525	0.0405861422503	0.0317581204786	0.101751573345	0.0338047726304
è	0.00740290376237	0.0267662760049	0.60776207196	0.217710117175	0.0195860041834	0.0191645851595	0.089320405115	0.0122876129268
o	0.00566306605412	0.0173055906683	0.537715123987	0.320376065725	0.0152892113945	0.0238079323865	0.0744980090383	0.0053449822256
c	0.00516941978471	0.0131952987894	0.406713931329	0.403594981908	0.0108308101315	0.0323784391288	0.124807906346	0.00330916950853
e	0.00995676686157	0.0120767628298	0.263381670443	0.454689937303	0.0113070207105	0.0551846830429	0.189040145449	0.00436301133618
e	0.0188551679539	0.0142599459433	0.135435063814	0.364585059101	0.0403832575702	0.162525954348	0.181425198483	0.0825303981121
n	0.0151394950846	0.00991175944777	0.056153515938	0.2380124997	0.0476052586234	0.280837168116	0.243097236161	0.109243070704
ì	0.0065388953282	0.00576025371592	0.0275133807793	0.155242225233	0.0191093091078	0.305349802705	0.439763522054	0.040722558368
n	0.00277325739607	0.00286660541531	0.0119451763931	0.104401663744	0.0100998948359	0.421773534235	0.428846364018	0.017293453256
e	0.00447672621869	0.0119169695484	0.0165086717977	0.083428431248	0.00779958761197	0.437171971412	0.422870654673	0.015826975752
p	0.00510156933956	0.0150259179628	0.0174859871659	0.052607984416	0.00741686820399	0.346257490471	0.540954204891	0.0151499842507
r	0.00199982927985	0.0054093888676	0.0066862624553	0.0275534431387	0.0216870617347	0.389854256824	0.53252267163	0.0142870994169
ò	0.00088606440995	0.00216348987253	0.0030947254851	0.0181249300462	0.0246274635782	0.304476358941	0.632929640543	0.0136973318056
n	0.00034371060865	0.000833831888177	0.00138982229837	0.00768302614873	0.0114451710594	0.192097169647	0.766612346848	0.0195949346019
t	0.000189730784883	0.000539417776726	0.000741945569457	0.00590481518291	0.0200720235531	0.184501093216	0.673160672283	0.114890310201
o	0.00213868378829	0.0110644809589	0.0157188860232	0.028575940061	0.0416657151844	0.186369937739	0.574035614094	0.1404307244
</S>	0.00408339239414	0.0214827189794	0.0307110330116	0.0498287300305	0.0515209255922	0.19289789887	0.569720907047	0.0797543787
