 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.814621375	0.147278605	0.0009640694	0.000550466275	0.0024764108	0.000841423385	0.00113541945	0.000361971995	0.0027237815	0.0065001038	0.02254639372
a	0.513820535333	0.435050145	0.00331761453333	0.000556364085	0.00444020616667	0.000819111655	0.00097614475	0.001012388555	0.00737205033333	0.0096972386	0.0229382570067
p	0.176326223978	0.790423281667	0.00389572626111	0.000365051733667	0.00377473875556	0.000343188056333	0.00081866427	0.00115083118067	0.00745748061878	0.00720049093333	0.0082443778689
e	0.059758166926	0.921753593889	0.00242928793704	0.000480763039889	0.00191476148519	0.000461879496778	0.000528418633333	0.00048241365589	0.00523169738059	0.00289673943111	0.00406227792297
t	0.0208018882987	0.96115534463	0.00346952611235	0.00079506864663	0.00150750889506	0.000513732650593	0.00201884256778	0.000377898685297	0.00452589398353	0.0019014586637	0.00293281344099
ì	0.0072814960129	0.979211294877	0.00420013423745	0.000817050415543	0.00108812273169	0.000195444855198	0.00251867305426	0.000267038557099	0.00161203488118	0.0014855725979	0.001323135578
a	0.0070461919943	0.897939964959	0.00822664707915	0.0261228636052	0.0122269557106	0.00584840477173	0.00150710858309	0.00560360821437	0.0212340516571	0.00351343744263	0.010730795357
e	0.0107716316648	0.550934220653	0.0141422770264	0.160541651202	0.0337671492369	0.0129380169239	0.00165586586103	0.0105542794048	0.120923022886	0.0133907251475	0.070381190119
s	0.0130867225549	0.276276692551	0.0133425716755	0.293873030401	0.092558395079	0.013081082308	0.0142066803203	0.00751850646827	0.140222666295	0.0470386023825	0.0887950367063
ò	0.0153834448516	0.190645919517	0.00943733302517	0.4358704168	0.13546637836	0.0140865017693	0.0192245237734	0.00801273115609	0.0729193140983	0.0549798767942	0.0439735329021
z	0.0108110163505	0.0814063153057	0.00613057430839	0.6696524056	0.113773984453	0.0124486389231	0.00830429109113	0.0077999248187	0.0440908246328	0.0251731382647	0.0204088722007
u	0.00635637651683	0.0357066842352	0.0105623789361	0.6846232352	0.132277903151	0.024198133641	0.015810127197	0.0520091243729	0.0169811848109	0.0112977764216	0.0101770873002
n	0.00510149097228	0.0204595070784	0.011868664312	0.418832030067	0.37934711105	0.0304527648803	0.0384872447323	0.0671523856576	0.00793510235697	0.0136043218072	0.0067594000834
e	0.00489835479076	0.0213668910261	0.0161959814373	0.200212557022	0.56571407035	0.0491028136268	0.0546556135774	0.0470794760859	0.00615997453899	0.0160837912691	0.0185304716778
f	0.00470604745025	0.0210894133087	0.0173944137624	0.0989427232407	0.597974800117	0.0590500008756	0.115302286526	0.042038660362	0.005827397513	0.014988422423	0.0226858155926
à	0.00208151563675	0.0091743904029	0.00869606320413	0.0402927623136	0.702785240039	0.0506132316252	0.137120064175	0.0234901041207	0.00381038783767	0.0129744719077	0.00896177499753
i	0.00207908684558	0.00623137380097	0.00872876506804	0.0246393964379	0.51364652868	0.0815931438751	0.252085633392	0.0854564770402	0.00538097094589	0.0103326524026	0.00982598276584
t	0.00287513651519	0.00425609713366	0.00732345895601	0.0144380287126	0.274332074893	0.0778265379584	0.482870201131	0.103632397013	0.00780915498196	0.0151379964675	0.00949890495528
