 	sono	stato	sempre	poveretti	</S>
ì	0.993403965	0.00258287015	0.0023739821	0.000596215885	0.00104298234
m	0.968435688333	0.0200594864833	0.0041138001	0.006377651785	0.00101337310667
e	0.819427216111	0.0867494798278	0.0806771497	0.011475388595	0.00167079053556
s	0.465829011137	0.408753049943	0.105259361133	0.0184528621983	0.00170575171185
t	0.157835644546	0.777537426648	0.038218436611	0.0251527013994	0.00125577763728
a	0.0786755449153	0.832899495549	0.0679560938703	0.0196574107998	0.000811431912427
m	0.0513077746251	0.85154183185	0.0800556969568	0.0146075794333	0.00248710877081
m	0.0231887098617	0.890301790617	0.0463506319856	0.0369770976444	0.00318177559027
è	0.0194525809539	0.609394318872	0.288458681329	0.0755448692148	0.00714954209676
n	0.012930503818	0.406094451624	0.49574898711	0.0720873577383	0.0131386743656
a	0.00791041777267	0.311352813875	0.62267904237	0.0472435505794	0.0108142054552
p	0.00633549632422	0.159672421292	0.689202014123	0.13627183686	0.00851830815173
à	0.00402314550807	0.107304613497	0.712039388041	0.17008428062	0.00654862815058
n	0.00286353620269	0.037374360699	0.861593146014	0.0920664162067	0.00610254481686
t	0.0022737742009	0.0174604903663	0.845963048671	0.0875950264022	0.0467076296056
a	0.0051247045003	0.0127922637888	0.81913888289	0.105331412134	0.0576127489685
t	0.0052719792001	0.0187581972629	0.59349733763	0.340915134045	0.0415573787562
e	0.0403337834334	0.051613568421	0.275806122543	0.594024594682	0.0382219189187
c	0.0518666216911	0.0560232484737	0.138996690348	0.695328031561	0.0577853889729
h	0.0178120757437	0.0314746514912	0.0558702179493	0.746504633854	0.148338409658
ù	0.00697264838123	0.0183609510304	0.0352597979831	0.799611501285	0.139795115553
d	0.00302741935041	0.00674085021013	0.0230791308277	0.883771833762	0.0833807991843
d	0.0024296455068	0.00432178940338	0.0123756624426	0.814777177921	0.166095748061
h	0.00261670900227	0.00426704313446	0.0100501711475	0.743901259307	0.239164852687
i	0.0263725271674	0.00695850471149	0.141327846382	0.640722393102	0.184618744229
</S>	0.0506752685837	0.0102465033557	0.272253493191	0.535662456551	0.131162257114
