 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.91696195	0.07724851	0.00125968756	0.000415202895	0.00031913976	0.000256322365	0.000226210855	0.00096003105	0.00028954729	0.0020633611
M	0.711775506667	0.277191553333	0.00593907772667	0.000621802341667	0.000263204893333	0.000180755168333	0.000165897146667	0.000779240056667	0.00182935192333	0.00125361576667
a	0.357266495556	0.372848107778	0.0103350942422	0.00303141424722	0.00409096233111	0.00794618255278	0.0164301611839	0.0186678851256	0.00642385530778	0.202959849889
r	0.191677055185	0.449814979259	0.0122623260807	0.00357765194907	0.00545189647704	0.0105863218609	0.0218794193813	0.0248625230752	0.00957139343593	0.270316434863
ì	0.154898805062	0.66143712642	0.0604644646936	0.00298168434969	0.00245805585901	0.0037363944403	0.00743099528043	0.00896456022507	0.00692748034531	0.090700428111
a	0.0970581460207	0.766258375473	0.0737595122312	0.0040555297499	0.00361513418634	0.0040326242901	0.00600290292681	0.00672241290836	0.00603671364844	0.032458672627
à	0.0407090510069	0.862488591824	0.0378015967437	0.00534608181663	0.00487764869545	0.0058621018967	0.0073270999756	0.00824034296945	0.00625531134948	0.0210921738757
r	0.0206350930023	0.859334940608	0.0771790642479	0.00619098337221	0.00327880316515	0.00392199630557	0.0043979605152	0.00574266992315	0.00397962701649	0.0153388519919
t	0.00818320729743	0.580548633536	0.204378328083	0.0340405607907	0.0517431969217	0.0348359073085	0.0220659533617	0.0445825199077	0.0114772284388	0.00814447003063
e	0.00305790146248	0.224722772845	0.427934242694	0.10721633893	0.0795532856406	0.0470991803028	0.0297667218872	0.0601473069692	0.0147822118129	0.00572001781021
n	0.00264153755416	0.136948282615	0.579441547565	0.157443172977	0.0487911335469	0.0188547514343	0.0121669547957	0.0235053632564	0.017734550271	0.0024726916034
a	0.00255226868472	0.0990157736383	0.476943429188	0.281777330992	0.0680748115156	0.0158211526114	0.0113731486652	0.0117668488521	0.0236075424237	0.0090677130678
s	0.00532400406157	0.0478076506461	0.351673789729	0.398197883664	0.108827952505	0.0162078303705	0.0113878888884	0.00802160311737	0.0401759431412	0.0123754971559
t	0.00610117335386	0.0288858172154	0.345260006576	0.384196321221	0.124559020835	0.0231557966235	0.0106672852961	0.0168877140391	0.0544528120471	0.0058340707853
e	0.00228228198462	0.0102354028951	0.250289477525	0.494451907074	0.135312066945	0.0328843505412	0.0146502677654	0.0223939206797	0.0350204510157	0.00247989746177
m	0.00159806489487	0.00380195175503	0.117099634508	0.623099302358	0.164031908982	0.0430343995137	0.0129407457551	0.0139553828932	0.0180809270052	0.00235770342059
b	0.00133088711162	0.00147303323501	0.066443864836	0.654762234119	0.167635426327	0.0610893815046	0.0204772934184	0.0119694946311	0.0127795926684	0.00203882053686
r	0.000956786783873	0.00063981018167	0.041979565612	0.616507171373	0.179839485442	0.0811443388349	0.0343915181395	0.0191240295437	0.0241098355561	0.00130749944229
ò	0.000801931151291	0.00034496660189	0.023216030004	0.458511550458	0.281873591814	0.124211829612	0.0631131840465	0.0200198115146	0.026861658952	0.00104545532643
s	0.000294187573764	0.00017015147663	0.0107046303347	0.314765380153	0.316870043938	0.216952733204	0.113623878016	0.0140686255049	0.0118958044173	0.00065457358781
e	0.000185092631255	0.000192383103543	0.0098679516449	0.232203673384	0.282501131313	0.303199754401	0.131389116005	0.018142221835	0.0201407594724	0.0021779102626
m	0.000187346800418	0.000202152867848	0.0083290549483	0.226837851128	0.255468537104	0.346785261467	0.115732032002	0.021876993945	0.0217650129241	0.00281572038753
è	0.000286652550139	0.000148250059283	0.0047370246161	0.184284821376	0.223756399035	0.377756013822	0.156853420667	0.037585620315	0.0131141477414	0.00147761974251
n	0.00028141434338	0.000116604271094	0.00245588315537	0.096972734792	0.216966469678	0.394563004607	0.225642110222	0.0507011054383	0.0114410492471	0.00085960719417
a	0.000413148541127	0.000294927998365	0.00654030410179	0.077531498264	0.193427643226	0.382341778202	0.228589920074	0.0518920491461	0.0560870840824	0.00288161513139
m	0.000488908917042	0.000369978956122	0.00838335676726	0.0627711577547	0.135223983409	0.411669076067	0.233339170025	0.0718391180487	0.0714429836941	0.0044722394438
a	0.00482069490901	0.00140461565871	0.0241726733224	0.0687143342516	0.140604646803	0.364565295356	0.211389133342	0.0831473010162	0.0945050202314	0.0066762772146
s	0.00676638233634	0.0018422416029	0.0294642233741	0.0586744659839	0.127923097934	0.206777808452	0.135662694447	0.137255450339	0.286635486744	0.0089981407382
t	0.00284496808545	0.0007803542343	0.0113816937914	0.0231652148946	0.0541097166447	0.166397019484	0.191960851482	0.215509053446	0.326703608915	0.00714752024607
e	0.00131840140182	0.0006634062281	0.00952970033047	0.0237952039649	0.0585495505482	0.184833279828	0.242630753827	0.180478211149	0.289301249638	0.00890025441536
p	0.000986963000607	0.000616614369367	0.00826315121016	0.0218825802783	0.0533392863494	0.127956296943	0.144040968942	0.172835040383	0.458830749879	0.0112483541385
l	0.000593437776869	0.000267478823122	0.00379773917005	0.00839066344943	0.0210186592831	0.0661456553143	0.0838116359807	0.223112146794	0.57796624996	0.0148963230462
ò	0.000328645045623	0.000195924967707	0.00228962483335	0.00487761148314	0.012513373761	0.0463022317714	0.0793156106602	0.211220638931	0.627174426653	0.0157818963487
n	0.000226631898541	0.000169278497902	0.000979348622783	0.00315599776105	0.00808331282033	0.0373948979238	0.0805643335534	0.31610321631	0.535199925551	0.0181230241162
n	0.000148396702847	8.5463359634e-05	0.000975989509261	0.00222487552035	0.00773556217344	0.0426016716413	0.0785462901845	0.343329075437	0.34924774185	0.175104886372
i	0.00114370019762	0.000580710658211	0.00460141923642	0.0187447611068	0.0341480800578	0.0670475242138	0.100283772395	0.185739061812	0.363565407283	0.224145523457
</S>	0.00214571509881	0.00110868677911	0.00779275961821	0.0351383880534	0.0584476850289	0.0885569391069	0.131265641198	0.121190700906	0.432161553641	0.122191888729
