 	non	aveva	dove	a	stare	</S>
e	0.455399147	0.0475581925	0.002201163	0.0030084603	0.00761676815	0.48421625015
n	0.154601860333	0.3412033025	0.00587006866667	0.0035623432	0.00926961471667	0.485492822717
ì	0.0540373247777	0.737655834167	0.0104323832222	0.00451749196667	0.00972622623889	0.183630726906
c	0.0218989562592	0.848154844722	0.0103347744074	0.00958889788889	0.016621548413	0.093400923302
h	0.0119768150864	0.700955701574	0.158943088136	0.017715011963	0.0380075408043	0.0724017787673
e	0.0086241718288	0.365979006525	0.469458486045	0.0504395479877	0.0506818489348	0.0548168923558
p	0.0143777704096	0.146825688175	0.558035072015	0.124429300996	0.118234384978	0.0380977768853
u	0.0218852794699	0.0865191493917	0.382140210672	0.209423893665	0.206388258326	0.0936432022951
s	0.0160305052566	0.0578339107972	0.212898493557	0.310864914555	0.288592806109	0.113779360765
t	0.0102074278522	0.0229477096991	0.102543829852	0.380213238185	0.39112662537	0.092961195255
a	0.0117361562841	0.0172319206664	0.052778611284	0.340512119395	0.496001065123	0.0817401667517
s	0.00903038352803	0.0153066984888	0.0350696667613	0.258105016465	0.639045875041	0.0434423533506
ì	0.00409312167601	0.0094557484296	0.0169211344538	0.173208637155	0.776595028347	0.0197263268835
</S>	0.002919648938	0.0091822887148	0.0105569650269	0.123174901078	0.838124439173	0.0160417954418
