 	non	deve	magniare	la	sera	</S>
e	0.4496410922	0.0761110895	0.0217680648	0.00312481445	0.00780007475	0.4415548825
n	0.151827700867	0.3519637345	0.0309780439333	0.00794821288333	0.0153237489167	0.441958604833
è	0.0525500935557	0.729994678167	0.0297319043111	0.0121580122944	0.0167907093056	0.158774688944
n	0.0190083175186	0.819950812722	0.064084061437	0.0157522850981	0.0137892114352	0.0674153759813
a	0.0113662752395	0.559144264907	0.160325357146	0.218662671699	0.0203176154784	0.0301838163938
f	0.0090958858465	0.210017677636	0.396089649049	0.3291913939	0.0407370871595	0.0148682571979
à	0.00472523414883	0.0779933094453	0.52405367635	0.335706414633	0.0485248743865	0.00899648716597
i	0.0205407518163	0.0923829380484	0.33312811045	0.455374418211	0.0628679874622	0.035705798822
t	0.0302576376054	0.101571768683	0.146900391817	0.519856449404	0.145734111154	0.0556795999407
o	0.0299369132018	0.0606247802277	0.0772421072723	0.557220376468	0.230608137051	0.0443676359802
v	0.0281638297339	0.0418411100092	0.0450406504241	0.399522953823	0.443160879017	0.0422705363267
r	0.0164296409113	0.0158521856031	0.0302058434747	0.181694939608	0.721433926339	0.0343834407756
à	0.0103174187704	0.00694532463437	0.0158255981582	0.0926959522027	0.851301342113	0.0229143525919
i	0.0882428907235	0.0546657706448	0.0302684427194	0.181155206401	0.630128798704	0.0155388991973
</S>	0.168990785362	0.104465835322	0.0486903288597	0.296487243201	0.368402476352	0.0129633515986
