 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.993291735	0.0036881968	0.00065808724	0.00039593659	0.000112463702	0.00076274708	0.00109081505
s	0.978034901667	0.0126413628	0.00144838974667	0.00115478583	0.000114962720667	0.00225243188	0.00435309755
ì	0.965850317222	0.0234196242667	0.00161059014889	0.00133865737667	0.000148436906889	0.00266831859333	0.00496396164333
ì	0.807344655741	0.165588755756	0.00987112628296	0.00464054539222	0.0043945282223	0.00259905026444	0.00556127600778
s	0.443712644247	0.509742485252	0.0244058190943	0.00657816986407	0.00580514110743	0.00366687288815	0.00608882260259
e	0.174946310416	0.706569781751	0.0911321163648	0.0138413650214	0.00318788166914	0.00757962376272	0.00274288780086
s	0.0745278528053	0.586107960584	0.274773932122	0.0262950983405	0.00276047575638	0.0323455192542	0.00318916206695
t	0.0297587842684	0.404182630195	0.447702810707	0.0313058461135	0.0368438598521	0.0428588430847	0.00734726182232
a	0.0200254907561	0.246739226732	0.611125003569	0.0387797687045	0.049849040384	0.0265653490282	0.00691614039077
f	0.0155932025187	0.110453061244	0.66922020119	0.104603096235	0.021221744228	0.0677413843427	0.0111672979136
a	0.0188256351062	0.0685765344147	0.561741090397	0.196188405412	0.013735859076	0.0890905191142	0.0518419229712
m	0.0202303880687	0.0560972644716	0.519358586799	0.243948441804	0.034110723692	0.0570832207047	0.0691713243237
è	0.00900071858957	0.0280657698239	0.411100648933	0.436922013935	0.0423643208973	0.0365206487016	0.0360258644079
n	0.00421230266319	0.0127200334746	0.255103462978	0.652771504645	0.0411126052991	0.0178307483672	0.0162493631026
a	0.0041645742544	0.0104723930249	0.172516070993	0.662005801548	0.084656630433	0.0545170297891	0.0116675155342
m	0.00412812231813	0.010772992575	0.0994197356643	0.641791600516	0.160630060144	0.071724272263	0.0115332600114
a	0.00931853857271	0.0350579757583	0.0814561172214	0.598899126839	0.148268850048	0.106145603088	0.0208538383371
i	0.0163512125242	0.0529193762528	0.0666348477405	0.471385568946	0.0948113046827	0.263684557696	0.0342131254457
i	0.0137264095081	0.0346014784176	0.0303326662468	0.286467622982	0.0665717034609	0.529478752565	0.0388213318152
l	0.00771766476937	0.0179411655392	0.0132429934823	0.123751292327	0.100793098387	0.691575117522	0.0449786652717
p	0.00426952818979	0.0124331515797	0.00802078156077	0.282045815442	0.125344189462	0.529508025841	0.0383785714239
a	0.0057192023966	0.0149717165266	0.0150099058536	0.357284598481	0.066268342154	0.51483694528	0.0259093284746
s	0.00495403899887	0.0114237081755	0.0144838057679	0.15203178016	0.084886769718	0.682981165093	0.0492387374915
t	0.00201649696629	0.00661050259183	0.0065712617393	0.07540842172	0.133539619906	0.567834921698	0.208018794164
i	0.00279833808876	0.0104354010639	0.0145449212464	0.0751422749067	0.122639636635	0.526259857233	0.248179589055
c	0.00278987478459	0.00942543794797	0.0157684367221	0.0554059211689	0.0805579622117	0.585844069078	0.250208317352
c	0.000991249839863	0.00388072200932	0.00570124651403	0.021348355923	0.0477114430706	0.519089189693	0.401277785784
i	0.00143210470329	0.00355164976977	0.00580287113801	0.0246721713077	0.0262978986902	0.634431829898	0.303811470928
ò	0.00172634923443	0.00428203625659	0.00600579411267	0.0249977384359	0.0123441681534	0.845512709966	0.105131187843
t	0.000776900081143	0.00292045416386	0.00258576587956	0.00997477007863	0.0044966288278	0.936214649989	0.043030797481
t	0.000440557843381	0.00171866453295	0.00162210946852	0.00807352562621	0.0103614107959	0.887968806663	0.0898149321603
o	0.00221736429446	0.00570930857765	0.0166086248895	0.0507111815421	0.0546440852653	0.753724265554	0.116385172053
</S>	0.00395353734723	0.00946403278882	0.0313037314448	0.0905976207711	0.0910392426327	0.690363162777	0.0832786480265
