 	credo	che	stanno	ancora	svegli	</S>
p	0.9924623	0.00329013865	0.00060641114	0.000420778655	0.00089279003	0.00232751955
i	0.983893066667	0.01094873765	0.00108400390667	0.000863509161667	0.000998779466667	0.00221188706667
s	0.750542622222	0.230150481217	0.0104535740689	0.00196880048722	0.00174242507889	0.00514211350556
t	0.478815960741	0.480858427072	0.0254861736896	0.00437060212907	0.0038778073263	0.00659101483519
è	0.298520279247	0.657615109024	0.0317222905632	0.00589880754302	0.00349042430877	0.00275308923406
o	0.147754425416	0.773358603008	0.0445603711877	0.0171048738477	0.00557212816959	0.011649596367
k	0.0911583748053	0.728614801003	0.116665170396	0.0196510328492	0.0270333057232	0.016877303789
a	0.0555210679351	0.549479763668	0.319842823465	0.0357466585164	0.0305173264411	0.008892347163
s	0.0422299353117	0.287225477889	0.578950687822	0.0445629398388	0.0358006100137	0.0112303159543
t	0.0203329897706	0.17097230263	0.732545529274	0.0250407939463	0.0392541774046	0.0118541708848
è	0.0124258576902	0.11246631121	0.789872816425	0.0642025749821	0.0160501420015	0.00498229427493
o	0.0214220083301	0.0560881764033	0.614151322142	0.251968401661	0.0134432028005	0.042926891505
n	0.0236204381434	0.0331359740344	0.295604779047	0.27449799922	0.315141334267	0.057999429835
e	0.0161537004145	0.0170913905781	0.164631308016	0.367963698407	0.409586312422	0.024573512945
a	0.0197386221382	0.0125520140594	0.107484249772	0.416350769469	0.407237238474	0.0366370179817
n	0.0138628370461	0.00650052445313	0.0387797911573	0.169045435156	0.731845702825	0.0399656634939
k	0.0646201223487	0.053373367051	0.100655471186	0.175340453719	0.587433125608	0.0185774403313
ò	0.0819616097496	0.069592625117	0.126425997062	0.482399284573	0.225357009869	0.0142634734438
r	0.0284661873832	0.0241405402957	0.048989163054	0.522617104858	0.360786436623	0.0150006008146
a	0.0279967342944	0.0181103815886	0.0907942283847	0.448911644953	0.394981663208	0.0192053669382
a	0.0641929147648	0.0437254228629	0.158526422795	0.458759908318	0.225526372069	0.0492689576461
t	0.0788747282549	0.0571009189543	0.125341298932	0.261653653439	0.392820024023	0.0842093872154
s	0.064112866085	0.0516314869848	0.101513104311	0.34585670848	0.362151720008	0.0747341577385
ù	0.047201288695	0.0407095506616	0.12217566477	0.52859353616	0.150890415336	0.110429579913
n	0.0256341779317	0.0197234315872	0.0883713512567	0.358893257053	0.324392225112	0.182985586638
n	0.0107938375439	0.0084187837624	0.0383573314189	0.159865579351	0.382352048371	0.400212465546
i	0.0280339323813	0.0157525527875	0.110358421806	0.229296355117	0.197969806124	0.418588950182
t	0.0326916760138	0.0169533573958	0.127381812002	0.220013453872	0.181868128708	0.421091578394
i	0.0782934605579	0.0564677949319	0.127061288734	0.184341273457	0.136810666569	0.417025519465
</S>	0.139936070279	0.104212097466	0.189885634367	0.257841286728	0.0774702887845	0.230654599732
