 	sul	muro	vuole	uno	specchio	</S>
s	0.97334653	0.0130526835	0.0040442012	0.00012646158	0.00349877555	0.00593133625
t	0.95167541	0.0190246068333	0.00832180926667	0.00157784365667	0.0130957596833	0.00630456841667
o	0.747643903333	0.0459694476111	0.0364180950889	0.127408674452	0.0306050268944	0.0119548411389
t	0.377358367778	0.339324572537	0.0581915626963	0.167900592309	0.0414297359648	0.015795173713
ì	0.150786963926	0.634421390846	0.0981154752321	0.0623217055947	0.0460046006549	0.00834985493767
c	0.0770776189753	0.663251063615	0.155406408411	0.0309792505316	0.0526820482183	0.0206035993459
h	0.0325632065251	0.488569471205	0.116218339137	0.293592011511	0.0407790100728	0.028277991782
o	0.0297396480417	0.238904820402	0.151053469379	0.46013333717	0.103078252691	0.0170905142607
t	0.0285450149139	0.120081710801	0.44386629646	0.237770740823	0.157023457564	0.0127127707536
è	0.0106675752046	0.0503118775003	0.72314301882	0.0986571153743	0.108765806521	0.00845459871787
l	0.00463748643487	0.0215687854001	0.82695017294	0.0614400664581	0.079352029507	0.00605146870596
i	0.0152716251783	0.0265106614667	0.633737904313	0.0561965001527	0.239088403169	0.0291949055687
o	0.0301309633928	0.0319794198222	0.348455288104	0.0520353690509	0.48095055439	0.0564484235229
j	0.0235171171309	0.0173480030407	0.284941036035	0.0317801946836	0.598016604797	0.044397065841
e	0.0270421337103	0.0210295527802	0.294088825345	0.0206974025612	0.574528924932	0.0626131766137
l	0.0267878059368	0.0217268751401	0.209136005115	0.0113102507204	0.665577764977	0.0654613288046
ì	0.00983651067893	0.00805069836003	0.169580128372	0.0332364351068	0.738461788326	0.0408344555349
</S>	0.00566334433947	0.00513376983002	0.224795829186	0.0600915875534	0.655754144163	0.0485613117675
