 	Marika	non	ha	mangiato	mai	un	rustico	</S>
e	0.994190265	0.0023681154	0.00094709065	0.00032474341	0.00027131535	0.00025194968	0.000701457155	0.0009449967
M	0.955653041667	0.0167043724667	0.0142472591833	0.00322295609	0.00083193036	0.00277846470667	0.00353813345167	0.00302384023333
à	0.790529633889	0.132509287489	0.0489168347278	0.0112511166967	0.00231834562	0.00479851440222	0.00574031388389	0.00393598557778
r	0.509685717963	0.408401902496	0.0510441445759	0.0129102075656	0.00334484477333	0.00380713970074	0.0075131693613	0.00329290149259
i	0.240361570654	0.446949357499	0.218594127859	0.0561621571885	0.0101345103244	0.0147728496336	0.0095457262871	0.00347972989753
k	0.113027698218	0.2896068125	0.462478889286	0.0854786323962	0.0131658452748	0.0232323342112	0.0102499732624	0.00275983273251
a	0.0686660422393	0.191465784167	0.622688963095	0.0711681024654	0.00998184392493	0.0189199200704	0.0096172336208	0.0074921281775
e	0.0530984102464	0.0782144397223	0.750272154365	0.0763473158218	0.00919613030831	0.0135227123568	0.00684875530693	0.0125000773925
n	0.0472606558155	0.0287182903408	0.755468318122	0.132991118607	0.00916852426944	0.0110538854523	0.00658914233564	0.0087500401975
è	0.0170261196618	0.0157634745469	0.697999039374	0.235741396202	0.0124279505898	0.0115083371508	0.00592375937855	0.00360992467583
f	0.00589697836393	0.0113060505156	0.603134433125	0.334702895401	0.0280002425299	0.00983491571693	0.00447181489285	0.00265272950194
a	0.00267295090798	0.0127522911719	0.407037541042	0.440151815134	0.0693070341766	0.054883633239	0.00701882446428	0.00617596390065
m	0.00159772211933	0.014425556724	0.199389830347	0.560564805045	0.135083001392	0.0735058360797	0.00861765408809	0.00681563046688
è	0.00070040773311	0.00796513574133	0.0934814491157	0.563040051682	0.261669103797	0.0644232456932	0.0058090671627	0.00291153033896
n	0.00034506719537	0.00443653218044	0.0460743953719	0.501278777227	0.380109324599	0.0601700852311	0.00569777625423	0.00188802429632
a	0.000506182806123	0.00919765749348	0.0318069574573	0.378008039076	0.4620154282	0.101534379744	0.0137380634181	0.00319330209877
m	0.000579784228708	0.0124483324978	0.0198412864858	0.214467516359	0.607395142733	0.117993668581	0.023330012806	0.00394426946626
a	0.0012640102029	0.0198750894993	0.0276489204953	0.148046658786	0.568113744244	0.211451601527	0.019633643402	0.00396635608875
i	0.00478869620097	0.0398434548331	0.0370768331651	0.097245827262	0.397973898081	0.386772357176	0.020904553934	0.0153943876962
a	0.0208645767337	0.0390086682777	0.0303569273884	0.0573645960873	0.26257758936	0.527173475725	0.0223257283113	0.0403284608987
r	0.0235082681112	0.0237302494259	0.0217587884628	0.0309148866958	0.134540469787	0.475233581908	0.25006408877	0.0402497059662
ù	0.0105712881037	0.0176902344753	0.0126368388209	0.0201718412319	0.0906536865957	0.502556760636	0.326626390923	0.0190930112221
s	0.0057563343479	0.0111890012251	0.0077932934203	0.0132506905106	0.0637053275319	0.708537376879	0.178630284974	0.0111377333074
t	0.00213489365263	0.0121742571417	0.00397231075343	0.00950612810353	0.087177977844	0.701604815626	0.157956431658	0.0254732017691
i	0.00207079787421	0.0214109643806	0.00757824505114	0.0230957352012	0.118247235948	0.664950558542	0.128932073886	0.0337143902564
k	0.00196784617574	0.0167450080269	0.00757332565038	0.0231345038404	0.0769692956493	0.446712378847	0.401002234629	0.0258954140855
o	0.00280708390958	0.042047573909	0.0230474435168	0.0358389407201	0.0654827955498	0.234042015616	0.578356134876	0.0183780596952
</S>	0.00460616425479	0.0750020569545	0.0422437367584	0.0599022628601	0.0896731577749	0.231016982808	0.485571117438	0.0119845838476
