 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.0869712862	0.0889669404	0.1010537184	0.0995446636	0.1304983399	0.0979602158	0.0977186224	0.0980476894	0.1135318678	0.0857066579
a20	0.101204467533	0.0945803092	0.107057285067	0.103957827867	0.147907903033	0.0971235450667	0.100588376333	0.0881064759333	0.100720475533	0.0587533338333
a31	0.110180680311	0.0900138768	0.094527796689	0.0998316697557	0.157811232078	0.102452889156	0.108257093378	0.0821047167778	0.097995556711	0.0568244894111
a21	0.0949168971703	0.0767739009333	0.0878372814297	0.102074232185	0.162222808026	0.112844350119	0.111125583459	0.0879727342593	0.105771279037	0.058460937137
a31	0.0899428281234	0.0693147513778	0.0846983803432	0.101330234195	0.161781486675	0.11412201164	0.108334427953	0.0964471428198	0.115530477146	0.0584982549123
a13	0.0818244274411	0.0635115138593	0.0816457648477	0.085267968665	0.164441709158	0.115163647347	0.108283714918	0.104510660807	0.129502116382	0.0658484702708
a31	0.066957260547	0.0548865483531	0.0758951414826	0.0741137460217	0.170870538386	0.122758020716	0.118452107039	0.115320161936	0.134511938327	0.0662345288569
a6	0.0560587636757	0.041724315651	0.0553875385209	0.0653527154739	0.175739110262	0.124041001705	0.13049934128	0.131311141179	0.149401863442	0.0704842088523
a46	0.0459167998986	0.031643135617	0.0418051416003	0.0628659790246	0.183263408487	0.130841784235	0.133873452293	0.139153960126	0.159114333414	0.0715220193841
a31	0.0437736490129	0.0281462092057	0.0377135970668	0.0579618012082	0.181967480762	0.142978369078	0.141634983498	0.135261523442	0.148683813271	0.0818785899614
a46	0.0403263611376	0.0257524264019	0.0331747525289	0.0499864835161	0.181548067787	0.132352093859	0.144827335366	0.134667674414	0.161755488557	0.0956093239538
a11	0.0311400839392	0.0220588978673	0.0265432354163	0.0435221118854	0.204869505729	0.12146263732	0.156249135055	0.135573887938	0.171301523652	0.0872789815179
a37	0.0263967919397	0.0203936240891	0.0254194488188	0.0425302990618	0.209024212776	0.123976932107	0.174376188285	0.137521850179	0.158573702417	0.0817869561926
a18	0.0266028582466	0.021547426363	0.0276445103196	0.0464770212273	0.186738314325	0.123995020436	0.183895079562	0.139215922393	0.160966934539	0.0829169297509
a46	0.0298600226155	0.0252496930477	0.0309206088265	0.0519377863158	0.165675320175	0.125056459279	0.178350129321	0.132465908931	0.174336897246	0.0861471934503
a31	0.0395041290052	0.0358570385426	0.0390262996288	0.0524686006586	0.163785742992	0.13308695496	0.15401391664	0.123280123177	0.162762486882	0.0962147198168
a20	0.0425812277151	0.0406254307342	0.0414213781096	0.0472325182929	0.158763728597	0.139574993387	0.14222228308	0.118784914859	0.147581504494	0.121212022539
a35	0.037574734445	0.0362818217181	0.0363792868365	0.042600851191	0.142944060466	0.142478213596	0.144136700493	0.130311678353	0.139807044431	0.147485607313
a6	0.036903089655	0.0357494680927	0.0361578267788	0.042903488617	0.137768275089	0.139098950332	0.129150468231	0.127829874651	0.13519816001	0.179240405838
a13	0.038094331565	0.0373113579842	0.0402729677263	0.050347945499	0.141165064163	0.132463355244	0.105777690877	0.11716044915	0.155355179337	0.182051676946
a28	0.0386920225883	0.0378771755481	0.0418078415088	0.0555132259263	0.153208714121	0.131880965015	0.0983969256923	0.122916364783	0.169464167446	0.150242614315
a31	0.0451731695294	0.0421131691027	0.0441304155296	0.0545952041354	0.148193546507	0.124505697072	0.106085944097	0.125906043594	0.165959392815	0.143337424505
a10	0.0488175097098	0.0453024915076	0.0462331044565	0.0513661680118	0.131279000969	0.114306887057	0.103907333499	0.130265852531	0.166373232938	0.162148422502
a24	0.0464154601499	0.0450303877759	0.0451851296988	0.0486614619839	0.12801032359	0.110480211359	0.099004937833	0.137345216444	0.167867912579	0.171998953434
a31	0.0555638190966	0.0521248296786	0.0532936587263	0.0561286708346	0.11181999653	0.105677209193	0.0964536060777	0.131126131015	0.15867040646	0.179141662678
</S>	0.0637079885483	0.0576929208893	0.0601276201632	0.0630236369873	0.096883144265	0.101279885046	0.0923249179389	0.123324574407	0.15343491023	0.188200390639
