 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
a8	0.0582556252	0.0655470813	0.03776210272	0.075726818	0.0828936718	0.1073025335	0.1091206119	0.1026486168	0.0947073572	0.1480726144	0.1179629672
a31	0.0806651560867	0.08506529962	0.0371904701333	0.0736282542	0.0901349320667	0.1134932131	0.1095820433	0.1072236706	0.0856444674667	0.127252396267	0.090120096
a20	0.0936731505622	0.0976386572867	0.0395113204511	0.0802821215333	0.0956733337556	0.1283903745	0.1032809175	0.0984254767333	0.0759715928889	0.115838441956	0.0713146122667
a46	0.0780008946341	0.0861046958556	0.0324772726104	0.0933515811111	0.0966951743852	0.1370860597	0.0963112251667	0.0867050338644	0.0703730742296	0.112379639985	0.110515350822
a10	0.0688337426114	0.0792695603519	0.0292868650035	0.103144199037	0.0830206937951	0.1146921115	0.0875708117222	0.0793054590415	0.0696706816765	0.129363973328	0.155841896074
a17	0.0665584028705	0.0818300289173	0.0306298918012	0.105913523346	0.0688169113317	0.0965235416333	0.0859255010407	0.0777726366538	0.0720035702922	0.143365852443	0.170660123025
a31	0.0694434533568	0.0889574072391	0.0326070315871	0.102355356582	0.0591787554439	0.0915363728444	0.0933931380469	0.0876119893246	0.0768566086974	0.142493989814	0.155565883008
a20	0.0653316777189	0.0884901697464	0.0337836105624	0.0900914953273	0.0521817118813	0.0843658268481	0.110596095716	0.101848522242	0.0869938698325	0.159282860938	0.127034154703
a8	0.0491330361063	0.0737773085821	0.0286837419675	0.0766350157758	0.0484171930271	0.0730228604827	0.131309814172	0.117363407214	0.0867121504108	0.174282181979	0.140663291601
a20	0.0459656153021	0.070491924594	0.0289714108958	0.0704356831919	0.0473064387757	0.0690810778942	0.137751509057	0.121826778671	0.0775619816036	0.15953303926	0.171074543534
a31	0.053243777034	0.0789192389313	0.0360514327386	0.0694422845973	0.0468252448586	0.0679230071647	0.130037719886	0.11427340369	0.0753343934679	0.15595628362	0.171993209378
a39	0.054295313878	0.0837174045104	0.0412225592462	0.0669160077324	0.0449845279862	0.0627808934682	0.125220143895	0.117688580297	0.0775422924226	0.179640563673	0.145991710859
a31	0.054190158226	0.0808088903035	0.0448618215487	0.0643221253108	0.0452399969954	0.0559453671361	0.126743852565	0.122310578699	0.0768803422075	0.180896571624	0.14780029862
a33	0.0567785571753	0.0767571301012	0.0480328695829	0.0621169427036	0.0473879633985	0.0536948235454	0.117454095388	0.1214589179	0.0909843660692	0.180458213408	0.14487611714
a31	0.0620425990918	0.0821714925004	0.0638957123943	0.0666502910345	0.0510813988662	0.0533757674485	0.100385681863	0.1095189001	0.0963238083564	0.187967745469	0.126586595313
a18	0.0673101328573	0.0884521569668	0.0799395869314	0.0710461963448	0.0527295126887	0.0514309818828	0.0960662567543	0.102030545833	0.0860105941855	0.176312667023	0.128671360704
a31	0.0704135949124	0.0893945999889	0.0941302949771	0.0716162295149	0.0540571790962	0.0521630310943	0.0930222289848	0.0982696689443	0.0852532204618	0.167614439208	0.124065505368
a23	0.0692428894641	0.0843039081963	0.0983098749257	0.0708997834383	0.0566694586321	0.0553732094314	0.0977397216616	0.0963257946481	0.0955220446206	0.159616927736	0.115996387923
a31	0.0699190761814	0.0801816867988	0.0990240809752	0.0699193602794	0.0595876522774	0.0577363167438	0.100017050421	0.0973140406827	0.101446911674	0.152611546579	0.112242280641
a39	0.0719634277138	0.0794080775663	0.106411122058	0.0703398535598	0.0615135674925	0.0567072848479	0.10366831674	0.0973075768942	0.0989223804247	0.146372307793	0.10738607108
a31	0.0762022329579	0.0807484000221	0.104871907486	0.0695890857199	0.0629776929642	0.0563598766826	0.10736635678	0.0984095285647	0.100887704008	0.137349762531	0.105237437827
a24	0.075967153546	0.077665380474	0.0946058290953	0.06917706524	0.0650807435881	0.0583421560275	0.115903232127	0.103387746188	0.106338116069	0.130989380977	0.102543199609
a20	0.0689916173153	0.0718131448247	0.0827834460984	0.0669104789467	0.0654898029294	0.0660423348758	0.127708216242	0.110560688663	0.11438645869	0.127515866726	0.097797944603
</S>	0.0707771726176	0.0737467472124	0.0809049601492	0.0657181412734	0.0652960802647	0.0726054634379	0.122357331821	0.107452821832	0.113545791845	0.128225338263	0.0993701413015
