 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.22369518708	0.09546415014	0.0698746397	0.0841470464	0.0965930226	0.1028772085	0.1951354495	0.1322132888
a24	0.28275035808	0.109973692407	0.0733958158333	0.0919128598	0.0827004149333	0.0892463970333	0.164566094233	0.105454361533
a31	0.30176592336	0.138539212136	0.0823894996111	0.106940190667	0.0884328642444	0.0741707454111	0.124758732278	0.0830028367777
a17	0.27004865952	0.138290198579	0.0924079634037	0.107027439356	0.0904776778815	0.071385284737	0.127147195559	0.103215599459
a31	0.244279933573	0.139426820926	0.0981572002679	0.110625733185	0.0853309461605	0.069298508379	0.140654968186	0.112225901153
a37	0.240124678524	0.139625333509	0.078481414956	0.107906752995	0.0855965441868	0.0590584313263	0.151046963062	0.138159892018
a10	0.231753458175	0.120118482436	0.055889210652	0.0845210619983	0.0815955173956	0.0548502204421	0.179880656354	0.191391399039
a31	0.263395048058	0.125737501212	0.0451087911507	0.0677414218328	0.0725413829319	0.0527578687474	0.190549427118	0.18216855308
a20	0.293580603886	0.121283588671	0.0401107673769	0.0599961370309	0.0644129647573	0.0457938355158	0.186654838573	0.188167266227
a33	0.297987345562	0.0964923979903	0.037634757919	0.0515389543303	0.0583411096324	0.0359830766386	0.217006478991	0.205015889076
a20	0.310661847921	0.0950532082968	0.038744898173	0.0432698333768	0.0530279549441	0.0305510335795	0.23163692393	0.197054307959
a31	0.340677226974	0.106941825299	0.0376729772577	0.0393638055923	0.047271213048	0.0296211800932	0.214720672243	0.183731100853
a5	0.385869008991	0.106420505833	0.0360429728259	0.0393654831774	0.042484927816	0.0326474628977	0.202340381281	0.154829251318
a17	0.395052559664	0.091835138011	0.0380362279153	0.0392067797725	0.0415230760053	0.0356283784992	0.206206547827	0.152511274873
a11	0.372907009221	0.0876266926703	0.0455290287518	0.0405630326575	0.0435672351684	0.0427847289664	0.212893894676	0.154128358291
a10	0.356466336207	0.0904070041568	0.0536402957306	0.0484405099525	0.0505883726895	0.0639219159888	0.197217293825	0.139318263964
a31	0.362961671202	0.0881353764189	0.0581028000702	0.0540502367175	0.0566084177632	0.0685682696629	0.177814593542	0.133758629521
a24	0.328311838134	0.0861660858396	0.0665689929901	0.0567336320725	0.0601399636811	0.0703773209543	0.191723682114	0.139978471907
a46	0.255031240711	0.0929817556799	0.08160825163	0.0682938733242	0.072099691987	0.104742063851	0.189205731038	0.136037378102
a20	0.21449676357	0.10370613316	0.0914489440833	0.0883111537747	0.0892588770623	0.13309830335	0.157895616679	0.121784198967
a31	0.198536863123	0.112040629667	0.0983119156744	0.0964577092916	0.0915352402874	0.12096951325	0.157476654226	0.124671466456
a20	0.179434592574	0.114110009369	0.108731737158	0.0978905213972	0.0874346522291	0.119268584617	0.158727315409	0.134402571619
a31	0.163889228325	0.118725583856	0.113785832986	0.100317279199	0.0876028884097	0.122762214272	0.15427097487	0.13864599054
</S>	0.166865563362	0.124836926528	0.113326797293	0.0983166586995	0.0857900842049	0.109753918636	0.160713151035	0.14039691027
