 	che	non	li	aspettiamo	</S>
a20	0.256838945	0.25117191	0.2264351939	0.1431357064	0.1224182598
a8	0.286734015	0.281469392667	0.201654445913	0.123282047897	0.106860111033
a7	0.309286989667	0.285150754889	0.188121426204	0.123597915266	0.0938429271377
a35	0.306624936822	0.255879740296	0.183850626488	0.162706509907	0.0909381936059
a46	0.271851242541	0.244560794765	0.187457413629	0.204263330638	0.0918672177753
a31	0.270067252847	0.244106384255	0.18445337681	0.191399033906	0.109973964232
a11	0.272542494949	0.240837610752	0.176265697003	0.172484920075	0.137869291637
a31	0.27128926965	0.242072600251	0.175092120534	0.164071741892	0.147474269506
a0	0.27408093655	0.239959913684	0.172696751978	0.161607794764	0.151654602769
a31	0.256810032183	0.246021790828	0.171772172659	0.159175694255	0.166220308256
a30	0.233234121394	0.249646180943	0.167320627953	0.151849604618	0.197949464152
a0	0.213342897131	0.248276759648	0.158013026718	0.146496441673	0.233870877117
a31	0.236642330377	0.232233903883	0.149421472173	0.142509635958	0.239192670572
</S>	0.266551552189	0.217267148942	0.143868325486	0.142027224179	0.230285774686
