 	la	pasta	vuole	sale	</S>
a20	0.184949286	0.2101393184	0.169921983	0.242368091	0.1926213149
a31	0.213211572333	0.218687467067	0.163968297	0.252904353667	0.151228303033
a37	0.244122435111	0.236325357689	0.163491199	0.245315796956	0.110745196478
a46	0.24687792037	0.23465045723	0.155190877267	0.246279466719	0.117001268426
a3	0.236321007057	0.21462300441	0.140563520356	0.257357256906	0.151135204942
a27	0.199923636952	0.185010624803	0.137309657919	0.279526084302	0.198230010581
a8	0.187295646917	0.170968526934	0.141293569573	0.280045335834	0.220396941527
a31	0.179853047906	0.164013334978	0.144649264258	0.270642711011	0.240841646509
a18	0.150518333302	0.153720869659	0.136626708953	0.281984531004	0.27714955217
a31	0.140111022767	0.151492438553	0.141417672251	0.276292102335	0.29068675539
a23	0.141565277789	0.143060058318	0.145917307417	0.270554198112	0.298903150463
</S>	0.136911711695	0.131366098359	0.137407970708	0.278875798056	0.315438409232
