 	non	aveva	da	stare	</S>
a37	0.1884706014	0.1769514132	0.1712041337	0.2970084033	0.1663654496
a38	0.210373108467	0.172212870533	0.152309713233	0.3104662371	0.154638073733
a24	0.217462959489	0.163392168511	0.113921980278	0.370814906767	0.134407989978
a8	0.19531332883	0.14197649677	0.0871385273927	0.429633079322	0.145938578393
a17	0.191838982277	0.143420348723	0.0895881489642	0.412636358441	0.162516170998
a31	0.188060905759	0.147697200108	0.0947234675881	0.419684108147	0.149834329466
a20	0.162969337653	0.127939276636	0.085245007396	0.467135816716	0.156710582289
a8	0.141561859284	0.114956154879	0.0852926316653	0.468804862239	0.18938451363
a31	0.142672012095	0.127611154693	0.108306223155	0.426175761746	0.195234858543
a20	0.151959689365	0.140045548431	0.128527854385	0.390613279582	0.188853624181
a31	0.152506757122	0.13480015941	0.124998003995	0.360557073527	0.22713799506
a8	0.156441409707	0.138651931537	0.134655385132	0.330018200842	0.240233055353
a31	0.164629822702	0.150727184379	0.151997193911	0.281810603747	0.250835181784
</S>	0.170309013551	0.156361305989	0.151743356755	0.246386802073	0.275199515892
