 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.0990692956	0.0882250987	0.0824321555	0.1259656146	0.0533118421	0.1430741266	0.2334414136	0.174480463
a31	0.107864699733	0.0952188852333	0.0810024137667	0.128877130867	0.0445499611	0.137232848	0.2518547134	0.1533993622
a8	0.127174979644	0.109745166344	0.0933679547222	0.138365060289	0.0459868048333	0.1289718978	0.2212924676	0.135095678667
a31	0.139578741881	0.118845258048	0.116243296774	0.148306580363	0.0508693901444	0.1177058182	0.203282472867	0.105168448289
a20	0.14880920236	0.108815716349	0.128666395458	0.150828281054	0.0526010734215	0.110650414933	0.199124146956	0.10050476143
a31	0.150186689853	0.0955917358497	0.127640666019	0.160843380751	0.0541253510672	0.113861092111	0.181732955985	0.11601810921
a24	0.127524769244	0.0828921416832	0.11306119134	0.171157531117	0.0516744834557	0.11570553037	0.189100805728	0.148883550403
a31	0.111258455241	0.0708068359411	0.09465397148	0.174461800506	0.0479324228319	0.112341649257	0.207308183376	0.181236699668
a28	0.100419727	0.0610815318004	0.08106177686	0.180133984302	0.052891051184	0.107436926352	0.224451568525	0.192523451123
a17	0.08267182756	0.0529176707335	0.0660087955533	0.172368679601	0.0568408175013	0.094625184184	0.269053213842	0.205513827474
a31	0.08245521576	0.0545468978045	0.0690551651178	0.160093725834	0.0587903113004	0.085083179728	0.296429245947	0.193546270291
a28	0.0833000197867	0.0537230914015	0.0679834487393	0.165746188945	0.0642890952735	0.0829690039093	0.299624799982	0.182364371264
a13	0.0760368939289	0.0526613479338	0.0566166626798	0.171176529182	0.0645350109978	0.0720472284364	0.312254925327	0.194671420388
a31	0.0757201639096	0.0554040213113	0.0587624690933	0.166215450794	0.0715461516659	0.0721323172121	0.305229445442	0.194989990129
a23	0.0785383039699	0.0581494661504	0.0608716454311	0.169120312198	0.0810640280886	0.0819371970707	0.289740670814	0.180578387443
a31	0.08156558759	0.0626035440301	0.0652739185437	0.167038184866	0.0846331604962	0.0861314983569	0.281977172938	0.170776935014
a18	0.0889406300633	0.0673511296767	0.0697241147146	0.155453347289	0.0874814842987	0.0849779273856	0.269761852646	0.176309502138
a31	0.0988764951544	0.0753182092256	0.0769224876382	0.14576554703	0.0989099044329	0.0892409790619	0.244676987215	0.170289389179
a18	0.109426856518	0.0847571073419	0.0864893462794	0.13723306841	0.114844603278	0.0966455088206	0.213552377738	0.15705113866
a31	0.112716729839	0.0922437000473	0.0950643850265	0.129896721337	0.120915303426	0.102450475007	0.191535244979	0.15517744782
a24	0.112231058746	0.0948724308158	0.0994803238755	0.122688968046	0.130073990342	0.107626810869	0.179324497393	0.153701923273
a17	0.103540654182	0.0914385553386	0.0961606512918	0.124221082149	0.148309206781	0.113020072223	0.176773189131	0.146536584824
a20	0.0888875240073	0.0902798048529	0.0998275106973	0.131918523783	0.152811241527	0.126843886408	0.171225022377	0.138206480941
</S>	0.0842985804237	0.0912061296365	0.102714550749	0.135761489891	0.146388202663	0.134687218604	0.167234608189	0.137709214871
