 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.0923160547	0.1238887961	0.1026777918	0.0915790165	0.1129309276	0.1072040731	0.1047795051	0.131907911	0.1327159327
a31	0.0971905407	0.145468752367	0.117874619267	0.0950241553667	0.1277254516	0.102772181367	0.0985980579667	0.123523567667	0.0918226951
a20	0.105766319433	0.138612562589	0.137787368156	0.114651308989	0.1432146416	0.095653470389	0.0891378872556	0.105922723156	0.0692537345667
a29	0.097575865611	0.133163838596	0.169407109385	0.143907544996	0.138479899533	0.0929945291963	0.0777542418852	0.0873403273853	0.0593766506556
a37	0.087840899537	0.129334851332	0.180721537128	0.153538736732	0.120755466578	0.0932830740654	0.0728526291617	0.100331075328	0.0613417222185
a8	0.076754966179	0.111920652211	0.158312334709	0.140514638644	0.113668802993	0.106374597555	0.0809285238539	0.128813765909	0.0827117139395
a20	0.0715727215263	0.10350044897	0.146079485903	0.127733585748	0.108886238198	0.119973188852	0.095780744618	0.130094938436	0.0963786502465
a31	0.0782890491754	0.116754378323	0.153573935568	0.126456571449	0.0972585573327	0.106924185284	0.101670301939	0.129349533145	0.0897234810822
a29	0.0730178427251	0.121242845974	0.147561754789	0.119107178483	0.0866724172442	0.093435110628	0.10666520098	0.161050045248	0.0912476054941
a37	0.0633457578417	0.114935567458	0.136905694263	0.107658226494	0.0820911817481	0.091272064076	0.113197232327	0.194029539749	0.096564746498
a29	0.0616150732539	0.114484317219	0.137034257754	0.102606170165	0.079300043916	0.0892574149587	0.115387776976	0.20616415925	0.0941507868327
a31	0.0624073839246	0.12251180854	0.156266757585	0.109984953922	0.0779799225053	0.0858491872529	0.110730555792	0.18862946175	0.0856399504776
a20	0.0593936017415	0.12611078998	0.173763835195	0.123953546841	0.0763265526351	0.0884000864843	0.105465614864	0.173145599783	0.0734403698259
a31	0.0538278564405	0.13170559846	0.185878370398	0.128621887147	0.0758814782784	0.0959052797614	0.0966934027547	0.161340743994	0.0701453918753
a37	0.0502408771935	0.140554484687	0.197490569466	0.126946294449	0.0732580214928	0.107206552654	0.0888110534516	0.138183206598	0.0773089324918
a46	0.0457849170178	0.135286080496	0.191509969822	0.129960295616	0.0704989920309	0.124966882951	0.0940658888839	0.128254532599	0.0796724360973
a31	0.0458415670059	0.148915620899	0.195322017941	0.119509496272	0.0732119379436	0.13739287673	0.086296624428	0.1143330322	0.0791768177658
a0	0.0484974293353	0.157251091766	0.197807983314	0.099051130424	0.0779356113812	0.141591188657	0.0825237041427	0.1045750914	0.0907667461886
a31	0.0515003956451	0.156911505055	0.199785206438	0.0925196998747	0.0751391309271	0.141040869332	0.0807474468476	0.110623942333	0.0917317839295
a1	0.055836903995	0.163611846552	0.196000748813	0.0826866227582	0.0760454659757	0.144690728957	0.0777828192825	0.113722729578	0.0896221211765
a13	0.0523450218117	0.152764559317	0.179434962938	0.0747216205194	0.0938642606586	0.150871783052	0.0880000106942	0.109572591459	0.0984251831255
a39	0.0445758673706	0.136761023906	0.184181989646	0.0887302708398	0.104195918353	0.151431330217	0.0895705106981	0.104198201753	0.0963548868418
a18	0.0414366163569	0.123618953702	0.199138245215	0.104390766347	0.0930741833177	0.150439225206	0.0866815298994	0.104689870384	0.0965306127473
a8	0.0439140441523	0.112307598234	0.180583103072	0.104725063849	0.0872682620392	0.144145172669	0.0916382357665	0.125503528661	0.109914998249
a28	0.0437676661174	0.108278957278	0.157061110357	0.10125706035	0.0886808374131	0.136172079956	0.0932294607888	0.149575834887	0.121976988216
a31	0.0492125190391	0.111560568693	0.149501786586	0.09192217705	0.078832001271	0.127714808652	0.0911430963963	0.162309741896	0.137803286005
a8	0.057193612413	0.104408487431	0.135294169595	0.0828220702167	0.073915874757	0.126695215684	0.0972624921321	0.166467992565	0.155940074002
a37	0.055547765271	0.088978640677	0.127358641732	0.0899807600722	0.0803818528523	0.120233988961	0.101932312444	0.166373133588	0.169212891734
a31	0.0631930050103	0.0868344168923	0.122206469211	0.0946278574241	0.0842794156841	0.102458647587	0.107419764148	0.174541465129	0.164438958445
a21	0.0691933462568	0.0866018144308	0.110362902704	0.086585620208	0.0966057128947	0.100647632062	0.120272690649	0.173999799243	0.155730485748
a31	0.0730491183523	0.0869915370769	0.100493418835	0.084300966936	0.100609502805	0.099569900754	0.12498991655	0.177475037748	0.152520588583
a20	0.0773818732974	0.0894194856256	0.0934872785783	0.0849358929787	0.0960504938417	0.105889748718	0.12629952885	0.175637838916	0.150897858394
</S>	0.0747453785187	0.0869658763128	0.0880914017392	0.0826984536893	0.0995503080208	0.117149223459	0.131529232425	0.162128461958	0.157141683097
