 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.1373619316	0.1249049759	0.1143470019	0.06934653	0.1342206954	0.2140855315	0.2057333227
a31	0.1672087076	0.146975033167	0.1240928869	0.0568456037333	0.109711882467	0.204856324967	0.190309559233
a29	0.2040520412	0.164000914589	0.161531958767	0.0520702461111	0.099204631089	0.177166522389	0.141973687011
a24	0.2331924284	0.168258036863	0.182887259589	0.052628157137	0.099183384363	0.154741220596	0.10910951267
a18	0.244096448133	0.175198850021	0.17386730253	0.051604537779	0.0928127255877	0.144567818732	0.117852316757
a31	0.234053993378	0.183358958207	0.179660963843	0.0569619927597	0.0863667369292	0.140328802111	0.119268535586
a13	0.214250593793	0.177916989602	0.185563152548	0.0640951853399	0.0783097372164	0.146838033237	0.133026300329
a11	0.185172840664	0.154893312534	0.158492949983	0.05915178928	0.0779097087988	0.173322837679	0.191056567243
a8	0.160005807621	0.133794352645	0.120934437594	0.0503513087733	0.0839178709863	0.20742899016	0.243567230414
a31	0.146919540207	0.127813342082	0.101324337865	0.0533371789244	0.0870124063621	0.229045989387	0.254547205938
a24	0.145981494402	0.127282174094	0.0951604496217	0.0573279773081	0.0945387163207	0.228932022462	0.250777171513
a31	0.136740186201	0.116252327431	0.0915128322739	0.0723416873027	0.10385811084	0.226277029087	0.253017831838
a39	0.1248889822	0.106837729944	0.086675633958	0.0827842072342	0.112283871613	0.236033168629	0.250496417946
a20	0.123480453067	0.109482435248	0.0841402412527	0.0810432984114	0.121762181471	0.234589101543	0.245502292915
a31	0.122032413556	0.112284798616	0.0835958984176	0.0966062512038	0.125543674824	0.226065421181	0.233871529638
a20	0.122950692452	0.116567885405	0.0858561857392	0.100407464001	0.125585735008	0.227433116794	0.221198916013
a31	0.125210996551	0.120177621602	0.0909979397131	0.106688136934	0.129035779003	0.220863953331	0.207025573738
a46	0.124522946184	0.119296886601	0.0959203774377	0.115387012511	0.134649472601	0.211319370177	0.198903927913
a31	0.122073595761	0.118242871067	0.102617342613	0.123573059037	0.144191463934	0.196400865792	0.192900787971
a23	0.12116569062	0.118938957956	0.107362416604	0.130954648612	0.159681374378	0.184008951664	0.17788794999
a31	0.121023179207	0.119959146052	0.109601632268	0.131879219871	0.160506549459	0.182689288955	0.174340980997
a46	0.119836136182	0.119345628351	0.112022336623	0.134922542357	0.15658642002	0.174071279318	0.183215647332
a8	0.120430497734	0.12169280505	0.115766014208	0.137417556452	0.15934266954	0.169289388773	0.176061065777
a31	0.116502246498	0.118527569517	0.117434648803	0.141498502484	0.15787668918	0.176788827258	0.171371529259
a38	0.114052743293	0.115106608772	0.115971926734	0.136557648495	0.160295026393	0.175517420753	0.182498633086
a20	0.113193924878	0.114258240291	0.117807515578	0.143053973498	0.155066741864	0.170320714918	0.186298892029
a31	0.116017932773	0.116574751297	0.119006964993	0.142148762899	0.146545110621	0.175111566973	0.18459492901
a20	0.117831295498	0.117581947879	0.118520625531	0.1431486947	0.148643134474	0.169662977258	0.184611335003
a31	0.121665389206	0.12018653434	0.119427044577	0.1431167219	0.145668448825	0.164796699353	0.185139152334
</S>	0.127376435603	0.12411941077	0.119874197688	0.13270350145	0.141475740412	0.168764834676	0.185685867167
