 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.0648725113	0.054429938	0.0638976345	0.0617465965	0.082859251	0.0748593223	0.1296424315	0.0904677872	0.1189434572	0.1309341962	0.1273468734
a14	0.0680372473667	0.0485080931333	0.0617620984333	0.0628267660333	0.0869053443333	0.0764406887	0.1597468925	0.0938477136667	0.1153099642	0.116066615533	0.110548571867
a11	0.0831405960556	0.0520916534444	0.0674285644111	0.0666523897444	0.0914831553778	0.0790830183	0.170523708167	0.0928426850222	0.101204794667	0.100573310111	0.0949760981557
a31	0.0814460048185	0.0508205884815	0.0653304850037	0.0645455121148	0.0889687879259	0.0773404900733	0.183653281122	0.0982373746074	0.095374839689	0.0853058283037	0.108976787852
a46	0.0645115981728	0.0422251378605	0.0498139242012	0.0557316019249	0.078690489642	0.0672087797311	0.186476750374	0.104697906002	0.10609435783	0.0842019826346	0.160347475151
a33	0.0478219161576	0.0328450479002	0.0310686653671	0.0459361053483	0.073595365214	0.0586604604437	0.179433161725	0.107132777801	0.131796043677	0.101134364078	0.19057610381
a23	0.0412591895192	0.0281960487867	0.0240588632224	0.0432897836161	0.075599921538	0.0572067389812	0.183000483708	0.113175726734	0.147552914292	0.103487938326	0.183172401963
a31	0.0484755420397	0.0313853015822	0.0255842863408	0.0444002904187	0.0709404527127	0.0540834042871	0.179637663169	0.115979629978	0.150361955831	0.099843316742	0.179308158514
a21	0.0499531850932	0.0335334522941	0.0257561042269	0.0405528616396	0.0608321877709	0.0476608051757	0.179103049656	0.116309941926	0.14692563461	0.0983329374473	0.201039838411
a24	0.0414298575511	0.0322517103447	0.022870756909	0.0360457132599	0.059383445257	0.0457669822786	0.189336947685	0.116733820042	0.138921081137	0.0910848465824	0.22617484265
a46	0.035309081317	0.0302516286529	0.0214850878697	0.03427339452	0.0628065353923	0.0457036210595	0.194000479228	0.113773292547	0.140114332712	0.0937470106275	0.228535540217
a20	0.0316278065323	0.027930037729	0.0208587823699	0.0357444035267	0.0686255163708	0.0465234265598	0.191113282409	0.113804910182	0.143869355104	0.0953998194758	0.224502659112
a31	0.0374653592774	0.0288227587697	0.0223497164966	0.0357614273889	0.0621253290569	0.0433511126933	0.18905896407	0.123073912727	0.148223983568	0.0866933542919	0.223074075904
a7	0.0364169195658	0.0268117648699	0.0211576845255	0.0298171269763	0.0499795383523	0.0384293784978	0.19780931549	0.128737668242	0.155964889256	0.100596821964	0.214278888975
a10	0.0291705356753	0.0227551858433	0.0185579915952	0.0276864372454	0.0537187593174	0.0414140558993	0.21688553803	0.130092707414	0.156237014485	0.103404612568	0.200077167592
a31	0.0346601016251	0.0238082986344	0.0193423792717	0.0282308410018	0.0510923849725	0.0406645303264	0.220918922543	0.134804238671	0.163109241895	0.0918747065093	0.191494358597
a0	0.0341567534017	0.0236282581981	0.0184856982639	0.0238276030806	0.0393682508842	0.0347401070488	0.215070526141	0.134079256424	0.179772170632	0.108736791376	0.188134590406
a31	0.0339966542006	0.024114493166	0.0197295884746	0.0231908264735	0.0347280467214	0.0312453977296	0.224207806607	0.153859089875	0.175555901544	0.108745998779	0.170626210695
a37	0.0362521721335	0.025660030922	0.0215888355982	0.0239733543245	0.0323195340738	0.0294524572432	0.232587758136	0.169340018225	0.176812603181	0.110161156346	0.141852086165
a20	0.0277825241512	0.0218583163273	0.0191122451594	0.0207676348415	0.0311050813246	0.0295785981477	0.238097970245	0.161607225208	0.191496564394	0.120750995389	0.137842848608
a37	0.0227605768837	0.0184298709291	0.0169923479265	0.0201663351205	0.0337724111082	0.0316560852492	0.237509721348	0.160974019336	0.199807422131	0.122724195836	0.135207020049
a13	0.0204573673946	0.0166219452297	0.0152893776622	0.0200187702935	0.0372071991694	0.0329093280164	0.229983591649	0.157432643512	0.205182293377	0.133756352612	0.131141143043
a39	0.0191461461582	0.0161927121632	0.0150662246874	0.0206514044112	0.0417927668898	0.0342906687388	0.22864249395	0.155042894904	0.198368406459	0.138952289737	0.131854005348
a17	0.0194861241461	0.0170108881744	0.0160107947425	0.0218212944704	0.0453824954633	0.0359627181129	0.22238927925	0.159100756968	0.191762738153	0.135898097946	0.135174803649
a28	0.020377617182	0.0183124283848	0.0178658762808	0.0226396018235	0.0469158723544	0.0386187253043	0.22062584235	0.159894266923	0.179697796051	0.131405947549	0.143646007083
a31	0.0300809521273	0.0243578769683	0.0228187380603	0.0261352789745	0.0456665621581	0.0415944157014	0.232173223317	0.146292182908	0.158467718684	0.12176136505	0.150651673961
a0	0.0367874953758	0.0300730786961	0.0276906825734	0.0292997642248	0.0410210970927	0.0403428039671	0.240253722439	0.130708613969	0.146725589561	0.12387319495	0.153223951987
a13	0.0320894627919	0.029850945212	0.0291134000778	0.0301106789416	0.0405288192309	0.0421147338557	0.24562157208	0.117598418723	0.143652499854	0.138435382917	0.150884094462
a31	0.039482370864	0.035382109144	0.0335487435593	0.0341930636939	0.0452784549303	0.0485610598586	0.241062578093	0.106244517774	0.136359064018	0.134010485239	0.145877552221
a37	0.046325100688	0.0419717806947	0.0399942298198	0.0398208842446	0.0483667862301	0.0514106987262	0.208003200964	0.102158101391	0.133566626073	0.133422144413	0.15496043574
a8	0.0463899754293	0.0463934824116	0.0452508366399	0.0451568629815	0.0507896783434	0.0534656975087	0.172084613121	0.0990160421303	0.139955722024	0.144753545471	0.156743541513
</S>	0.0488927369147	0.0502013328058	0.0482036734199	0.0486768466907	0.0534084602717	0.0559283480543	0.161803236861	0.0976718140652	0.143242884012	0.146424903735	0.145545762957
