 	la	casa	la	costruirono	i	muratori	</S>
a31	0.1116525055	0.0848904412	0.0998307181	0.1329241571	0.1229604203	0.281106179	0.166635561
a17	0.110391285433	0.0753695126667	0.0919011876333	0.140189562967	0.1117567367	0.313196603	0.157195095933
a39	0.137880663544	0.0839254993556	0.0916181398778	0.142910276989	0.104792592233	0.274367032333	0.164505782978
a3	0.153620755315	0.0896639823852	0.0946740026259	0.138825928456	0.105703424211	0.237549119111	0.179962773726
a35	0.165046339972	0.0935051121284	0.093868250742	0.137472601812	0.11318532947	0.207673601704	0.189248756042
a31	0.179787957457	0.0932788269761	0.0832335024473	0.147826758537	0.12289957009	0.198654132635	0.174319247214
a24	0.162757291219	0.0771837312854	0.0710595598491	0.157982677512	0.11747579543	0.215838181945	0.197702761005
a31	0.137406624206	0.0652847960218	0.0644347050964	0.174030480824	0.102754506877	0.225312798382	0.230776095868
a39	0.115527015002	0.0585068431406	0.0592982942788	0.184205357435	0.0941075130923	0.262975781861	0.225379192156
a31	0.107086455934	0.0610375762802	0.0577342695596	0.183128357518	0.0903909245641	0.281545265287	0.219077136252
a24	0.105780624211	0.0662930996934	0.0578648197465	0.185506223773	0.0891587273214	0.275217559629	0.220178933351
a31	0.105738254437	0.0667176546978	0.0588183900355	0.183738487791	0.0858352763071	0.28044593401	0.218705992984
a28	0.102806499879	0.0662658408993	0.0586146399052	0.179900907264	0.0845480671024	0.276617465537	0.231246571795
a45	0.0930009375597	0.0650626489664	0.0606234112351	0.155472458888	0.0880256544341	0.281584684046	0.256230199198
a31	0.11206200552	0.0768394699221	0.071839595745	0.143655542429	0.084176184478	0.287976920949	0.223450277733
a20	0.117622327573	0.0752510686407	0.0725648907817	0.156579281876	0.0778900907593	0.292619742583	0.207472598578
a31	0.119698938258	0.0749066929469	0.0741996075939	0.156191350492	0.0858235961198	0.275076459928	0.214103355726
a8	0.128752841619	0.0839984683156	0.0794327395313	0.143302116697	0.100226745707	0.260287673109	0.203999425042
a31	0.127728425006	0.0957948347052	0.0928468081771	0.135899527966	0.109604443569	0.243566230703	0.194559737014
a20	0.129643026069	0.0963693145684	0.0997772859257	0.142580510522	0.112836715256	0.226193244234	0.192599901671
a18	0.134022835256	0.0872273517228	0.0884686817752	0.147008043907	0.113873633819	0.221850339078	0.20754910589
a31	0.138890399852	0.102275025374	0.101977979592	0.139316835436	0.12745025394	0.195992300693	0.194097185697
a11	0.136647858751	0.112120718725	0.112735345864	0.132009974545	0.13687189818	0.181209132231	0.188405058966
a27	0.135235567884	0.114385280668	0.107929879421	0.133593785182	0.131835352393	0.19379806321	0.183222067655
a31	0.137510150928	0.123983452649	0.11725497954	0.128254587927	0.133195844264	0.179137384203	0.180663593218
a0	0.137319760376	0.13223089337	0.126465400247	0.118120318842	0.143224540955	0.160912651401	0.181726428406
a31	0.137134903125	0.13909911361	0.129323056216	0.112662718947	0.151073238918	0.1477939638	0.182913015469
a18	0.138766555842	0.141221131437	0.131199980939	0.110653484716	0.156737794306	0.133634719267	0.187786347356
a31	0.139696256614	0.142209012112	0.13209034818	0.113248858639	0.156845140369	0.130202239422	0.185708147052
a46	0.137088079738	0.142670045237	0.133573230193	0.11186801488	0.161155225456	0.126499475207	0.187145939084
a14	0.128861284313	0.141499263946	0.136898438198	0.111560779427	0.168372463152	0.139127964802	0.173679818695
a8	0.121691814238	0.138325951515	0.145120493066	0.123368105609	0.161231590384	0.159184976267	0.151077072698
a31	0.121961318146	0.138870519705	0.145996107889	0.122378121803	0.152861680528	0.149396218356	0.168536024699
</S>	0.124678113673	0.142093763652	0.142901780245	0.112684498801	0.149537292864	0.130453664578	0.197650863349
