 	non	ha	che	li	aspettiamo	</S>
a46	0.2172483942	0.192210596	0.186823099	0.1807187384	0.1306109118	0.0923882364
a31	0.2714851394	0.208475039333	0.179283148333	0.158318143333	0.11072017784	0.0717183255933
a15	0.285404763133	0.215492805778	0.178876715444	0.149555162551	0.108408678829	0.0622618676578
a31	0.262081715711	0.217656655926	0.205583459815	0.144990314357	0.113365423468	0.0563224306193
a28	0.23729171057	0.213310061975	0.217653717272	0.150738479299	0.133602334599	0.0474036926331
a20	0.230561261523	0.215122459992	0.192481039091	0.156149688326	0.159991528953	0.0456940175577
a11	0.222193498241	0.205829481997	0.195029742364	0.156854473889	0.173060461298	0.0470323311459
a31	0.217263869814	0.196614183999	0.213610540788	0.156558764296	0.155966023133	0.0599865915553
a11	0.215189497938	0.195191018	0.212790636663	0.151859026232	0.144048065091	0.0809217310918
a31	0.191989695313	0.195873582667	0.223091092354	0.148130560011	0.13399807463	0.106916991424
a46	0.170349335104	0.187234880889	0.240163044118	0.141407465337	0.11558520531	0.145260063381
a31	0.170640397301	0.195147834963	0.217203923973	0.129628491246	0.114014952037	0.17336440128
a11	0.166984387367	0.208713153654	0.180262100058	0.119162602215	0.117787665912	0.207090096227
a31	0.163546663789	0.205229235218	0.162662224419	0.123139107005	0.126871812837	0.218550954476
a11	0.166606382263	0.200139641739	0.145649983673	0.128593456868	0.132872487946	0.226138052225
a46	0.151728338754	0.183314543246	0.143376627358	0.126442547556	0.133212711515	0.261925239275
</S>	0.139870713877	0.175687885623	0.148384888579	0.127646044878	0.134499039157	0.273911439237
