 	lo	sentii	che	arrivò	</S>
a11	0.218446954	0.22316214	0.1567558301	0.2635699405	0.1380651354
a31	0.206561911667	0.227038384667	0.159041504767	0.2907467695	0.116611421267
a28	0.179921193556	0.219777825022	0.181274144922	0.316974520167	0.102052304689
a37	0.145405284719	0.193199915807	0.193747639774	0.389053650722	0.0785934982297
a20	0.122295797573	0.164050593936	0.199245850391	0.444886585241	0.0695211484766
a31	0.111283121724	0.157969954179	0.215425899264	0.420647175414	0.0946738266255
a1	0.109202822908	0.154465709793	0.195524791088	0.390287779138	0.150518891809
a0	0.102695124836	0.136855902998	0.164034292429	0.411027700379	0.185386983203
a17	0.103818681945	0.134629173299	0.149696713676	0.426427910793	0.185427518401
a31	0.127722273715	0.157190385266	0.145074004359	0.385646448664	0.184366877467
a0	0.133949611238	0.165419584489	0.134717758853	0.348713602888	0.217199444489
a46	0.143961593146	0.163563704163	0.128632497818	0.311745606563	0.252096606163
a31	0.172318656115	0.176789880054	0.148240245873	0.259313440988	0.243337786054
a18	0.175141804238	0.183362415351	0.155283056758	0.225336675129	0.260876060685
a31	0.181985098346	0.17970446445	0.161355783053	0.19623127971	0.280723385562
a39	0.195167326315	0.167179677683	0.168024762351	0.182770705637	0.286857531187
a31	0.191296934238	0.161250794294	0.18978421145	0.181564685612	0.276103367062
a46	0.177126118879	0.160601309631	0.206231182483	0.195281632537	0.260759742354
</S>	0.16840362664	0.160377749816	0.192514703241	0.209584291269	0.269119607177
