 	le	ragazze	vogliono	guardate	</S>
a10	0.177913154	0.1327850622	0.2258737165	0.267270546	0.1961575097
a20	0.1956750456	0.1287330132	0.250719936833	0.268955146667	0.155916846033
a31	0.2278595692	0.144089288267	0.223112292278	0.278922293822	0.126016558344
a20	0.223815843733	0.148134133956	0.222694455426	0.292611388607	0.112744166848
a11	0.186995736644	0.138856441919	0.252840852809	0.293499661269	0.127807285016
a31	0.158550093615	0.116390177306	0.261165149936	0.323558762756	0.140335807939
a0	0.132695817872	0.0953940858353	0.226518850245	0.359315775252	0.186075472246
a31	0.109782557291	0.0813102525451	0.181452816815	0.404808255084	0.222646114549
a39	0.0916549396303	0.0718478299817	0.156624460405	0.452508222361	0.227364544916
a18	0.0828909886768	0.0647662739939	0.142979319135	0.44788378012	0.261479634505
a31	0.0913723687589	0.0726689471313	0.135007203978	0.439605461373	0.261346012302
a8	0.096612699653	0.0876528547771	0.127452521993	0.438460542458	0.249821381634
a31	0.101147607384	0.106099179192	0.123977629931	0.404053617486	0.264721969878
a46	0.108819441828	0.123491305264	0.12001572931	0.366896295829	0.280777233693
a18	0.114095797676	0.136941593888	0.11863482057	0.339924991276	0.290402817631
a35	0.116891608559	0.145399507329	0.132437321457	0.321471889092	0.283799700544
a31	0.12300452552	0.142756371676	0.138855832486	0.320103705031	0.275279584848
a39	0.131135471353	0.143324333625	0.132566733895	0.306685061277	0.286288414549
a8	0.134375093131	0.148311951308	0.138841056298	0.308521740026	0.269950164783
a23	0.136981541457	0.145776331743	0.154807555433	0.329054798675	0.233379777261
</S>	0.137548345899	0.142095049782	0.161677549217	0.336432025337	0.22224703863
