 	da	da	un	famoso	poeta	</S>
a31	0.1566641264	0.1208225143	0.232450844	0.1327450578	0.209669282	0.1476481611
a37	0.185932831067	0.118607645033	0.263507738333	0.112543674	0.184413756133	0.1349943405
a31	0.228545652622	0.131029298211	0.276352069578	0.103557415433	0.154005137511	0.1065104245
a28	0.243241557541	0.146283652204	0.273883472993	0.100885331978	0.144972828637	0.0907331635
a31	0.23070223118	0.135935659935	0.280247299664	0.105786195659	0.145616911346	0.101711694933
a20	0.196363295727	0.137598493178	0.288545557421	0.103649282153	0.140844181249	0.132999169011
a13	0.167745166509	0.151490690393	0.287050226274	0.089994898451	0.146101888216	0.157617116604
a39	0.15964320677	0.159807205798	0.270570659825	0.088135853617	0.161505482205	0.160337584868
a31	0.171781468257	0.157946940266	0.248044901475	0.110477651539	0.154913434868	0.156835597289
a35	0.190708984752	0.134882069089	0.215830290518	0.124768491446	0.145162057089	0.188648106096
a31	0.185958012917	0.12575868763	0.178389524866	0.129620784082	0.15650452383	0.223768476365
a17	0.168623814572	0.12493384559	0.162358736889	0.135865380427	0.176002925677	0.232215309122
a31	0.162161798857	0.12874222371	0.152781906563	0.135375597542	0.183496067292	0.237442411374
</S>	0.168217817028	0.133370918455	0.146559310881	0.137735617271	0.179524145146	0.234592190187
