 	li	vestono	i	genitori	</S>
a31	0.2110757418	0.215071932	0.17552835	0.215092954	0.183231012
a46	0.209407727333	0.211957115667	0.174504457067	0.238394138	0.165736559733
a18	0.235262071978	0.234662236022	0.156773480289	0.241774743267	0.131527477644
a35	0.234914995506	0.269741195274	0.142887636763	0.230365367489	0.122090809481
a15	0.226601075749	0.275635208891	0.135897561054	0.224981701496	0.136884463027
a39	0.206987107916	0.27240157063	0.135638565885	0.224781251832	0.160191505276
a31	0.175827784239	0.27751467021	0.142890132962	0.229091317744	0.174676079092
a11	0.15248787828	0.262314216737	0.146221891787	0.243929308115	0.195046698364
a20	0.136034845627	0.240323148246	0.142069209396	0.262568369238	0.219004435455
a31	0.156898027542	0.230792088082	0.152290349399	0.247687161346	0.212332384485
a39	0.162319944847	0.218719314427	0.157990392466	0.238476303049	0.222494046828
a20	0.148309836949	0.199650799476	0.151667615022	0.242694792683	0.257676948943
a46	0.159157794983	0.189932166892	0.148061627741	0.229490939561	0.273357465648
a31	0.199674851661	0.174118797764	0.145770107714	0.212012375187	0.268423867216
a15	0.208667314887	0.158214260788	0.147506433705	0.208954205729	0.276657782405
a24	0.183308404629	0.156281645863	0.145569432168	0.21723507391	0.297605434802
a20	0.183992157543	0.148468251088	0.144206389189	0.220106858637	0.303226335601
a31	0.188698455848	0.151001932789	0.150189771596	0.214548870212	0.2955609592
a13	0.186826862616	0.159039202763	0.153268509065	0.210152235404	0.2907131844
a46	0.194330570472	0.158286980328	0.157597988622	0.215523951135	0.2742605108
a14	0.205318743757	0.156450030176	0.166898583207	0.221079827712	0.250252814933
a20	0.195448573919	0.163382548925	0.178504128069	0.224942916571	0.237721840311
a31	0.180893761906	0.164565401575	0.17443330389	0.22378175619	0.256325789437
</S>	0.174381061853	0.160157870087	0.162019168745	0.220513602095	0.282928308718
