 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.1236051036	0.1846754188	0.1580382055	0.136521396	0.0936403128	0.127596855	0.10174354947	0.0741791673
a31	0.119012606133	0.183015396713	0.1785005755	0.167488170467	0.0796623965333	0.116411574533	0.0943834939633	0.0615257920333
a15	0.109654042911	0.191245626624	0.190167197233	0.178905025956	0.0725052297911	0.100652752644	0.102257002148	0.0546131078778
a20	0.0910301549037	0.193369823348	0.196516971811	0.158701124452	0.062308454777	0.0976373128813	0.125845858649	0.0745902942926
a11	0.0794149539679	0.187959211049	0.203594715004	0.144391959284	0.0599801560923	0.0991605602938	0.134220089883	0.0912783670975
a31	0.0723879965226	0.186647706816	0.206085287735	0.132427509295	0.0707379732308	0.0962391818979	0.141892628788	0.0935817226992
a39	0.0741068609075	0.187608021339	0.204485023778	0.124535961298	0.0684476390769	0.0896861514326	0.157809554889	0.0933207776997
a46	0.0959411787025	0.178343564313	0.169845826459	0.112357959366	0.0698515352923	0.0984817345442	0.17671096143	0.0984672202332
a18	0.110175182167	0.168582697438	0.128997121286	0.102130304722	0.102223984831	0.115350645915	0.171025562743	0.101514494011
a31	0.103547795322	0.156343565479	0.115073208295	0.103213336841	0.139561835344	0.124548309305	0.148635036914	0.109076915004
a13	0.116688012641	0.139475427493	0.102003412232	0.0992244636803	0.144540384381	0.134344020435	0.133933141971	0.129791139735
a31	0.1243774807	0.120751396164	0.0934346218107	0.0896161904934	0.140803394994	0.135437491545	0.133592453324	0.161986976845
a46	0.124463277867	0.105787522521	0.0938825202036	0.0869049993645	0.142050012265	0.136009327248	0.131820625708	0.179081716882
a31	0.125021316502	0.100348022407	0.0942041620012	0.0850139410548	0.135744336455	0.130990968216	0.130269300436	0.198407946827
</S>	0.119392989851	0.0997762368535	0.0940306325006	0.0829033743274	0.136168157278	0.118411969808	0.128202361618	0.221114274813
