 	non	aveva	dove	aveva	per	stare	</S>
a7	0.1827857598	0.1334169598	0.1370407535	0.1075124269	0.1244343246	0.1919882937	0.1228214797
a31	0.2427485662	0.1533662318	0.1182867399	0.103547205367	0.103685904733	0.173712489767	0.104652854167
a29	0.235926841133	0.163043785067	0.106673359967	0.108738133989	0.117387583178	0.162348069589	0.105882222522
a19	0.192616823178	0.133636545356	0.0963788315223	0.10885824053	0.150503784593	0.16837334153	0.149632428974
a46	0.173620870793	0.111687684319	0.0885128669074	0.100290062777	0.148240156798	0.201173953843	0.176474397391
a31	0.159415098664	0.114473926106	0.0968372754358	0.0948429601923	0.130415138533	0.235284898214	0.168730706064
a38	0.142396498621	0.115364939969	0.104420255145	0.0908330420641	0.128153397911	0.258975743338	0.159856118688
a31	0.132213212874	0.109789046056	0.104457094648	0.0919708151547	0.12993837377	0.267283982779	0.164347460363
a20	0.132194142358	0.113390019885	0.103629573816	0.0904075392516	0.117707234657	0.27190230526	0.170769182254
a31	0.133901935119	0.111813061695	0.104474666605	0.0932875332839	0.110418668152	0.264875122087	0.181229029018
a0	0.136475584773	0.113826180832	0.112501560468	0.102342643961	0.106078886517	0.244566254429	0.184208915939
a31	0.139560439458	0.124287736544	0.127898278756	0.111695171587	0.108739297772	0.21272794521	0.17509115158
a46	0.140203800019	0.129703317715	0.135384784519	0.126431918129	0.112443810924	0.182246358137	0.173586021593
a18	0.130213423273	0.132062160105	0.13285613944	0.138528605376	0.114932026308	0.184475544446	0.166932099998
</S>	0.124723351837	0.137008123052	0.13523877472	0.145744967688	0.117438029654	0.181581138223	0.158265604999
