 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.09105635315	0.089731604	0.1242150931	0.1088147721	0.19933564	0.1256436155	0.1404609189	0.1207420231
a0	0.0945738766167	0.0925375966667	0.148309118367	0.125349535433	0.204541078533	0.1126111911	0.126464933633	0.0956126829
a28	0.121990669339	0.114841827222	0.177150607056	0.147926067878	0.164138833044	0.0928171665333	0.103626230878	0.0775086041667
a31	0.14892975718	0.134276534407	0.192653364352	0.151373653693	0.125941454948	0.0761886061444	0.090500938226	0.0801357074556
a24	0.1477721553	0.128917969102	0.186880937784	0.143627706564	0.124516288316	0.0792633741148	0.0951581696753	0.0938634136185
a46	0.12725676294	0.108865619934	0.163898541595	0.130311510121	0.156576448639	0.0968966259716	0.107083233558	0.109111263873
a31	0.120879399247	0.0982249122447	0.151766456532	0.114182917174	0.19363734208	0.103333882924	0.110936709186	0.107038386291
a24	0.116098233382	0.0929957236549	0.143651420844	0.109576398658	0.20587930656	0.111685633975	0.125163959395	0.0949493097637
a31	0.102016487694	0.084735468925	0.126314122948	0.101977693219	0.226518324653	0.119872406992	0.137798319865	0.100767160455
a20	0.087340464698	0.075086562755	0.109154040183	0.086645417273	0.267556225484	0.115093666331	0.159527696022	0.099595910885
a29	0.0729349780993	0.063780230345	0.0991336783943	0.0892208655577	0.280855238115	0.106904211044	0.197952363074	0.0892184137617
a20	0.0660384947664	0.056869869595	0.0934563921314	0.0876808452526	0.291154505658	0.098403729148	0.203966623291	0.102429534521
a29	0.0639494562555	0.0539588374983	0.0909647583105	0.0859561203509	0.295527116486	0.0950893634493	0.185758884764	0.12879545224
a13	0.0620731632852	0.0525409065994	0.0928595503035	0.0929356260503	0.286308218562	0.0940088730164	0.170090301321	0.149183348213
a17	0.0616329792551	0.0543216687665	0.0918869191678	0.0960344659501	0.286050642654	0.0989812321388	0.165543986507	0.145548112071
a31	0.0663934126117	0.0609563026355	0.0860431390093	0.0908603749834	0.293669665418	0.108440350246	0.164702657569	0.128934119357
a44	0.0696519423772	0.0653029966585	0.0825660843764	0.0821952056611	0.283894836539	0.121275714215	0.169044359456	0.126068880519
a8	0.0702041992257	0.0661460062862	0.0857435141455	0.0789553837204	0.244093501246	0.131972704472	0.178268516152	0.14461619224
a6	0.0698395249686	0.0665921771221	0.0872295892752	0.0773406667201	0.209464124882	0.128731994824	0.176442129717	0.184359805413
</S>	0.0685194709843	0.066195724201	0.0859368279776	0.07609853443	0.200709730441	0.123508416412	0.171231467358	0.207799831707
