 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
a31	0.06192481758	0.127593639	0.0862665473	0.1551318308	0.12413733625	0.062672825	0.1387947394	0.1285653363	0.1149129185
a8	0.05089778316	0.1309417806	0.0879709435	0.189478032	0.14787805335	0.0513115314933	0.135406561267	0.110022033513	0.0960932828333
a31	0.0558154862533	0.126144638067	0.0990139347667	0.1930059134	0.150309219317	0.0553076262778	0.135223276556	0.098305500051	0.0868744199111
a10	0.0599852959378	0.137100662289	0.0944659019222	0.191343437133	0.140987594439	0.0572874181793	0.143881190185	0.0861196272837	0.0888288886037
a17	0.0536150373793	0.159441264096	0.0787635720407	0.175179322844	0.139958940746	0.0492888100731	0.149458294462	0.0908115264279	0.103483243001
a20	0.0494963998464	0.174906703365	0.0724454265469	0.149846743081	0.131187157249	0.041555944571	0.154144580154	0.100000682543	0.1264163674
a31	0.0563376598088	0.191840585455	0.0684365933823	0.149803984294	0.13385565455	0.037306136697	0.155379621318	0.0814622864143	0.125577477027
a29	0.0562963630829	0.185365935285	0.0630065910608	0.161294908498	0.138948446983	0.033560523719	0.157545092773	0.0779768199714	0.126005325269
a31	0.055036410201	0.188083741228	0.0595275310869	0.169617185566	0.144953694128	0.0307449917863	0.151062066391	0.0743459809238	0.126628408356
a17	0.055288343407	0.192760630076	0.058876252429	0.175618154122	0.158112332043	0.0287046281621	0.143294579064	0.0645033808813	0.122841706085
a31	0.053880751809	0.187114800025	0.0590653174763	0.177469133374	0.163072597681	0.0279838743207	0.143146331288	0.0628144923271	0.125452712562
a17	0.0532717062697	0.193286229342	0.0596069234921	0.177140789391	0.168009723894	0.0286290457736	0.141793128829	0.0584564781624	0.119805983921
a31	0.0511503862899	0.190378025514	0.0602811614307	0.176774955664	0.170609689031	0.0296468061245	0.142180961943	0.0594535443141	0.119524465374
a17	0.0504748375633	0.186548653905	0.0623201287436	0.173995562155	0.171933778744	0.0308672541082	0.145134827448	0.0597422476114	0.118982702391
a31	0.0501727907211	0.180090802435	0.0630662087145	0.168717309118	0.167610912648	0.0332201771027	0.148392634283	0.0624344273771	0.126294742664
a17	0.0515118130404	0.172524442145	0.0653781500382	0.165451162506	0.161273844216	0.0357882373676	0.153533999628	0.0697608987924	0.124777463488
a31	0.0536920156135	0.157830980782	0.0682817965461	0.160077259235	0.151766267272	0.0419607484559	0.159827716943	0.0790593753308	0.127503851096
a24	0.0557965214712	0.147847422061	0.071205623982	0.161515385345	0.148354850024	0.0461944444853	0.163642265914	0.0824915863769	0.122951912232
a31	0.0591555980904	0.14111931442	0.075563656994	0.156810477782	0.138145078675	0.0545461324951	0.167695101705	0.0861492677923	0.120815365944
a17	0.0649163629635	0.125262904207	0.0775691260847	0.152411506861	0.122763298225	0.064917534965	0.179156718902	0.0892013695308	0.123801164248
a23	0.0701964269212	0.106158717802	0.0740223389149	0.144998974687	0.110100647808	0.0767109373217	0.198145656301	0.0949486241103	0.124717674949
a8	0.0769970595337	0.099476637334	0.0715775496116	0.132625155162	0.0983012418693	0.0896660995072	0.1977642701	0.10159418437	0.131997805716
a31	0.0798770537379	0.101504423778	0.0802880265105	0.120653195987	0.0963367515564	0.0900556949691	0.174140971233	0.11450970179	0.142634171239
a20	0.084552520446	0.0989161671927	0.0895057434702	0.111361109396	0.0902167663855	0.0979903567897	0.151603743278	0.11935034753	0.156503238813
a31	0.0914779816153	0.0967384796642	0.0904587156567	0.105610267332	0.0850755086618	0.104299135463	0.137836316493	0.133437130777	0.155066464404
a46	0.0950587210718	0.0961167904214	0.0888576229522	0.0957028909773	0.0825714453539	0.110183383621	0.136118692564	0.143258384926	0.152132066468
a31	0.0949098662239	0.0973607143405	0.0917302423841	0.0906306341258	0.0833934125846	0.112328724807	0.133641608855	0.144816850309	0.151187942823
a8	0.0937483003413	0.0982039508468	0.0937646435947	0.0890055441086	0.0844555855282	0.114973823269	0.131002158018	0.143793721436	0.151052266341
a31	0.0925567265804	0.0974113814156	0.0938446321316	0.0878506883029	0.0841557944427	0.11588190309	0.133114712673	0.138993450479	0.156190713047
a28	0.0911835902868	0.0951377550052	0.0930230332439	0.0858591966343	0.0838760181476	0.113691444963	0.130695678491	0.143832199493	0.162701089216
a15	0.0841256042556	0.0871526655351	0.0842545162146	0.0872577754781	0.0828467881825	0.129757906254	0.134444083164	0.146468839831	0.163691824072
a31	0.0839790266185	0.091093356845	0.0865530174049	0.0863875429594	0.0845505139275	0.123553816285	0.135273648188	0.148179593277	0.160429479091
a19	0.0849419346262	0.0911088109483	0.0897439134016	0.0847213733865	0.0833983311092	0.121090635362	0.133599871929	0.149895322426	0.16149980343
a31	0.0868482290954	0.0905444037828	0.0919168079339	0.0836006727955	0.0842105857031	0.120327520521	0.131867695043	0.148619425809	0.162064661477
a24	0.0883294939985	0.0903267939276	0.0926515573646	0.0833057682652	0.0841539516344	0.11642722384	0.129961135348	0.150620040936	0.164224036492
