 	Marika	tu	hai	mangiato	</S>
a8	0.2213187399	0.1596822436	0.1453293372	0.236857872	0.2368118091
a31	0.268398740633	0.168432804933	0.136356865333	0.230741529667	0.196070051833
a24	0.315801164944	0.201494486911	0.122290760711	0.208024330222	0.152389242278
a31	0.359051691648	0.21139583857	0.099028439237	0.177862072074	0.152661964959
a28	0.348294778549	0.193696504323	0.111102290879	0.170744340025	0.17616209872
a31	0.340233894516	0.179001282241	0.127363821626	0.183025948675	0.170375047173
a3	0.329657942505	0.15879474828	0.118238308742	0.216774004225	0.176534977924
a18	0.282337962168	0.14130451796	0.120786819714	0.243510995408	0.212059699308
a31	0.252301674856	0.131647597053	0.124389276305	0.252921657136	0.238739798836
a23	0.224723880752	0.117828099484	0.139025726835	0.270111572379	0.248310720012
a31	0.189762345717	0.118608742895	0.158308991145	0.277132560126	0.256187364004
a20	0.162514771306	0.126783786898	0.162595802582	0.258764186042	0.289341456001
</S>	0.157517199053	0.129864399349	0.163493851291	0.234261767021	0.314862783
