 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.1577583359	0.1501624822	0.1209627999	0.0959025387	0.1163299336	0.1441339035	0.097587913	0.1171620816
a31	0.160726948833	0.171992806733	0.1296461279	0.101308417567	0.1147840644	0.135199627567	0.0988678390667	0.0874741598333
a8	0.155174786411	0.180147210244	0.127624487633	0.116396793922	0.1245740696	0.136246262256	0.0821701142889	0.0776662689778
a31	0.14633500847	0.185612688748	0.137824960611	0.124370875574	0.131481876	0.135964238419	0.0702699296296	0.0681404094793
a17	0.134500226423	0.185448647916	0.143455595204	0.126619312125	0.128908435133	0.14249051494	0.0737709255765	0.0648063333798
a18	0.127209485741	0.186114930972	0.133339969935	0.117865076708	0.127488809378	0.16129608978	0.0744323476255	0.0722532825933
a31	0.12314969258	0.183308239657	0.114418649912	0.119796946503	0.130930060993	0.187459462527	0.0696193624752	0.0713175798644
a17	0.10866284796	0.164130434886	0.0919328472373	0.136018309501	0.127213065798	0.209431785309	0.0837897310917	0.0788209830415
a30	0.0971387785533	0.145949085695	0.0827333260791	0.1321031901	0.124472309866	0.22153481797	0.103456054697	0.0926124329005
a17	0.0940952926511	0.136599009365	0.0776038971597	0.125751865833	0.124388018022	0.231406417857	0.101370583566	0.108784901434
a39	0.0953145661504	0.135132890522	0.0806436685866	0.127521618011	0.121658625474	0.237759751286	0.095275004522	0.106693859411
a17	0.0969376924501	0.138240910907	0.0886838155289	0.131090056937	0.122839725491	0.237720028029	0.095079895974	0.089407872537
a31	0.0937292130834	0.134217207036	0.0841556059763	0.142338831646	0.12389071643	0.23245571621	0.0858600045247	0.103352708246
a17	0.0920193121611	0.121670321812	0.0744127625254	0.157094789749	0.122953243143	0.22634912527	0.0837942669082	0.121706172949
a20	0.0967527084537	0.118468933071	0.0779849917751	0.17129184165	0.119263152048	0.209572767557	0.0940959546361	0.112569642516
a27	0.100690088885	0.122361547024	0.0815012607917	0.172805695883	0.117350272216	0.190609279852	0.111074783412	0.103607061172
a20	0.102222222628	0.123846221675	0.0858745697972	0.169029028894	0.118568325272	0.183457759551	0.112666796137	0.104335071191
a31	0.103421254009	0.117464182958	0.0880059247991	0.186526385565	0.116212461891	0.177707583117	0.089959677779	0.120702521597
a18	0.104024638736	0.107699365786	0.0800234729997	0.199490138122	0.111645405897	0.163736371172	0.0797403896597	0.153640210132
a31	0.110162122112	0.106658243929	0.0821635828666	0.195624580641	0.105495984899	0.146986140991	0.0852525220866	0.167656824911
a13	0.127133577304	0.107003630376	0.0876640057555	0.177966491814	0.105004527886	0.13244004793	0.0917046325622	0.171083088304
a20	0.138279065541	0.107010799992	0.0915587241185	0.159128432671	0.109651418482	0.123308940777	0.101351615387	0.169710999101
a31	0.12897410542	0.109086931864	0.0931327100395	0.16150261789	0.105130486627	0.120217861259	0.116833500529	0.165121773367
a28	0.132660158007	0.107574878221	0.0942024378132	0.160227350497	0.100874142209	0.119462111086	0.11895885631	0.166040049122
a31	0.134011337469	0.10916135154	0.0963251316044	0.151185496699	0.096862604003	0.116656860029	0.12138715257	0.174410060774
a8	0.122718001356	0.112806656313	0.0997663331348	0.148837228433	0.0970698716677	0.114001180743	0.12926181819	0.175538917725
a17	0.113824792185	0.110928603238	0.103917817445	0.153447448144	0.102912186756	0.116266133648	0.139831069397	0.158871957375
a8	0.104599144262	0.111259443946	0.104381056082	0.155335201181	0.105506250785	0.120164358549	0.154360011399	0.144394529792
a23	0.101798414134	0.110503650982	0.102416758161	0.151030690194	0.108419134862	0.115856203383	0.159915055533	0.150060086731
a8	0.101906187158	0.111474677461	0.101805081187	0.146865133598	0.109198697687	0.105463422328	0.161506345044	0.16178044971
a20	0.101505357786	0.11394470162	0.101686632462	0.146927546666	0.107789209562	0.102603416509	0.162776558215	0.162766573303
a31	0.107559973262	0.113120611473	0.099310508754	0.151224875822	0.101838335121	0.0998736350363	0.148851846738	0.178220209568
a39	0.114866463174	0.113386609124	0.0999216871513	0.155805847074	0.094162822507	0.0995302300121	0.137950775046	0.184375573856
a18	0.110327551885	0.114939318721	0.102557359317	0.156584393091	0.0899604681357	0.105908859804	0.147848786215	0.171873289285
a37	0.104972622855	0.11576514532	0.103127079692	0.153134595097	0.0893737203452	0.111635285201	0.158178824072	0.163812741762
a31	0.105092196272	0.113450620247	0.100588894651	0.146777919166	0.0887068798284	0.1092341434	0.164492524691	0.171656824254
a8	0.107638047391	0.111861035722	0.101405333884	0.143892118389	0.0907047179228	0.1146153082	0.159360794564	0.170522643751
a23	0.10421039713	0.111310791441	0.104921347561	0.146592057663	0.0918255529076	0.128267262267	0.156359000055	0.156513593184
a37	0.100282030577	0.111651372587	0.105087165147	0.145078805021	0.0881935793025	0.122676889156	0.167884104085	0.159146041328
a8	0.103222964192	0.113141018769	0.105932328609	0.14468939514	0.0885439673008	0.104958787719	0.156530594695	0.182980915109
</S>	0.106938672096	0.113341080785	0.107131035604	0.14793440487	0.0905791263504	0.0955247124595	0.137016288948	0.201534653054
